NPRODUCTO,CONCURSO,ID,R1,R2,R3,R4,R5,FECHA,PRIMOS,REPETIDOS
60,30573,1952,0,1,9,5,1,2023-05-21,1,1
60,30572,70978,7,0,9,7,7,2023-05-20,3,0
60,30571,85020,8,5,0,1,9,2023-05-20,1,0
60,30570,34985,3,4,9,8,4,2023-05-20,1,0
60,30569,57014,5,7,0,1,3,2023-05-20,3,0
60,30568,13335,1,3,3,3,4,2023-05-20,3,0
60,30567,97144,9,7,1,4,3,2023-05-19,2,0
60,30566,39019,3,9,0,1,8,2023-05-19,1,1
60,30565,36998,3,6,9,9,7,2023-05-19,2,1
60,30564,59578,5,9,5,7,7,2023-05-19,4,0
60,30563,10424,1,0,4,2,3,2023-05-19,2,1
60,30562,57453,5,7,4,5,2,2023-05-18,4,0
60,30561,32547,3,2,5,4,6,2023-05-18,3,0
60,30560,65012,6,5,0,1,1,2023-05-18,1,1
60,30559,60835,6,0,8,3,4,2023-05-18,1,2
60,30558,80538,8,0,5,3,7,2023-05-18,3,0
60,30557,19325,1,9,3,2,4,2023-05-17,2,0
60,30556,6660,0,6,6,5,9,2023-05-17,1,2
60,30555,4642,0,4,6,4,1,2023-05-17,0,0
60,30554,68415,6,8,4,1,4,2023-05-17,0,0
60,30553,80061,8,0,0,6,0,2023-05-17,0,1
60,30552,81378,8,1,3,7,7,2023-05-16,3,0
60,30551,58023,5,8,0,2,2,2023-05-16,3,1
60,30550,38114,3,8,1,1,3,2023-05-16,2,1
60,30549,8837,0,8,8,3,6,2023-05-16,1,0
60,30548,43702,4,3,7,0,1,2023-05-16,2,0
60,30547,74815,7,4,8,1,4,2023-05-15,1,0
60,30546,31089,3,1,0,8,8,2023-05-15,1,0
60,30545,55372,5,5,3,7,1,2023-05-15,4,0
60,30544,97439,9,7,4,3,8,2023-05-15,2,0
60,30543,79158,7,9,1,5,7,2023-05-15,3,2
60,30542,32168,3,2,1,6,7,2023-05-14,3,1
60,30541,38339,3,8,3,3,8,2023-05-14,3,1
60,30540,69938,6,9,9,3,7,2023-05-14,2,1
60,30539,88901,8,8,9,0,0,2023-05-14,0,2
60,30538,84103,8,4,1,0,2,2023-05-14,1,0
60,30537,68019,6,8,0,1,8,2023-05-13,0,0
60,30536,99753,9,9,7,5,2,2023-05-13,3,0
60,30535,18299,1,8,2,9,8,2023-05-13,1,1
60,30534,97495,9,7,4,9,4,2023-05-13,1,1
60,30533,48441,4,8,4,4,0,2023-05-13,0,0
60,30532,91982,9,1,9,8,1,2023-05-12,0,0
60,30531,37839,3,7,8,3,8,2023-05-12,3,0
60,30530,55358,5,5,3,5,7,2023-05-12,5,0
60,30529,23581,2,3,5,8,0,2023-05-12,3,1
60,30528,18861,1,8,8,6,0,2023-05-12,0,2
60,30527,68769,6,8,7,6,8,2023-05-11,1,1
60,30526,98096,9,8,0,9,5,2023-05-11,1,1
60,30525,49166,4,9,1,6,5,2023-05-11,1,0
60,30524,1031,0,1,0,3,0,2023-05-11,1,0
60,30523,18975,1,8,9,7,4,2023-05-11,1,0
60,30522,1361,0,1,3,6,0,2023-05-10,1,1
60,30521,58667,5,8,6,6,6,2023-05-10,1,0
60,30520,62930,6,2,9,2,9,2023-05-10,2,0
60,30519,78647,7,8,6,4,6,2023-05-10,1,0
60,30518,50294,5,0,2,9,3,2023-05-10,3,0
60,30517,85509,8,5,5,0,8,2023-05-09,2,1
60,30516,87838,8,7,8,3,7,2023-05-09,3,0
60,30515,21266,2,1,2,6,5,2023-05-09,3,0
60,30514,57458,5,7,4,5,7,2023-05-09,4,0
60,30513,95012,9,5,0,1,1,2023-05-09,1,0
60,30512,41770,4,1,7,6,9,2023-05-08,1,0
60,30511,695,0,0,6,9,4,2023-05-08,0,1
60,30510,82799,8,2,7,9,8,2023-05-08,2,1
60,30509,29728,2,9,7,2,7,2023-05-08,4,0
60,30508,53894,5,3,8,9,3,2023-05-08,3,0
60,30507,45223,4,5,2,2,2,2023-05-07,4,0
60,30506,68591,6,8,5,9,0,2023-05-07,1,2
60,30505,47597,4,7,5,9,6,2023-05-07,2,2
60,30504,86599,8,6,5,9,8,2023-05-07,1,1
60,30503,87218,8,7,2,1,7,2023-05-07,3,0
60,30502,54152,5,4,1,5,1,2023-05-06,2,0
60,30501,37078,3,7,0,7,7,2023-05-06,4,2
60,30500,47728,4,7,7,2,7,2023-05-06,4,1
60,30499,41372,4,1,3,7,1,2023-05-06,2,1
60,30498,30871,3,0,8,7,0,2023-05-06,2,1
60,30497,37744,3,7,7,4,3,2023-05-05,4,0
60,30496,40168,4,0,1,6,7,2023-05-05,1,0
60,30495,23799,2,3,7,9,8,2023-05-05,3,0
60,30494,81680,8,1,6,7,9,2023-05-05,1,2
60,30493,86974,8,6,9,7,3,2023-05-05,2,2
60,30492,86058,8,6,0,5,7,2023-05-04,2,1
60,30491,42086,4,2,0,8,5,2023-05-04,2,1
60,30490,58284,5,8,2,8,3,2023-05-04,3,1
60,30489,75226,7,5,2,2,5,2023-05-04,5,0
60,30488,37547,3,7,5,4,6,2023-05-04,3,0
60,30487,29974,2,9,9,7,3,2023-05-03,3,0
60,30486,33720,3,3,7,1,9,2023-05-03,3,0
60,30485,97254,9,7,2,5,3,2023-05-03,4,0
60,30484,379,0,0,3,7,8,2023-05-03,2,1
60,30483,67489,6,7,4,8,8,2023-05-03,1,0
60,30482,72241,7,2,2,4,0,2023-05-02,3,1
60,30481,48,0,0,0,4,7,2023-05-02,1,1
60,30480,75350,7,5,3,4,9,2023-05-02,3,0
60,30479,10835,1,0,8,3,4,2023-05-02,1,0
60,30478,37298,3,7,2,9,7,2023-05-02,4,1
60,30477,61273,6,1,2,7,2,2023-05-01,3,0
60,30476,72101,7,2,1,0,0,2023-05-01,2,0
60,30475,48715,4,8,7,1,4,2023-05-01,1,0
60,30474,14360,1,4,3,5,9,2023-05-01,2,0
60,30473,31565,3,1,5,6,4,2023-05-01,2,0
60,30472,20943,2,0,9,4,2,2023-04-30,2,0
60,30471,81077,8,1,0,7,6,2023-04-30,1,0
60,30470,98693,9,8,6,9,2,2023-04-30,1,1
60,30469,46513,4,6,5,1,2,2023-04-30,2,0
60,30468,99106,9,9,1,0,5,2023-04-30,1,1
60,30467,79795,7,9,7,9,4,2023-04-29,2,2
60,30466,75751,7,5,7,5,0,2023-04-29,4,0
60,30465,32847,3,2,8,4,6,2023-04-29,2,1
60,30464,2328,0,2,3,2,7,2023-04-29,4,0
60,30463,41590,4,1,5,8,9,2023-04-29,1,0
60,30462,55833,5,5,8,3,2,2023-04-28,4,0
60,30461,44701,4,4,7,0,0,2023-04-28,1,0
60,30460,13389,1,3,3,8,8,2023-04-28,2,0
60,30459,2625,0,2,6,2,4,2023-04-28,2,0
60,30458,20241,2,0,2,4,0,2023-04-28,2,1
60,30457,22327,2,2,3,2,6,2023-04-27,4,0
60,30456,49113,4,9,1,1,2,2023-04-27,1,0
60,30455,60648,6,0,6,4,7,2023-04-27,1,1
60,30454,28378,2,8,3,7,7,2023-04-27,4,1
60,30453,47395,4,7,3,9,4,2023-04-27,2,2
60,30452,27301,2,7,3,0,0,2023-04-26,3,0
60,30451,36087,3,6,0,8,6,2023-04-26,1,0
60,30450,80674,8,0,6,7,3,2023-04-26,2,0
60,30449,22529,2,2,5,2,8,2023-04-26,4,1
60,30448,2012,0,2,0,1,1,2023-04-26,1,0
60,30447,44884,4,4,8,8,3,2023-04-25,1,1
60,30446,40933,4,0,9,3,2,2023-04-25,2,1
60,30445,39153,3,9,1,5,2,2023-04-25,3,2
60,30444,89146,8,9,1,4,5,2023-04-25,1,0
60,30443,8263,0,8,2,6,2,2023-04-25,2,0
60,30442,12484,1,2,4,8,3,2023-04-24,2,0
60,30441,31836,3,1,8,3,5,2023-04-24,3,0
60,30440,46184,4,6,1,8,3,2023-04-24,1,1
60,30439,42535,4,2,5,3,4,2023-04-24,3,0
60,30438,26061,2,6,0,6,0,2023-04-24,1,0
60,30437,80923,8,0,9,2,2,2023-04-23,2,1
60,30436,93125,9,3,1,2,4,2023-04-23,2,0
60,30435,67368,6,7,3,6,7,2023-04-23,3,1
60,30434,9961,0,9,9,6,0,2023-04-23,0,0
60,30433,74207,7,4,2,0,6,2023-04-23,2,1
60,30432,26367,2,6,3,6,6,2023-04-22,2,0
60,30431,65835,6,5,8,3,4,2023-04-22,2,0
60,30430,97586,9,7,5,8,5,2023-04-22,3,0
60,30429,71014,7,1,0,1,3,2023-04-22,2,0
60,30428,35289,3,5,2,8,8,2023-04-22,3,1
60,30427,53247,5,3,2,4,6,2023-04-21,3,0
60,30426,19594,1,9,5,9,3,2023-04-21,2,0
60,30425,58812,5,8,8,1,1,2023-04-21,1,1
60,30424,51765,5,1,7,6,4,2023-04-21,2,0
60,30423,78040,7,8,0,3,9,2023-04-21,2,0
60,30422,49904,4,9,9,0,3,2023-04-20,1,2
60,30421,99203,9,9,2,0,2,2023-04-20,2,0
60,30420,34026,3,4,0,2,5,2023-04-20,3,0
60,30419,7631,0,7,6,3,0,2023-04-20,2,0
60,30418,59570,5,9,5,6,9,2023-04-20,2,0
60,30417,46406,4,6,4,0,5,2023-04-19,1,2
60,30416,16301,1,6,3,0,0,2023-04-19,1,1
60,30415,53711,5,3,7,1,0,2023-04-19,3,1
60,30414,56504,5,6,5,0,3,2023-04-19,3,0
60,30413,2413,0,2,4,1,2,2023-04-19,2,0
60,30412,71761,7,1,7,6,0,2023-04-18,2,2
60,30411,79705,7,9,7,0,4,2023-04-18,2,1
60,30410,42776,4,2,7,7,5,2023-04-18,4,1
60,30409,5680,0,5,6,7,9,2023-04-18,2,0
60,30408,37011,3,7,0,1,0,2023-04-18,2,0
60,30407,89726,8,9,7,2,5,2023-04-17,3,0
60,30406,35157,3,5,1,5,6,2023-04-17,3,1
60,30405,89459,8,9,4,5,8,2023-04-17,1,0
60,30404,53375,5,3,3,7,4,2023-04-17,4,0
60,30403,29666,2,9,6,6,5,2023-04-17,2,1
60,30402,75463,7,5,4,6,2,2023-04-16,3,0
60,30401,10282,1,0,2,8,1,2023-04-16,1,0
60,30400,65615,6,5,6,1,4,2023-04-16,1,3
60,30399,62635,6,2,6,3,4,2023-04-16,2,0
60,30398,70353,7,0,3,5,2,2023-04-16,4,2
60,30397,20243,2,0,2,4,2,2023-04-15,3,1
60,30396,90529,9,0,5,2,8,2023-04-15,2,0
60,30395,67102,6,7,1,0,1,2023-04-15,1,0
60,30394,79379,7,9,3,7,8,2023-04-15,3,1
60,30393,12474,1,2,4,7,3,2023-04-15,3,1
60,30392,70461,7,0,4,6,0,2023-04-14,1,1
60,30391,29881,2,9,8,8,0,2023-04-14,1,1
60,30390,53858,5,3,8,5,7,2023-04-14,4,0
60,30389,85642,8,5,6,4,1,2023-04-14,1,2
60,30388,55550,5,5,5,4,9,2023-04-14,3,1
60,30387,22598,2,2,5,9,7,2023-04-13,4,0
60,30386,58439,5,8,4,3,8,2023-04-13,2,1
60,30385,88107,8,8,1,0,6,2023-04-13,0,0
60,30384,5823,0,5,8,2,2,2023-04-13,3,0
60,30383,71085,7,1,0,8,4,2023-04-13,1,0
60,30382,99107,9,9,1,0,6,2023-04-12,0,0
60,30381,55559,5,5,5,5,8,2023-04-12,4,1
60,30380,50664,5,0,6,6,3,2023-04-12,2,0
60,30379,17249,1,7,2,4,8,2023-04-12,2,2
60,30378,10399,1,0,3,9,8,2023-04-12,1,0
60,30377,83867,8,3,8,6,6,2023-04-11,1,1
60,30376,43458,4,3,4,5,7,2023-04-11,3,0
60,30375,51712,5,1,7,1,1,2023-04-11,2,0
60,30374,88459,8,8,4,5,8,2023-04-11,1,1
60,30373,87225,8,7,2,2,4,2023-04-11,3,1
60,30372,45240,4,5,2,3,9,2023-04-10,3,1
60,30371,55823,5,5,8,2,2,2023-04-10,4,0
60,30370,11660,1,1,6,5,9,2023-04-10,1,0
60,30369,88919,8,8,9,1,8,2023-04-10,0,0
60,30368,39528,3,9,5,2,7,2023-04-10,4,0
60,30367,96259,9,6,2,5,8,2023-04-09,2,1
60,30366,69557,6,9,5,5,6,2023-04-09,2,0
60,30365,84996,8,4,9,9,5,2023-04-09,1,1
60,30364,64130,6,4,1,2,9,2023-04-09,1,0
60,30363,78669,7,8,6,6,8,2023-04-09,1,0
60,30362,37532,3,7,5,3,1,2023-04-08,4,0
60,30361,93046,9,3,0,4,5,2023-04-08,2,0
60,30360,64332,6,4,3,3,1,2023-04-08,2,1
60,30359,81082,8,1,0,8,1,2023-04-08,0,1
60,30358,1457,0,1,4,5,6,2023-04-08,1,0
60,30357,23040,2,3,0,3,9,2023-04-07,3,1
60,30356,84533,8,4,5,3,2,2023-04-07,3,0
60,30355,43707,4,3,7,0,6,2023-04-07,2,0
60,30354,70663,7,0,6,6,2,2023-04-07,2,0
60,30353,6207,0,6,2,0,6,2023-04-07,1,1
60,30352,40291,4,0,2,9,0,2023-04-06,1,1
60,30351,28273,2,8,2,7,2,2023-04-06,4,0
60,30350,66306,6,6,3,0,5,2023-04-06,2,0
60,30349,80233,8,0,2,3,2,2023-04-06,3,2
60,30348,94333,9,4,3,3,2,2023-04-06,3,2
60,30347,97367,9,7,3,6,6,2023-04-05,2,0
60,30346,25215,2,5,2,1,4,2023-04-05,3,1
60,30345,84289,8,4,2,8,8,2023-04-05,1,0
60,30344,42495,4,2,4,9,4,2023-04-05,1,0
60,30343,11037,1,1,0,3,6,2023-04-05,1,0
60,30342,40882,4,0,8,8,1,2023-04-04,0,0
60,30341,87529,8,7,5,2,8,2023-04-04,3,0
60,30340,26061,2,6,0,6,0,2023-04-04,1,0
60,30339,94430,9,4,4,2,9,2023-04-04,1,0
60,30338,42117,4,2,1,1,6,2023-04-04,1,1
60,30337,62671,6,2,6,7,0,2023-04-03,2,1
60,30336,27622,2,7,6,2,1,2023-04-03,3,0
60,30335,32814,3,2,8,1,3,2023-04-03,3,1
60,30334,68015,6,8,0,1,4,2023-04-03,0,0
60,30333,93283,9,3,2,8,2,2023-04-03,3,0
60,30332,30780,3,0,7,7,9,2023-04-02,3,0
60,30331,68368,6,8,3,6,7,2023-04-02,2,0
60,30330,85107,8,5,1,0,6,2023-04-02,1,0
60,30329,6276,0,6,2,7,5,2023-04-02,3,0
60,30328,21890,2,1,8,8,9,2023-04-02,1,2
60,30327,1420,0,1,4,1,9,2023-04-01,0,0
60,30326,88794,8,8,7,9,3,2023-04-01,2,1
60,30325,69492,6,9,4,9,1,2023-04-01,0,1
60,30324,50012,5,0,0,1,1,2023-04-01,1,0
60,30323,38649,3,8,6,4,8,2023-04-01,1,1
60,30322,97919,9,7,9,1,8,2023-03-31,1,0
60,30321,14352,1,4,3,5,1,2023-03-31,2,0
60,30320,85694,8,5,6,9,3,2023-03-31,2,0
60,30319,52520,5,2,5,1,9,2023-03-31,3,0
60,30318,39373,3,9,3,7,2,2023-03-31,4,0
60,30317,23829,2,3,8,2,8,2023-03-30,3,0
60,30316,75962,7,5,9,6,1,2023-03-30,2,1
60,30315,71355,7,1,3,5,4,2023-03-30,3,0
60,30314,35897,3,5,8,9,6,2023-03-30,2,1
60,30313,747,0,0,7,4,6,2023-03-30,1,1
60,30312,55740,5,5,7,3,9,2023-03-29,4,1
60,30311,23335,2,3,3,3,4,2023-03-29,4,0
60,30310,92414,9,2,4,1,3,2023-03-29,2,1
60,30309,37724,3,7,7,2,3,2023-03-29,5,0
60,30308,43355,4,3,3,5,4,2023-03-29,3,0
60,30307,50911,5,0,9,1,0,2023-03-28,1,0
60,30306,44555,4,4,5,5,4,2023-03-28,2,0
60,30305,39376,3,9,3,7,5,2023-03-28,4,1
60,30304,38961,3,8,9,6,0,2023-03-28,1,0
60,30303,21634,2,1,6,3,3,2023-03-28,3,1
60,30302,34433,3,4,4,3,2,2023-03-27,3,2
60,30301,4430,0,4,4,2,9,2023-03-27,1,0
60,30300,89943,8,9,9,4,2,2023-03-27,1,1
60,30299,88762,8,8,7,6,1,2023-03-27,1,0
60,30298,35193,3,5,1,9,2,2023-03-27,3,0
60,30297,7434,0,7,4,3,3,2023-03-26,3,1
60,30296,77062,7,7,0,6,1,2023-03-26,2,0
60,30295,94354,9,4,3,5,3,2023-03-26,3,0
60,30294,68561,6,8,5,6,0,2023-03-26,1,0
60,30293,5074,0,5,0,7,3,2023-03-26,3,0
60,30292,37766,3,7,7,6,5,2023-03-25,4,0
60,30291,397,0,0,3,9,6,2023-03-25,1,0
60,30290,69435,6,9,4,3,4,2023-03-25,1,1
60,30289,80039,8,0,0,3,8,2023-03-25,1,0
60,30288,15628,1,5,6,2,7,2023-03-25,3,0
60,30287,33220,3,3,2,1,9,2023-03-24,3,1
60,30286,43531,4,3,5,3,0,2023-03-24,3,1
60,30285,78574,7,8,5,7,3,2023-03-24,4,0
60,30284,52899,5,2,8,9,8,2023-03-24,2,0
60,30283,96954,9,6,9,5,3,2023-03-24,2,0
60,30282,13427,1,3,4,2,6,2023-03-23,2,1
60,30281,54726,5,4,7,2,5,2023-03-23,4,0
60,30280,78660,7,8,6,5,9,2023-03-23,2,1
60,30279,44359,4,4,3,5,8,2023-03-23,2,1
60,30278,76366,7,6,3,6,5,2023-03-23,3,2
60,30277,76252,7,6,2,5,1,2023-03-22,3,0
60,30276,83513,8,3,5,1,2,2023-03-22,3,0
60,30275,99761,9,9,7,6,0,2023-03-22,1,2
60,30274,39863,3,9,8,6,2,2023-03-22,2,1
60,30273,70361,7,0,3,6,0,2023-03-22,2,0
60,30272,46932,4,6,9,3,1,2023-03-21,1,1
60,30271,61966,6,1,9,6,5,2023-03-21,1,1
60,30270,34909,3,4,9,0,8,2023-03-21,1,1
60,30269,37513,3,7,5,1,2,2023-03-21,4,0
60,30268,56951,5,6,9,5,0,2023-03-21,2,0
60,30267,95895,9,5,8,9,4,2023-03-20,1,0
60,30266,736,0,0,7,3,5,2023-03-20,3,0
60,30265,92269,9,2,2,6,8,2023-03-20,2,0
60,30264,20752,2,0,7,5,1,2023-03-20,3,0
60,30263,6681,0,6,6,8,0,2023-03-20,0,0
60,30262,69092,6,9,0,9,1,2023-03-19,0,0
60,30261,95439,9,5,4,3,8,2023-03-19,2,1
60,30260,40445,4,0,4,4,4,2023-03-19,0,0
60,30259,74579,7,4,5,7,8,2023-03-19,3,0
60,30258,91294,9,1,2,9,3,2023-03-19,2,0
60,30257,23703,2,3,7,0,2,2023-03-18,4,3
60,30256,25707,2,5,7,0,6,2023-03-18,3,3
60,30255,25795,2,5,7,9,4,2023-03-18,3,0
60,30254,54231,5,4,2,3,0,2023-03-18,3,0
60,30253,11052,1,1,0,5,1,2023-03-18,1,1
60,30252,66702,6,6,7,0,1,2023-03-17,1,1
60,30251,42753,4,2,7,5,2,2023-03-17,4,0
60,30250,96069,9,6,0,6,8,2023-03-17,0,0
60,30249,74178,7,4,1,7,7,2023-03-17,3,1
60,30248,11200,1,1,1,9,9,2023-03-17,0,1
60,30247,12048,1,2,0,4,7,2023-03-16,2,2
60,30246,75044,7,5,0,4,3,2023-03-16,3,0
60,30245,59401,5,9,4,0,0,2023-03-16,1,0
60,30244,25147,2,5,1,4,6,2023-03-16,2,0
60,30243,16066,1,6,0,6,5,2023-03-16,1,0
60,30242,78241,7,8,2,4,0,2023-03-15,2,0
60,30241,53026,5,3,0,2,5,2023-03-15,4,0
60,30240,14371,1,4,3,7,0,2023-03-15,2,0
60,30239,39282,3,9,2,8,1,2023-03-15,2,0
60,30238,67965,6,7,9,6,4,2023-03-15,1,0
60,30237,13526,1,3,5,2,5,2023-03-14,4,1
60,30236,15938,1,5,9,3,7,2023-03-14,3,1
60,30235,77034,7,7,0,3,3,2023-03-14,4,0
60,30234,23581,2,3,5,8,0,2023-03-14,3,1
60,30233,57187,5,7,1,8,6,2023-03-14,2,0
60,30232,96694,9,6,6,9,3,2023-03-13,1,0
60,30231,33252,3,3,2,5,1,2023-03-13,4,0
60,30230,75001,7,5,0,0,0,2023-03-13,2,0
60,30229,69637,6,9,6,3,6,2023-03-13,1,0
60,30228,12563,1,2,5,6,2,2023-03-13,3,1
60,30227,24768,2,4,7,6,7,2023-03-12,3,2
60,30226,25298,2,5,2,9,7,2023-03-12,4,0
60,30225,16923,1,6,9,2,2,2023-03-12,2,1
60,30224,85727,8,5,7,2,6,2023-03-12,3,0
60,30223,53614,5,3,6,1,3,2023-03-12,3,2
60,30222,54652,5,4,6,5,1,2023-03-11,2,0
60,30221,95414,9,5,4,1,3,2023-03-11,2,2
60,30220,3514,0,3,5,1,3,2023-03-11,3,2
60,30219,63417,6,3,4,1,6,2023-03-11,1,0
60,30218,81928,8,1,9,2,7,2023-03-11,2,0
60,30217,32651,3,2,6,5,0,2023-03-10,3,2
60,30216,32490,3,2,4,8,9,2023-03-10,2,0
60,30215,78368,7,8,3,6,7,2023-03-10,3,0
60,30214,34190,3,4,1,8,9,2023-03-10,1,0
60,30213,15649,1,5,6,4,8,2023-03-10,1,1
60,30212,72615,7,2,6,1,4,2023-03-09,2,1
60,30211,59717,5,9,7,1,6,2023-03-09,2,2
60,30210,89765,8,9,7,6,4,2023-03-09,1,2
60,30209,9570,0,9,5,6,9,2023-03-09,1,0
60,30208,14097,1,4,0,9,6,2023-03-09,0,1
60,30207,4731,0,4,7,3,0,2023-03-08,2,0
60,30206,19873,1,9,8,7,2,2023-03-08,2,1
60,30205,39951,3,9,9,5,0,2023-03-08,2,0
60,30204,93310,9,3,3,0,9,2023-03-08,2,0
60,30203,77882,7,7,8,8,1,2023-03-08,2,0
60,30202,12263,1,2,2,6,2,2023-03-07,3,0
60,30201,58798,5,8,7,9,7,2023-03-07,3,1
60,30200,27600,2,7,5,9,9,2023-03-07,3,0
60,30199,12429,1,2,4,2,8,2023-03-07,2,0
60,30198,8682,0,8,6,8,1,2023-03-07,0,1
60,30197,98026,9,8,0,2,5,2023-03-06,2,0
60,30196,11998,1,1,9,9,7,2023-03-06,1,1
60,30195,44599,4,4,5,9,8,2023-03-06,1,2
60,30194,14192,1,4,1,9,1,2023-03-06,0,0
60,30193,42935,4,2,9,3,4,2023-03-06,2,0
60,30192,58553,5,8,5,5,2,2023-03-05,4,0
60,30191,23964,2,3,9,6,3,2023-03-05,3,1
60,30190,63545,6,3,5,4,4,2023-03-05,2,0
60,30189,75019,7,5,0,1,8,2023-03-05,2,1
60,30188,6034,0,6,0,3,3,2023-03-05,2,1
60,30187,11824,1,1,8,2,3,2023-03-04,2,1
60,30186,27721,2,7,7,2,0,2023-03-04,4,0
60,30185,90644,9,0,6,4,3,2023-03-04,1,0
60,30184,83975,8,3,9,7,4,2023-03-04,2,0
60,30183,55709,5,5,7,0,8,2023-03-04,3,0
60,30182,48084,4,8,0,8,3,2023-03-03,1,1
60,30181,8945,0,8,9,4,4,2023-03-03,0,0
60,30180,86701,8,6,7,0,0,2023-03-03,1,1
60,30179,88972,8,8,9,7,1,2023-03-03,1,0
60,30178,67013,6,7,0,1,2,2023-03-03,2,1
60,30177,22111,2,2,1,1,0,2023-03-02,2,0
60,30176,91587,9,1,5,8,6,2023-03-02,1,0
60,30175,76714,7,6,7,1,3,2023-03-02,3,2
60,30174,24718,2,4,7,1,7,2023-03-02,3,2
60,30173,3713,0,3,7,1,2,2023-03-02,3,1
60,30172,56643,5,6,6,4,2,2023-03-01,2,0
60,30171,37895,3,7,8,9,4,2023-03-01,2,0
60,30170,88238,8,8,2,3,7,2023-03-01,3,1
60,30169,7688,0,7,6,8,7,2023-03-01,2,0
60,30168,85935,8,5,9,3,4,2023-03-01,2,0
60,30167,92896,9,2,8,9,5,2023-02-28,2,0
60,30166,54154,5,4,1,5,3,2023-02-28,3,0
60,30165,93405,9,3,4,0,4,2023-02-28,1,0
60,30164,10973,1,0,9,7,2,2023-02-28,2,1
60,30163,40282,4,0,2,8,1,2023-02-28,1,1
60,30162,41564,4,1,5,6,3,2023-02-27,2,1
60,30161,1287,0,1,2,8,6,2023-02-27,1,1
60,30160,31842,3,1,8,4,1,2023-02-27,1,0
60,30159,23533,2,3,5,3,2,2023-02-27,5,0
60,30158,76722,7,6,7,2,1,2023-02-27,3,1
60,30157,78241,7,8,2,4,0,2023-02-26,2,0
60,30156,66738,6,6,7,3,7,2023-02-26,3,0
60,30155,18357,1,8,3,5,6,2023-02-26,2,1
60,30154,56156,5,6,1,5,5,2023-02-26,3,0
60,30153,70305,7,0,3,0,4,2023-02-26,2,2
60,30152,60331,6,0,3,3,0,2023-02-25,2,0
60,30151,85943,8,5,9,4,2,2023-02-25,2,1
60,30150,82480,8,2,4,7,9,2023-02-25,2,0
60,30149,45255,4,5,2,5,4,2023-02-25,3,0
60,30148,58540,5,8,5,3,9,2023-02-25,3,0
60,30147,17208,1,7,2,0,7,2023-02-24,3,1
60,30146,19065,1,9,0,6,4,2023-02-24,0,0
60,30145,94460,9,4,4,5,9,2023-02-24,1,1
60,30144,90245,9,0,2,4,4,2023-02-24,1,0
60,30143,86914,8,6,9,1,3,2023-02-24,1,2
60,30142,99314,9,9,3,1,3,2023-02-23,2,0
60,30141,13675,1,3,6,7,4,2023-02-23,2,1
60,30140,53869,5,3,8,6,8,2023-02-23,2,0
60,30139,79521,7,9,5,2,0,2023-02-23,3,0
60,30138,52849,5,2,8,4,8,2023-02-23,2,1
60,30137,7399,0,7,3,9,8,2023-02-22,2,0
60,30136,98614,9,8,6,1,3,2023-02-22,1,0
60,30135,34857,3,4,8,5,6,2023-02-22,2,1
60,30134,63812,6,3,8,1,1,2023-02-22,1,1
60,30133,34922,3,4,9,2,1,2023-02-22,2,1
60,30132,74246,7,4,2,4,5,2023-02-21,3,0
60,30131,51833,5,1,8,3,2,2023-02-21,3,0
60,30130,75661,7,5,6,6,0,2023-02-21,2,0
60,30129,59076,5,9,0,7,5,2023-02-21,3,0
60,30128,25399,2,5,3,9,8,2023-02-21,3,1
60,30127,38619,3,8,6,1,8,2023-02-20,1,0
60,30126,5953,0,5,9,5,2,2023-02-20,3,1
60,30125,31934,3,1,9,3,3,2023-02-20,3,0
60,30124,66247,6,6,2,4,6,2023-02-20,1,1
60,30123,62658,6,2,6,5,7,2023-02-20,3,0
60,30122,94233,9,4,2,3,2,2023-02-19,3,2
60,30121,64432,6,4,4,3,1,2023-02-19,1,1
60,30120,59418,5,9,4,1,7,2023-02-19,2,1
60,30119,99010,9,9,0,0,9,2023-02-19,0,0
60,30118,731,0,0,7,3,0,2023-02-19,2,0
60,30117,27693,2,7,6,9,2,2023-02-18,3,2
60,30116,26605,2,6,6,0,4,2023-02-18,1,1
60,30115,22581,2,2,5,8,0,2023-02-18,3,0
60,30114,6826,0,6,8,2,5,2023-02-18,2,0
60,30113,18964,1,8,9,6,3,2023-02-18,1,0
60,30112,49322,4,9,3,2,1,2023-02-17,2,2
60,30111,57321,5,7,3,2,0,2023-02-17,4,0
60,30110,45040,4,5,0,3,9,2023-02-17,2,1
60,30109,87029,8,7,0,2,8,2023-02-17,2,0
60,30108,40756,4,0,7,5,5,2023-02-17,3,1
60,30107,67778,6,7,7,7,7,2023-02-16,4,0
60,30106,78410,7,8,4,0,9,2023-02-16,1,0
60,30105,52349,5,2,3,4,8,2023-02-16,3,0
60,30104,94505,9,4,5,0,4,2023-02-16,1,1
60,30103,32803,3,2,8,0,2,2023-02-16,3,0
60,30102,99712,9,9,7,1,1,2023-02-15,1,1
60,30101,36102,3,6,1,0,1,2023-02-15,1,1
60,30100,57204,5,7,2,0,3,2023-02-15,4,2
60,30099,87258,8,7,2,5,7,2023-02-15,4,0
60,30098,51999,5,1,9,9,8,2023-02-15,1,0
60,30097,95346,9,5,3,4,5,2023-02-14,3,0
60,30096,32057,3,2,0,5,6,2023-02-14,3,0
60,30095,58881,5,8,8,8,0,2023-02-14,1,0
60,30094,89424,8,9,4,2,3,2023-02-14,2,0
60,30093,92651,9,2,6,5,0,2023-02-14,2,1
