NPRODUCTO,CONCURSO,ID,R1,R2,R3,R4,R5,FECHA,PRIMOS,REPETIDOS
60,20415,8662,0,8,6,6,1,2017-07-07,0,0
60,20414,81508,8,1,5,0,7,2017-07-07,2,0
60,20413,59379,5,9,3,7,8,2017-07-07,3,0
60,20412,95944,9,5,9,4,3,2017-07-06,2,1
60,20411,97459,9,7,4,5,8,2017-07-06,2,0
60,20410,89230,8,9,2,2,9,2017-07-06,2,1
60,20409,84433,8,4,4,3,2,2017-07-06,2,0
60,20408,69370,6,9,3,6,9,2017-07-06,1,0
60,20407,41726,4,1,7,2,5,2017-07-05,3,0
60,20406,19580,1,9,5,7,9,2017-07-05,2,0
60,20405,25058,2,5,0,5,7,2017-07-05,4,0
60,20404,17564,1,7,5,6,3,2017-07-05,3,0
60,20403,53888,5,3,8,8,7,2017-07-05,3,0
60,20402,39120,3,9,1,1,9,2017-07-04,1,1
60,20401,37778,3,7,7,7,7,2017-07-04,5,1
60,20400,49769,4,9,7,6,8,2017-07-04,1,0
60,20399,12115,1,2,1,1,4,2017-07-04,1,1
60,20398,74320,7,4,3,1,9,2017-07-04,2,2
60,20397,77113,7,7,1,1,2,2017-07-03,3,0
60,20396,21956,2,1,9,5,5,2017-07-03,3,1
60,20395,49586,4,9,5,8,5,2017-07-03,2,1
60,20394,50482,5,0,4,8,1,2017-07-03,1,0
60,20393,62276,6,2,2,7,5,2017-07-03,4,0
60,20392,954,0,0,9,5,3,2017-07-02,2,1
60,20391,3712,0,3,7,1,1,2017-07-02,2,1
60,20390,31787,3,1,7,8,6,2017-07-02,2,0
60,20389,78922,7,8,9,2,1,2017-07-02,2,0
60,20388,10894,1,0,8,9,3,2017-07-02,1,2
60,20387,10001,1,0,0,0,0,2017-07-01,0,1
60,20386,88058,8,8,0,5,7,2017-07-01,2,1
60,20385,95878,9,5,8,7,7,2017-07-01,3,1
60,20384,37275,3,7,2,7,4,2017-07-01,4,0
60,20383,93200,9,3,1,9,9,2017-07-01,1,0
60,20382,7688,0,7,6,8,7,2017-06-30,2,0
60,20381,55844,5,5,8,4,3,2017-06-30,3,2
60,20380,80444,8,0,4,4,3,2017-06-30,1,1
60,20379,97486,9,7,4,8,5,2017-06-30,2,1
60,20378,10784,1,0,7,8,3,2017-06-30,2,0
60,20377,74568,7,4,5,6,7,2017-06-29,3,1
60,20376,61298,6,1,2,9,7,2017-06-29,2,0
60,20375,9353,0,9,3,5,2,2017-06-29,3,0
60,20374,61116,6,1,1,1,5,2017-06-29,1,0
60,20373,28050,2,8,0,4,9,2017-06-29,1,1
60,20372,38705,3,8,7,0,4,2017-06-28,2,0
60,20371,65847,6,5,8,4,6,2017-06-28,1,0
60,20370,36326,3,6,3,2,5,2017-06-28,4,0
60,20369,15874,1,5,8,7,3,2017-06-27,3,0
60,20368,37336,3,7,3,3,5,2017-06-27,5,0
60,20367,86211,8,6,2,1,0,2017-06-27,1,0
60,20366,78785,7,8,7,8,4,2017-06-26,2,1
60,20365,9145,0,9,1,4,4,2017-06-26,0,0
60,20364,50716,5,0,7,1,5,2017-06-26,3,1
60,20363,55525,5,5,5,2,4,2017-06-25,4,0
60,20362,68667,6,8,6,6,6,2017-06-25,0,0
60,20361,80136,8,0,1,3,5,2017-06-25,2,0
60,20360,16328,1,6,3,2,7,2017-06-24,3,0
60,20359,8563,0,8,5,6,2,2017-06-24,2,1
60,20358,88020,8,8,0,1,9,2017-06-24,0,0
60,20357,57474,5,7,4,7,3,2017-06-23,4,0
60,20356,24846,2,4,8,4,5,2017-06-23,2,0
60,20355,90199,9,0,1,9,8,2017-06-23,0,0
60,20354,13932,1,3,9,3,1,2017-06-22,2,0
60,20353,48741,4,8,7,4,0,2017-06-22,1,1
60,20352,18112,1,8,1,1,1,2017-06-22,0,0
60,20351,27395,2,7,3,9,4,2017-06-21,3,1
60,20350,62800,6,2,7,9,9,2017-06-21,2,0
60,20349,39414,3,9,4,1,3,2017-06-21,2,1
60,20348,1477,0,1,4,7,6,2017-06-20,1,0
60,20347,68606,6,8,6,0,5,2017-06-20,1,0
60,20346,79871,7,9,8,7,0,2017-06-20,2,0
60,20345,67042,6,7,0,4,1,2017-06-19,1,1
60,20344,45122,4,5,1,2,1,2017-06-19,2,0
60,20343,12708,1,2,7,0,7,2017-06-19,3,1
60,20342,32823,3,2,8,2,2,2017-06-18,4,1
60,20341,10228,1,0,2,2,7,2017-06-18,3,0
60,20340,47379,4,7,3,7,8,2017-06-18,3,1
60,20339,57894,5,7,8,9,3,2017-06-17,3,0
60,20338,66405,6,6,4,0,4,2017-06-17,0,1
60,20337,13325,1,3,3,2,4,2017-06-17,3,0
60,20336,91737,9,1,7,3,6,2017-06-16,2,0
60,20335,89211,8,9,2,1,0,2017-06-16,1,0
60,20334,3038,0,3,0,3,7,2017-06-16,3,1
60,20333,53364,5,3,3,6,3,2017-06-15,4,0
60,20332,10596,1,0,5,9,5,2017-06-15,2,1
60,20331,79216,7,9,2,1,5,2017-06-15,3,0
60,20330,35628,3,5,6,2,7,2017-06-14,4,1
60,20329,94683,9,4,6,8,2,2017-06-14,1,0
60,20328,19396,1,9,3,9,5,2017-06-14,2,1
60,20327,80367,8,0,3,6,6,2017-06-13,1,0
60,20326,45489,4,5,4,8,8,2017-06-13,1,0
60,20325,81942,8,1,9,4,1,2017-06-13,0,2
60,20324,82998,8,2,9,9,7,2017-06-12,2,0
60,20323,30161,3,0,1,6,0,2017-06-12,1,1
60,20322,8188,0,8,1,8,7,2017-06-12,1,0
60,20321,20214,2,0,2,1,3,2017-06-11,3,0
60,20320,81769,8,1,7,6,8,2017-06-11,1,0
60,20319,92607,9,2,6,0,6,2017-06-11,1,0
60,20318,80959,8,0,9,5,8,2017-06-10,1,0
60,20317,51716,5,1,7,1,5,2017-06-10,3,2
60,20316,54319,5,4,3,1,8,2017-06-10,2,2
60,20315,58715,5,8,7,1,4,2017-06-09,2,2
60,20314,57726,5,7,7,2,5,2017-06-09,5,0
60,20313,23905,2,3,9,0,4,2017-06-09,2,1
60,20312,30974,3,0,9,7,3,2017-06-08,3,0
60,20311,19603,1,9,6,0,2,2017-06-08,1,0
60,20310,73944,7,3,9,4,3,2017-06-08,3,0
60,20309,64220,6,4,2,1,9,2017-06-07,1,0
60,20308,77305,7,7,3,0,4,2017-06-07,3,1
60,20307,49835,4,9,8,3,4,2017-06-07,1,0
60,20306,53214,5,3,2,1,3,2017-06-06,4,0
60,20305,19640,1,9,6,3,9,2017-06-06,1,1
60,20304,47666,4,7,6,6,5,2017-06-06,2,1
60,20303,63470,6,3,4,6,9,2017-06-05,1,0
60,20302,99922,9,9,9,2,1,2017-06-05,1,0
60,20301,53890,5,3,8,8,9,2017-06-05,2,1
60,20300,61785,6,1,7,8,4,2017-06-04,1,1
60,20299,51856,5,1,8,5,5,2017-06-04,3,0
60,20298,25738,2,5,7,3,7,2017-06-04,5,1
60,20297,60328,6,0,3,2,7,2017-06-03,3,1
60,20296,17424,1,7,4,2,3,2017-06-03,3,0
60,20295,89386,8,9,3,8,5,2017-06-03,2,0
60,20294,55005,5,5,0,0,4,2017-06-02,2,2
60,20293,85068,8,5,0,6,7,2017-06-02,2,0
60,20292,150,0,0,1,4,9,2017-06-02,0,0
60,20291,25908,2,5,9,0,7,2017-06-01,3,0
60,20290,88061,8,8,0,6,0,2017-06-01,0,0
60,20289,64226,6,4,2,2,5,2017-06-01,3,2
60,20288,34536,3,4,5,3,5,2017-05-31,4,0
60,20287,5449,0,5,4,4,8,2017-05-31,1,1
60,20286,88748,8,8,7,4,7,2017-05-31,2,0
60,20285,29227,2,9,2,2,6,2017-05-30,3,1
60,20284,57137,5,7,1,3,6,2017-05-30,3,2
60,20283,80127,8,0,1,2,6,2017-05-30,1,0
60,20282,51733,5,1,7,3,2,2017-05-29,4,0
60,20281,60282,6,0,2,8,1,2017-05-29,1,0
60,20280,71928,7,1,9,2,7,2017-05-29,3,0
60,20279,13055,1,3,0,5,4,2017-05-28,2,1
60,20278,66358,6,6,3,5,7,2017-05-28,3,0
60,20277,57586,5,7,5,8,5,2017-05-28,4,0
60,20276,95943,9,5,9,4,2,2017-05-27,2,0
60,20275,62440,6,2,4,3,9,2017-05-27,2,1
60,20274,21832,2,1,8,3,1,2017-05-27,2,1
60,20273,22356,2,2,3,5,5,2017-05-26,5,1
60,20272,58453,5,8,4,5,2,2017-05-26,3,1
60,20271,72255,7,2,2,5,4,2017-05-26,4,0
60,20270,83489,8,3,4,8,8,2017-05-25,1,0
60,20269,99578,9,9,5,7,7,2017-05-25,3,0
60,20268,36754,3,6,7,5,3,2017-05-25,4,0
60,20267,65949,6,5,9,4,8,2017-05-24,1,0
60,20266,70735,7,0,7,3,4,2017-05-24,3,1
60,20265,36796,3,6,7,9,5,2017-05-24,3,0
60,20264,69670,6,9,6,6,9,2017-05-23,0,0
60,20263,55321,5,5,3,2,0,2017-05-23,4,0
60,20262,6132,0,6,1,3,1,2017-05-23,1,0
60,20261,95576,9,5,5,7,5,2017-05-22,4,1
60,20260,20073,2,0,0,7,2,2017-05-22,3,0
60,20259,91918,9,1,9,1,7,2017-05-22,1,0
60,20258,18524,1,8,5,2,3,2017-05-21,3,1
60,20257,38378,3,8,3,7,7,2017-05-21,4,1
60,20256,58092,5,8,0,9,1,2017-05-21,1,0
60,20255,42504,4,2,5,0,3,2017-05-20,3,0
60,20254,231,0,0,2,3,0,2017-05-20,2,0
60,20253,13809,1,3,8,0,8,2017-05-20,1,0
60,20252,98366,9,8,3,6,5,2017-05-19,2,0
60,20251,20257,2,0,2,5,6,2017-05-19,3,1
60,20250,29611,2,9,6,1,0,2017-05-19,1,1
60,20249,80491,8,0,4,9,0,2017-05-18,0,1
60,20248,32444,3,2,4,4,3,2017-05-18,3,1
60,20247,81664,8,1,6,6,3,2017-05-18,1,1
60,20246,91497,9,1,4,9,6,2017-05-17,0,1
60,20245,90539,9,0,5,3,8,2017-05-17,2,1
60,20244,66740,6,6,7,3,9,2017-05-17,2,0
60,20243,57846,5,7,8,4,5,2017-05-16,3,0
60,20242,18929,1,8,9,2,8,2017-05-16,1,0
60,20241,27677,2,7,6,7,6,2017-05-16,3,0
60,20240,73025,7,3,0,2,4,2017-05-15,3,2
60,20239,47065,4,7,0,6,4,2017-05-15,1,2
60,20238,37915,3,7,9,1,4,2017-05-15,2,1
60,20237,49625,4,9,6,2,4,2017-05-14,1,0
60,20236,18804,1,8,8,0,3,2017-05-14,1,1
60,20235,48795,4,8,7,9,4,2017-05-14,1,1
60,20234,22786,2,2,7,8,5,2017-05-13,4,2
60,20233,67782,6,7,7,8,1,2017-05-13,2,0
60,20232,15079,1,5,0,7,8,2017-05-13,2,0
60,20231,68885,6,8,8,8,4,2017-05-12,0,0
60,20230,37163,3,7,1,6,2,2017-05-12,3,0
60,20229,49736,4,9,7,3,5,2017-05-12,3,0
60,20228,33222,3,3,2,2,1,2017-05-11,4,0
60,20227,60861,6,0,8,6,0,2017-05-11,0,0
60,20226,99227,9,9,2,2,6,2017-05-11,2,2
60,20225,92947,9,2,9,4,6,2017-05-10,1,0
60,20224,76790,7,6,7,8,9,2017-05-10,2,1
60,20223,36596,3,6,5,9,5,2017-05-10,3,2
60,20222,17591,1,7,5,9,0,2017-05-09,2,0
60,20221,41150,4,1,1,4,9,2017-05-09,0,1
60,20220,72330,7,2,3,2,9,2017-05-09,4,1
60,20219,43377,4,3,3,7,6,2017-05-08,3,0
60,20218,54900,5,4,8,9,9,2017-05-08,1,0
60,20217,30237,3,0,2,3,6,2017-05-08,3,1
60,20216,63807,6,3,8,0,6,2017-05-07,1,2
60,20215,64557,6,4,5,5,6,2017-05-07,2,1
60,20214,66718,6,6,7,1,7,2017-05-07,2,1
60,20213,47608,4,7,6,0,7,2017-05-06,2,0
60,20212,9865,0,9,8,6,4,2017-05-06,0,1
60,20211,35840,3,5,8,3,9,2017-05-06,3,0
60,20210,16629,1,6,6,2,8,2017-05-05,1,1
60,20209,35675,3,5,6,7,4,2017-05-05,3,0
60,20208,90767,9,0,7,6,6,2017-05-05,1,1
60,20207,98172,9,8,1,7,1,2017-05-04,1,1
60,20206,20187,2,0,1,8,6,2017-05-04,1,0
60,20205,99254,9,9,2,5,3,2017-05-04,3,1
60,20204,79462,7,9,4,6,1,2017-05-03,1,2
60,20203,75866,7,5,8,6,5,2017-05-03,3,2
60,20202,95268,9,5,2,6,7,2017-05-03,3,0
60,20201,16782,1,6,7,8,1,2017-05-02,1,0
60,20200,20249,2,0,2,4,8,2017-05-02,2,0
60,20199,38757,3,8,7,5,6,2017-05-02,3,1
60,20198,31564,3,1,5,6,3,2017-05-01,3,1
60,20197,64270,6,4,2,6,9,2017-05-01,1,0
60,20196,16625,1,6,6,2,4,2017-05-01,1,0
60,20195,33350,3,3,3,4,9,2017-04-30,3,1
60,20194,34669,3,4,6,6,8,2017-04-30,1,0
60,20193,45751,4,5,7,5,0,2017-04-30,3,1
60,20192,69260,6,9,2,5,9,2017-04-29,2,0
60,20191,95742,9,5,7,4,1,2017-04-29,2,1
60,20190,11262,1,1,2,6,1,2017-04-29,1,1
60,20189,81001,8,1,0,0,0,2017-04-28,0,0
60,20188,16445,1,6,4,4,4,2017-04-28,0,0
60,20187,2717,0,2,7,1,6,2017-04-28,2,0
60,20186,27491,2,7,4,9,0,2017-04-27,2,1
60,20185,98458,9,8,4,5,7,2017-04-27,2,1
60,20184,88573,8,8,5,7,2,2017-04-27,3,0
60,20183,22056,2,2,0,5,5,2017-04-26,4,0
60,20182,91248,9,1,2,4,7,2017-04-26,2,0
60,20181,67610,6,7,6,0,9,2017-04-26,1,0
60,20180,33154,3,3,1,5,3,2017-04-25,4,0
60,20179,76998,7,6,9,9,7,2017-04-25,2,0
60,20178,40346,4,0,3,4,5,2017-04-25,2,1
60,20177,82,0,0,0,8,1,2017-04-24,0,1
60,20176,83488,8,3,4,8,7,2017-04-24,2,0
60,20175,36132,3,6,1,3,1,2017-04-24,2,0
60,20174,5955,0,5,9,5,4,2017-04-23,2,1
60,20173,34153,3,4,1,5,2,2017-04-23,3,0
60,20172,82087,8,2,0,8,6,2017-04-23,1,1
60,20171,88398,8,8,3,9,7,2017-04-22,2,1
60,20170,18159,1,8,1,5,8,2017-04-22,1,1
60,20169,17543,1,7,5,4,2,2017-04-22,3,0
60,20168,8824,0,8,8,2,3,2017-04-21,2,0
60,20167,61978,6,1,9,7,7,2017-04-21,2,0
60,20166,73386,7,3,3,8,5,2017-04-21,4,1
60,20165,53015,5,3,0,1,4,2017-04-20,2,1
60,20164,12118,1,2,1,1,7,2017-04-20,2,0
60,20163,5539,0,5,5,3,8,2017-04-20,3,1
60,20162,65297,6,5,2,9,6,2017-04-19,2,0
60,20161,30705,3,0,7,0,4,2017-04-19,2,1
60,20160,36870,3,6,8,6,9,2017-04-19,1,0
60,20159,15938,1,5,9,3,7,2017-04-18,3,1
60,20158,35702,3,5,7,0,1,2017-04-18,3,1
60,20157,73192,7,3,1,9,1,2017-04-18,2,0
60,20156,95513,9,5,5,1,2,2017-04-17,3,1
60,20155,59579,5,9,5,7,8,2017-04-17,3,1
60,20154,7459,0,7,4,5,8,2017-04-17,2,0
60,20153,59873,5,9,8,7,2,2017-04-16,3,0
60,20152,23759,2,3,7,5,8,2017-04-16,4,1
60,20151,69469,6,9,4,6,8,2017-04-16,0,0
60,20150,22356,2,2,3,5,5,2017-04-15,5,0
60,20149,17588,1,7,5,8,7,2017-04-15,3,0
60,20148,85440,8,5,4,3,9,2017-04-15,2,2
60,20147,87139,8,7,1,3,8,2017-04-14,2,1
60,20146,88758,8,8,7,5,7,2017-04-14,3,0
60,20145,67207,6,7,2,0,6,2017-04-14,2,0
60,20144,75395,7,5,3,9,4,2017-04-13,3,2
60,20143,76342,7,6,3,4,1,2017-04-13,2,3
60,20142,79346,7,9,3,4,5,2017-04-13,3,0
60,20141,42838,4,2,8,3,7,2017-04-12,3,0
60,20140,58222,5,8,2,2,1,2017-04-12,3,0
60,20139,82370,8,2,3,6,9,2017-04-12,2,0
60,20138,33854,3,3,8,5,3,2017-04-11,4,0
60,20137,97347,9,7,3,4,6,2017-04-11,2,0
60,20136,54563,5,4,5,6,2,2017-04-11,3,0
60,20135,91655,9,1,6,5,4,2017-04-10,1,0
60,20134,26879,2,6,8,7,8,2017-04-10,2,1
60,20133,23004,2,3,0,0,3,2017-04-10,3,2
60,20132,27909,2,7,9,0,8,2017-04-09,2,2
60,20131,17944,1,7,9,4,3,2017-04-09,2,1
60,20130,47705,4,7,7,0,4,2017-04-09,2,0
60,20129,588,0,0,5,8,7,2017-04-08,2,1
60,20128,8666,0,8,6,6,5,2017-04-08,1,1
60,20127,5210,0,5,2,0,9,2017-04-08,2,0
60,20126,76349,7,6,3,4,8,2017-04-07,2,1
60,20125,29459,2,9,4,5,8,2017-04-07,2,2
60,20124,21839,2,1,8,3,8,2017-04-07,2,0
60,20123,47948,4,7,9,4,7,2017-04-06,2,1
60,20122,44864,4,4,8,6,3,2017-04-06,1,0
60,20121,80738,8,0,7,3,7,2017-04-06,3,1
60,20120,20482,2,0,4,8,1,2017-04-05,1,0
60,20119,7508,0,7,5,0,7,2017-04-05,3,0
60,20118,83291,8,3,2,9,0,2017-04-05,2,0
60,20117,20182,2,0,1,8,1,2017-04-04,1,0
60,20116,79640,7,9,6,3,9,2017-04-04,2,0
60,20115,5142,0,5,1,4,1,2017-04-04,1,0
60,20114,31055,3,1,0,5,4,2017-04-03,2,1
60,20113,57558,5,7,5,5,7,2017-04-03,5,2
60,20112,58,0,0,0,5,7,2017-04-03,2,1
60,20111,40939,4,0,9,3,8,2017-04-02,1,0
60,20110,51867,5,1,8,6,6,2017-04-02,1,2
60,20109,52860,5,2,8,5,9,2017-04-02,3,1
60,20108,50588,5,0,5,8,7,2017-04-01,3,0
60,20107,47193,4,7,1,9,2,2017-04-01,2,0
60,20106,28605,2,8,6,0,4,2017-04-01,1,0
60,20105,44279,4,4,2,7,8,2017-03-31,2,0
60,20104,20463,2,0,4,6,2,2017-03-31,2,2
60,20103,70417,7,0,4,1,6,2017-03-31,1,0
60,20102,15553,1,5,5,5,2,2017-03-30,4,0
60,20101,58096,5,8,0,9,5,2017-03-30,2,1
60,20100,48284,4,8,2,8,3,2017-03-30,2,0
60,20099,84427,8,4,4,2,6,2017-03-29,1,0
60,20098,689,0,0,6,8,8,2017-03-29,0,0
60,20097,36843,3,6,8,4,2,2017-03-29,2,0
60,20096,43572,4,3,5,7,1,2017-03-28,3,0
60,20095,77007,7,7,0,0,6,2017-03-28,2,1
60,20094,21887,2,1,8,8,6,2017-03-28,1,0
60,20093,89440,8,9,4,3,9,2017-03-27,1,2
60,20092,88484,8,8,4,8,3,2017-03-27,1,0
60,20091,11558,1,1,5,5,7,2017-03-27,3,0
60,20090,59016,5,9,0,1,5,2017-03-26,2,0
60,20089,7552,0,7,5,5,1,2017-03-26,3,0
60,20088,26005,2,6,0,0,4,2017-03-26,1,0
60,20087,9227,0,9,2,2,6,2017-03-25,2,1
60,20086,89360,8,9,3,5,9,2017-03-25,2,1
60,20085,35957,3,5,9,5,6,2017-03-25,3,0
60,20084,79838,7,9,8,3,7,2017-03-24,3,1
60,20083,22048,2,2,0,4,7,2017-03-24,3,0
60,20082,3581,0,3,5,8,0,2017-03-24,2,0
60,20081,66697,6,6,6,9,6,2017-03-23,0,0
60,20080,53446,5,3,4,4,5,2017-03-23,3,1
60,20079,82048,8,2,0,4,7,2017-03-23,2,1
60,20078,86133,8,6,1,3,2,2017-03-22,2,0
60,20077,34280,3,4,2,7,9,2017-03-22,3,1
60,20076,3610,0,3,6,0,9,2017-03-22,1,0
60,20075,29777,2,9,7,7,6,2017-03-21,3,2
60,20074,44177,4,4,1,7,6,2017-03-21,1,0
60,20073,33951,3,3,9,5,0,2017-03-21,3,0
60,20072,2677,0,2,6,7,6,2017-03-20,2,0
60,20071,87115,8,7,1,1,4,2017-03-20,1,3
60,20070,82315,8,2,3,1,4,2017-03-20,2,0
60,20069,74080,7,4,0,7,9,2017-03-19,2,2
60,20068,59076,5,9,0,7,5,2017-03-19,3,1
60,20067,93366,9,3,3,6,5,2017-03-19,3,0
60,20066,71031,7,1,0,3,0,2017-03-18,2,0
60,20065,33559,3,3,5,5,8,2017-03-18,4,0
60,20064,41635,4,1,6,3,4,2017-03-18,1,0
60,20063,79928,7,9,9,2,7,2017-03-17,3,1
60,20062,69105,6,9,1,0,4,2017-03-17,0,1
60,20061,72265,7,2,2,6,4,2017-03-17,3,0
60,20060,96360,9,6,3,5,9,2017-03-16,2,0
60,20059,67919,6,7,9,1,8,2017-03-16,1,1
60,20058,31259,3,1,2,5,8,2017-03-16,3,1
60,20057,90849,9,0,8,4,8,2017-03-15,0,0
60,20056,42271,4,2,2,7,0,2017-03-15,3,0
60,20055,29710,2,9,7,0,9,2017-03-15,2,0
60,20054,63372,6,3,3,7,1,2017-03-14,3,0
60,20053,77560,7,7,5,5,9,2017-03-14,4,0
60,20052,1238,0,1,2,3,7,2017-03-14,3,1
60,20051,35210,3,5,2,0,9,2017-03-13,3,0
60,20050,93026,9,3,0,2,5,2017-03-13,3,1
60,20049,87033,8,7,0,3,2,2017-03-13,3,1
60,20048,17120,1,7,1,1,9,2017-03-12,1,1
60,20047,64129,6,4,1,2,8,2017-03-12,1,0
60,20046,99915,9,9,9,1,4,2017-03-12,0,0
60,20045,52100,5,2,0,9,9,2017-03-11,2,0
60,20044,85965,8,5,9,6,4,2017-03-11,1,4
60,20043,85465,8,5,4,6,4,2017-03-11,1,1
60,20042,83611,8,3,6,1,0,2017-03-10,1,0
60,20041,54044,5,4,0,4,3,2017-03-10,2,0
60,20040,82755,8,2,7,5,4,2017-03-10,3,1
60,20039,52811,5,2,8,1,0,2017-03-09,2,1
60,20038,22295,2,2,2,9,4,2017-03-09,3,1
60,20037,55991,5,5,9,9,0,2017-03-09,2,1
60,20036,47796,4,7,7,9,5,2017-03-08,3,1
60,20035,80126,8,0,1,2,5,2017-03-08,2,0
60,20034,75869,7,5,8,6,8,2017-03-08,2,0
60,20033,83094,8,3,0,9,3,2017-03-07,2,0
60,20032,51989,5,1,9,8,8,2017-03-07,1,0
60,20031,85767,8,5,7,6,6,2017-03-07,2,1
60,20030,1161,0,1,1,6,0,2017-03-06,0,1
60,20029,89762,8,9,7,6,1,2017-03-06,1,0
60,20028,7615,0,7,6,1,4,2017-03-06,1,0
60,20027,95309,9,5,3,0,8,2017-03-05,2,1
60,20026,78449,7,8,4,4,8,2017-03-05,1,1
60,20025,40544,4,0,5,4,3,2017-03-05,2,0
60,20024,39129,3,9,1,2,8,2017-03-04,2,1
60,20023,87170,8,7,1,6,9,2017-03-04,1,0
60,20022,60583,6,0,5,8,2,2017-03-04,2,1
60,20021,80139,8,0,1,3,8,2017-03-03,1,1
60,20020,37879,3,7,8,7,8,2017-03-03,3,1
60,20019,83271,8,3,2,7,0,2017-03-03,3,0
60,20018,50999,5,0,9,9,8,2017-03-02,1,1
60,20017,17309,1,7,3,0,8,2017-03-02,2,1
60,20016,3386,0,3,3,8,5,2017-03-02,3,0
60,20015,57120,5,7,1,1,9,2017-03-01,2,0
60,20014,74027,7,4,0,2,6,2017-03-01,2,1
60,20013,82917,8,2,9,1,6,2017-03-01,1,2
60,20012,88941,8,8,9,4,0,2017-02-28,0,0
60,20011,16707,1,6,7,0,6,2017-02-28,1,1
60,20010,76511,7,6,5,1,0,2017-02-28,2,0
60,20009,10738,1,0,7,3,7,2017-02-27,3,0
60,20008,87376,8,7,3,7,5,2017-02-27,4,0
60,20007,46229,4,6,2,2,8,2017-02-27,2,1
60,20006,58256,5,8,2,5,5,2017-02-26,4,1
60,20005,2626,0,2,6,2,5,2017-02-26,3,1
60,20004,44021,4,4,0,2,0,2017-02-26,1,0
60,20003,3352,0,3,3,5,1,2017-02-25,3,0
60,20002,20696,2,0,6,9,5,2017-02-25,2,0
60,20001,78238,7,8,2,3,7,2017-02-25,4,0
60,20000,66855,6,6,8,5,4,2017-02-24,1,2
60,19999,87856,8,7,8,5,5,2017-02-24,3,1
60,19998,99496,9,9,4,9,5,2017-02-24,1,1
60,19997,46606,4,6,6,0,5,2017-02-23,1,1
60,19996,48428,4,8,4,2,7,2017-02-23,2,2
60,19995,68463,6,8,4,6,2,2017-02-23,1,0
60,19994,91078,9,1,0,7,7,2017-02-22,2,0
60,19993,82254,8,2,2,5,3,2017-02-22,4,1
60,19992,7155,0,7,1,5,4,2017-02-22,2,1
60,19991,17623,1,7,6,2,2,2017-02-21,3,2
60,19990,47670,4,7,6,6,9,2017-02-21,1,1
60,19989,48886,4,8,8,8,5,2017-02-21,1,0
60,19988,87445,8,7,4,4,4,2017-02-20,1,2
60,19987,44447,4,4,4,4,6,2017-02-20,0,1
60,19986,63007,6,3,0,0,6,2017-02-20,1,1
60,19985,57497,5,7,4,9,6,2017-02-19,2,0
60,19984,83973,8,3,9,7,2,2017-02-19,3,1
60,19983,13337,1,3,3,3,6,2017-02-19,3,0
60,19982,40409,4,0,4,0,8,2017-02-18,0,0
60,19981,81511,8,1,5,1,0,2017-02-18,1,0
60,19980,17902,1,7,9,0,1,2017-02-18,1,1
60,19979,82410,8,2,4,0,9,2017-02-17,1,0
60,19978,54223,5,4,2,2,2,2017-02-17,4,0
60,19977,81638,8,1,6,3,7,2017-02-17,2,1
60,19976,22018,2,2,0,1,7,2017-02-16,3,0
60,19975,78462,7,8,4,6,1,2017-02-16,1,0
60,19974,50077,5,0,0,7,6,2017-02-16,2,1
60,19973,74387,7,4,3,8,6,2017-02-15,2,1
60,19972,93374,9,3,3,7,3,2017-02-15,4,0
60,19971,5906,0,5,9,0,5,2017-02-15,2,0
60,19970,82888,8,2,8,8,7,2017-02-14,2,0
60,19969,30027,3,0,0,2,6,2017-02-14,2,1
60,19968,27677,2,7,6,7,6,2017-02-14,3,0
60,19967,8296,0,8,2,9,5,2017-02-13,2,0
60,19966,15534,1,5,5,3,3,2017-02-13,4,0
60,19965,30686,3,0,6,8,5,2017-02-13,2,0
60,19964,29307,2,9,3,0,6,2017-02-12,2,0
60,19963,98971,9,8,9,7,0,2017-02-12,1,0
60,19962,13724,1,3,7,2,3,2017-02-12,4,0
60,19961,41010,4,1,0,0,9,2017-02-11,0,0
60,19960,66296,6,6,2,9,5,2017-02-11,2,0
60,19959,73865,7,3,8,6,4,2017-02-11,2,1
60,19958,32848,3,2,8,4,7,2017-02-10,3,0
60,19957,40209,4,0,2,0,8,2017-02-10,1,0
60,19956,53894,5,3,8,9,3,2017-02-10,3,0
60,19955,29677,2,9,6,7,6,2017-02-09,2,2
60,19954,47667,4,7,6,6,6,2017-02-09,1,0
60,19953,32075,3,2,0,7,4,2017-02-09,3,0
60,19952,85419,8,5,4,1,8,2017-02-08,1,0
60,19951,76103,7,6,1,0,2,2017-02-08,2,1
60,19950,74429,7,4,4,2,8,2017-02-08,2,0
60,19949,45054,4,5,0,5,3,2017-02-07,3,2
60,19948,47224,4,7,2,2,3,2017-02-07,4,0
60,19947,33795,3,3,7,9,4,2017-02-07,3,1
60,19946,61749,6,1,7,4,8,2017-02-06,1,0
60,19945,27030,2,7,0,2,9,2017-02-06,3,1
60,19944,29654,2,9,6,5,3,2017-02-06,3,0
60,19943,51426,5,1,4,2,5,2017-02-05,3,1
60,19942,79473,7,9,4,7,2,2017-02-05,3,0
60,19941,50864,5,0,8,6,3,2017-02-05,2,0
60,19940,19391,1,9,3,9,0,2017-02-04,1,0
60,19939,98440,9,8,4,3,9,2017-02-04,1,0
60,19938,22307,2,2,3,0,6,2017-02-04,3,0
60,19937,46734,4,6,7,3,3,2017-02-03,3,1
60,19936,96368,9,6,3,6,7,2017-02-03,2,0
60,19935,78559,7,8,5,5,8,2017-02-03,3,1
