DRAW,DRAW_DATE,N1,N2,N3,N4,N5,N6,MULTIPLIER,ESTIMATED_JACKPOT,PRIMES,REPEATED,MEAN
922,2018-12-08,14,32,34,46,61,10,2,1,1,0,37.4
921,2018-12-05,9,11,36,37,38,11,5,1,2,1,26.2
920,2018-12-01,10,11,47,55,58,26,2,1,2,0,36.2
919,2018-11-28,4,19,59,68,69,21,2,1,2,0,43.8
918,2018-11-24,11,33,51,56,58,18,2,1,1,0,41.8
917,2018-11-21,7,14,23,38,55,18,2,1,2,0,27.4
916,2018-11-17,6,8,20,52,68,5,2,1,0,0,30.8
915,2018-11-14,7,42,49,62,69,23,5,1,1,0,45.8
914,2018-11-10,5,29,34,53,57,24,2,1,3,1,35.6
913,2018-11-07,26,28,34,42,50,25,2,1,0,0,36.0
912,2018-11-03,15,21,24,32,65,11,3,1,0,0,31.4
911,2018-10-31,7,25,39,40,47,20,3,1,2,0,31.6
910,2018-10-27,8,12,13,19,27,4,3,1,2,0,15.8
909,2018-10-24,3,21,45,53,56,22,2,1,2,0,35.6
908,2018-10-20,16,54,57,62,69,23,2,1,0,2,51.6
907,2018-10-17,3,57,64,68,69,15,3,1,1,0,52.2
906,2018-10-13,11,14,32,43,65,15,3,1,2,0,33.0
905,2018-10-10,8,23,27,42,60,7,3,1,1,1,32.0
904,2018-10-06,1,22,27,53,67,15,3,1,2,1,34.0
903,2018-10-03,41,53,59,63,66,3,3,1,3,1,56.4
902,2018-09-29,9,17,34,59,64,22,2,1,2,0,36.6
901,2018-09-26,1,2,7,30,50,8,5,1,2,0,18.0
900,2018-09-22,24,61,63,64,69,18,5,1,1,0,56.2
899,2018-09-19,4,39,48,50,51,11,3,1,0,0,38.4
898,2018-09-15,2,18,19,24,34,3,3,1,2,0,19.4
897,2018-09-12,6,28,48,63,64,24,2,1,0,0,41.8
896,2018-09-08,3,13,20,32,33,21,3,1,2,0,20.2
895,2018-09-05,6,15,50,59,60,13,2,1,1,0,38.0
894,2018-09-01,11,54,55,61,66,9,3,1,2,0,49.4
893,2018-08-29,25,41,53,57,67,12,2,1,3,2,48.6
892,2018-08-25,20,25,54,57,63,8,2,1,0,0,43.8
891,2018-08-22,1,7,45,47,69,13,2,1,2,0,33.8
890,2018-08-18,24,34,52,61,67,16,3,1,2,0,47.6
889,2018-08-15,12,15,28,47,48,16,2,1,1,0,30.0
888,2018-08-11,5,43,56,62,68,24,2,1,2,1,46.8
887,2018-08-08,10,21,30,43,63,17,2,1,1,0,33.4
886,2018-08-04,3,11,38,44,58,2,4,1,2,2,30.8
885,2018-08-01,5,22,32,38,58,26,2,1,1,1,31.0
884,2018-07-28,22,27,46,56,65,13,2,1,0,0,43.2
883,2018-07-25,2,18,41,44,64,26,2,1,2,0,33.8
882,2018-07-21,9,23,56,58,68,1,2,1,1,0,42.8
881,2018-07-18,1,10,27,28,36,12,2,1,0,0,20.4
880,2018-07-14,22,41,42,49,67,11,3,1,2,0,44.2
879,2018-07-11,19,21,27,46,47,7,4,1,2,0,32.0
878,2018-07-07,1,10,43,45,64,22,3,1,1,0,32.6
877,2018-07-04,4,7,15,41,44,10,2,1,2,0,22.2
876,2018-06-30,3,9,20,42,61,24,2,1,2,0,27.0
875,2018-06-27,7,28,37,62,63,15,2,1,2,0,39.4
874,2018-06-23,16,29,43,45,56,25,2,1,2,1,37.8
873,2018-06-20,4,14,23,27,56,13,2,1,1,0,24.8
872,2018-06-16,9,45,57,58,65,9,2,1,0,1,46.8
871,2018-06-13,13,20,38,45,55,1,2,1,1,0,34.2
870,2018-06-09,6,10,15,25,36,14,3,1,0,0,18.4
869,2018-06-06,23,28,41,53,56,14,3,1,3,1,40.2
868,2018-06-02,23,25,37,44,64,7,4,1,2,1,38.6
867,2018-05-30,17,23,26,46,68,20,2,1,2,0,36.0
866,2018-05-26,1,21,31,45,49,21,2,1,1,0,29.4
865,2018-05-23,20,54,56,61,64,7,4,1,1,1,51.0
864,2018-05-19,3,6,9,17,56,25,3,1,2,1,18.2
863,2018-05-16,17,19,21,22,51,19,2,1,2,1,26.0
862,2018-05-12,22,42,45,55,56,14,3,1,0,0,44.0
861,2018-05-09,11,16,38,50,69,19,2,1,1,0,36.8
860,2018-05-05,14,29,36,57,61,17,4,1,2,1,39.4
859,2018-05-02,5,14,31,40,50,6,2,1,2,1,28.0
858,2018-04-28,20,22,28,45,50,8,5,1,0,0,33.0
857,2018-04-25,17,18,39,56,64,12,3,1,1,0,38.8
856,2018-04-21,40,50,54,62,69,19,2,1,0,0,55.0
855,2018-04-18,9,10,12,17,23,9,2,1,2,1,14.2
854,2018-04-14,17,19,26,61,62,15,2,1,3,0,37.0
853,2018-04-11,16,18,27,55,67,18,3,1,1,0,36.6
852,2018-04-07,2,17,20,38,39,20,2,1,2,0,23.2
851,2018-04-04,8,24,42,54,64,24,4,1,0,2,38.4
850,2018-03-31,8,24,52,55,61,21,3,1,1,2,40.0
849,2018-03-28,6,8,26,52,53,21,2,1,1,1,29.0
848,2018-03-24,10,33,45,53,56,24,3,1,1,0,39.4
847,2018-03-21,3,4,18,29,61,25,2,1,3,0,23.0
846,2018-03-17,22,57,59,60,66,7,2,1,1,0,52.8
845,2018-03-14,6,12,24,41,68,9,3,1,1,0,30.2
844,2018-03-10,43,44,54,61,69,22,3,1,2,0,54.2
843,2018-03-07,6,13,19,36,51,18,2,1,2,2,25.0
842,2018-03-03,13,17,25,36,40,5,2,1,2,0,26.2
841,2018-02-28,12,30,59,65,69,16,5,1,1,0,47.0
840,2018-02-24,24,25,38,62,63,6,2,1,0,0,42.4
839,2018-02-21,7,15,31,34,36,8,3,1,2,0,24.6
838,2018-02-17,13,26,39,44,62,2,3,1,1,2,36.8
837,2018-02-14,37,39,44,46,69,26,2,1,1,0,47.0
836,2018-02-10,1,13,27,41,59,20,5,1,3,0,28.2
835,2018-02-07,23,34,35,40,47,10,2,1,2,1,35.8
834,2018-02-03,15,23,27,48,53,6,2,1,2,0,33.2
833,2018-01-31,4,7,14,46,59,22,10,1,2,0,26.0
832,2018-01-27,17,21,26,47,54,7,2,1,2,0,33.0
831,2018-01-24,5,9,11,33,64,21,3,1,2,0,24.4
830,2018-01-20,26,28,47,49,58,3,4,1,1,0,41.6
829,2018-01-17,3,33,37,51,57,21,2,1,2,0,36.2
828,2018-01-13,14,25,35,58,69,24,2,1,0,0,40.2
827,2018-01-10,7,24,33,49,50,4,5,1,1,1,32.6
826,2018-01-06,12,61,30,29,33,26,3,1,2,0,33.0
825,2018-01-03,2,18,37,39,42,12,3,1,2,0,27.6
824,2017-12-30,28,36,41,51,58,24,2,1,1,0,42.8
823,2017-12-27,3,9,16,56,60,3,3,1,1,1,28.8
822,2017-12-23,1,3,13,15,44,25,2,1,2,1,15.2
821,2017-12-20,1,20,61,64,69,20,2,1,1,0,43.0
820,2017-12-16,9,35,37,50,63,11,2,1,1,0,38.8
819,2017-12-13,2,24,28,51,58,7,3,1,1,0,32.6
818,2017-12-09,25,36,37,55,60,6,5,1,1,1,42.6
817,2017-12-06,19,20,50,55,62,9,2,1,1,0,41.2
816,2017-12-02,28,30,32,36,58,6,3,1,0,1,36.8
815,2017-11-29,24,26,28,59,63,16,3,1,1,0,40.0
814,2017-11-25,8,13,27,53,54,4,2,1,2,0,31.0
813,2017-11-22,35,37,46,51,61,13,2,1,2,0,46.0
812,2017-11-18,17,28,31,32,39,26,3,1,2,1,29.4
811,2017-11-15,23,32,44,48,50,25,2,1,1,0,39.4
810,2017-11-11,4,6,16,30,56,18,2,1,0,0,22.4
809,2017-11-08,12,14,20,21,34,22,2,1,0,2,20.2
808,2017-11-04,12,14,26,48,51,13,3,1,0,1,30.2
807,2017-11-01,3,6,19,26,44,1,2,1,2,0,19.6
806,2017-10-28,27,35,38,57,66,10,2,1,0,1,44.6
805,2017-10-25,18,22,29,54,57,8,3,1,1,0,36.0
804,2017-10-21,14,41,42,45,69,4,2,1,1,1,42.2
803,2017-10-18,30,49,54,66,69,8,2,1,0,2,53.6
802,2017-10-14,32,37,56,66,69,11,3,1,1,1,52.0
801,2017-10-11,1,3,13,19,69,23,2,1,3,0,21.0
800,2017-10-07,10,49,61,63,65,7,2,1,1,1,49.6
799,2017-10-04,22,23,62,63,66,24,2,1,1,0,47.2
798,2017-09-30,8,12,25,41,64,15,3,1,1,2,30.0
797,2017-09-27,8,10,21,23,25,22,3,1,1,0,17.4
796,2017-09-23,24,45,55,56,57,19,2,1,0,0,47.4
795,2017-09-20,39,48,53,67,68,26,3,1,2,0,55.0
794,2017-09-16,17,18,24,25,31,24,2,1,2,2,23.0
793,2017-09-13,17,24,35,57,63,19,3,1,1,1,39.2
792,2017-09-09,6,20,29,57,59,22,2,1,2,0,34.2
791,2017-09-06,8,14,32,58,67,17,3,1,1,0,35.8
790,2017-09-02,6,21,41,52,62,26,2,1,1,0,36.4
789,2017-08-30,19,28,43,67,69,7,2,1,3,0,45.2
788,2017-08-26,7,15,32,38,66,15,2,1,1,1,31.6
787,2017-08-23,6,7,16,23,26,4,4,1,2,0,15.6
786,2017-08-19,17,19,39,43,68,13,4,1,3,1,37.2
785,2017-08-16,9,15,43,60,64,4,3,1,1,0,38.2
784,2017-08-12,20,24,26,35,49,19,2,1,0,0,30.8
783,2017-08-09,12,30,36,47,62,9,4,1,1,0,37.4
782,2017-08-05,11,21,28,33,45,11,2,1,1,0,27.6
781,2017-08-02,1,16,54,63,69,18,3,1,0,1,40.6
780,2017-07-29,1,28,40,45,48,12,2,1,0,0,32.4
779,2017-07-26,7,19,21,42,69,12,2,1,2,0,31.6
778,2017-07-22,5,32,44,53,60,9,3,1,2,0,38.8
777,2017-07-19,50,51,59,61,63,4,5,1,2,1,56.8
776,2017-07-15,9,40,63,64,66,17,2,1,0,0,48.4
775,2017-07-12,1,2,18,23,61,9,2,1,3,0,21.0
774,2017-07-08,8,10,29,40,59,26,2,1,2,0,29.2
773,2017-07-05,4,9,16,54,68,21,2,1,0,0,30.2
772,2017-07-01,19,42,45,48,53,16,3,1,2,1,41.4
771,2017-06-28,29,37,46,53,68,8,2,1,3,0,46.6
770,2017-06-24,10,22,32,36,58,10,4,1,0,0,31.6
769,2017-06-21,14,46,61,65,68,13,2,1,1,0,50.8
768,2017-06-17,10,13,32,53,62,21,2,1,2,0,34.0
767,2017-06-14,5,22,43,57,63,24,2,1,2,2,38.0
766,2017-06-07,5,21,57,66,69,13,3,1,1,1,43.6
765,2017-06-03,3,9,21,41,54,25,4,1,2,0,25.6
764,2017-05-31,4,33,39,46,60,6,2,1,0,0,36.4
763,2017-05-27,5,10,28,55,67,9,3,1,2,1,33.0
762,2017-05-24,28,32,33,38,62,15,2,1,0,0,38.6
761,2017-05-20,5,22,45,47,54,3,2,1,2,1,34.6
760,2017-05-17,4,11,39,45,48,9,3,1,1,0,29.4
759,2017-05-13,17,20,32,63,68,19,5,1,1,0,40.0
758,2017-05-10,29,31,46,56,62,8,2,1,2,1,44.8
757,2017-05-06,11,21,31,41,59,21,3,1,4,1,32.6
756,2017-05-03,17,18,49,59,66,9,2,1,2,0,41.8
755,2017-04-29,22,23,24,45,62,5,2,1,1,0,35.2
754,2017-04-26,1,15,18,26,51,26,4,1,0,0,22.2
753,2017-04-22,21,39,41,48,63,6,3,1,1,0,42.4
752,2017-04-19,1,19,37,40,52,15,3,1,2,0,29.8
751,2017-04-15,5,22,26,45,61,13,3,1,2,1,31.8
750,2017-04-12,8,14,61,63,68,24,2,1,1,0,42.8
749,2017-04-08,23,36,51,53,60,15,2,1,2,1,44.6
748,2017-04-05,8,20,46,53,54,13,2,1,1,0,36.2
747,2017-04-01,9,32,36,44,65,1,3,1,0,1,37.2
746,2017-03-29,8,15,31,36,62,11,3,1,1,1,30.4
745,2017-03-25,18,31,32,45,48,16,4,1,1,0,34.8
744,2017-03-22,2,9,27,29,42,9,2,1,2,0,21.8
743,2017-03-18,13,25,44,54,67,5,3,1,2,0,40.6
742,2017-03-15,16,30,41,48,53,16,3,1,2,1,37.6
741,2017-03-11,1,26,41,50,57,11,2,1,1,0,35.0
740,2017-03-08,23,33,42,46,59,4,2,1,2,0,40.6
739,2017-03-04,2,18,19,22,63,19,3,1,2,0,24.8
738,2017-03-01,10,16,40,52,55,17,10,1,0,0,34.6
737,2017-02-25,6,32,47,62,65,19,2,1,1,0,42.4
736,2017-02-22,10,13,28,52,61,2,2,1,2,0,32.8
735,2017-02-18,3,7,9,31,33,20,3,1,3,1,16.6
734,2017-02-15,5,28,33,38,42,19,2,1,1,1,29.2
733,2017-02-11,5,9,17,37,64,2,2,1,3,0,26.4
732,2017-02-08,14,20,42,49,66,5,2,1,0,0,38.2
731,2017-02-04,6,13,16,17,52,25,3,1,2,0,20.8
730,2017-02-01,9,43,57,60,64,10,2,1,1,0,46.6
729,2017-01-28,12,20,39,49,69,17,2,1,0,0,37.8
728,2017-01-25,18,28,62,66,68,22,2,1,0,0,48.4
727,2017-01-21,23,25,45,52,67,2,2,1,2,0,42.4
726,2017-01-18,9,40,41,53,58,12,2,1,2,0,40.2
725,2017-01-14,23,55,59,64,69,13,5,1,2,0,54.0
724,2017-01-11,1,3,13,16,43,24,2,1,3,1,15.2
723,2017-01-07,3,12,24,37,63,10,2,1,2,0,27.8
722,2017-01-04,16,17,29,41,42,4,3,1,3,0,29.0
721,2016-12-31,1,3,28,57,67,9,2,1,2,0,31.2
720,2016-12-28,16,23,30,44,58,4,2,1,1,0,34.2
719,2016-12-24,28,38,42,51,52,21,2,1,0,0,42.2
718,2016-12-21,25,33,40,54,68,3,5,1,0,1,44.0
717,2016-12-17,1,8,16,40,48,10,2,1,0,0,22.6
716,2016-12-14,18,26,37,39,66,15,3,1,1,1,37.2
715,2016-12-10,12,21,32,44,66,15,2,1,0,0,35.0
714,2016-12-07,41,48,49,53,64,20,2,1,2,0,51.0
713,2016-12-03,8,10,26,27,33,22,2,1,0,0,20.8
712,2016-11-30,3,14,18,25,45,7,2,1,1,0,21.0
711,2016-11-26,17,19,21,37,44,16,2,1,3,0,27.6
710,2016-11-23,7,32,41,47,61,3,2,1,4,1,37.6
709,2016-11-19,16,24,28,43,61,21,2,1,2,2,34.4
708,2016-11-16,28,41,61,63,65,7,2,1,2,0,51.6
707,2016-11-12,8,17,20,27,52,24,2,1,1,0,24.8
706,2016-11-09,1,25,28,31,54,2,2,1,1,1,27.8
705,2016-11-05,21,31,50,51,69,8,3,1,1,0,44.4
704,2016-11-02,13,18,37,54,61,5,2,1,3,0,36.6
703,2016-10-29,19,20,21,42,48,23,3,1,1,1,30.0
702,2016-10-26,2,3,16,48,56,24,2,1,2,1,25.0
701,2016-10-22,1,28,33,55,56,22,2,1,0,0,34.6
700,2016-10-19,10,16,38,43,63,23,2,1,1,0,34.0
699,2016-10-15,23,49,57,64,67,20,2,1,2,0,52.0
698,2016-10-12,16,30,34,37,44,16,2,1,1,0,32.2
697,2016-10-08,3,54,61,64,68,9,2,1,2,0,50.0
696,2016-10-05,8,18,27,29,60,15,2,1,1,0,28.4
695,2016-10-01,2,12,50,61,64,1,2,1,2,0,37.8
694,2016-09-28,30,38,52,53,62,1,3,1,1,0,47.0
693,2016-09-24,7,15,20,29,41,22,2,1,3,0,22.4
692,2016-09-21,1,28,63,67,69,17,4,1,1,0,45.6
691,2016-09-17,9,19,51,55,62,14,4,1,1,0,39.2
690,2016-09-14,10,11,23,28,31,14,2,1,3,0,20.6
689,2016-09-10,3,17,49,55,68,8,2,1,2,1,38.4
688,2016-09-07,22,23,29,33,55,21,2,1,2,0,32.4
687,2016-09-03,7,39,50,59,67,25,3,1,3,0,44.4
686,2016-08-31,5,10,24,56,61,12,2,1,2,0,31.2
685,2016-08-27,4,32,48,49,63,20,2,1,0,0,39.2
684,2016-08-24,9,11,25,64,65,16,3,1,1,0,34.8
683,2016-08-20,3,6,21,60,68,24,2,1,1,0,31.6
682,2016-08-17,33,44,49,50,52,8,3,1,0,1,45.6
681,2016-08-13,38,44,60,64,69,6,2,1,0,1,55.0
680,2016-08-10,23,56,61,64,67,12,5,1,3,0,54.2
679,2016-08-06,20,33,36,47,52,12,3,1,1,0,37.6
678,2016-08-03,9,11,27,66,67,2,3,1,2,1,36.0
677,2016-07-30,11,17,21,23,32,5,2,1,3,0,20.8
676,2016-07-27,10,47,50,65,68,24,2,1,1,0,48.0
675,2016-07-23,5,7,23,35,39,11,2,1,3,1,21.8
674,2016-07-20,6,25,35,58,66,5,2,1,0,0,38.0
673,2016-07-16,11,17,40,50,62,26,2,1,2,0,36.0
672,2016-07-13,3,15,29,54,57,10,3,1,2,0,31.6
671,2016-07-09,10,28,32,61,64,12,3,1,1,0,39.0
670,2016-07-06,2,24,31,57,66,18,3,1,2,0,36.0
669,2016-07-02,10,34,39,59,63,4,2,1,1,0,41.0
668,2016-06-29,23,29,37,60,64,6,2,1,3,0,42.6
667,2016-06-25,3,27,36,56,69,25,2,1,1,0,38.2
666,2016-06-22,14,40,42,43,52,17,3,1,1,0,38.2
665,2016-06-18,2,23,41,53,63,11,2,1,4,0,36.4
664,2016-06-15,4,22,24,31,33,10,2,1,1,0,22.8
663,2016-06-11,20,27,36,41,58,7,2,1,1,0,36.4
662,2016-06-08,12,25,37,60,69,20,3,1,1,0,40.6
661,2016-06-04,16,20,22,43,64,17,2,1,1,0,33.0
660,2016-06-01,23,30,33,40,69,12,5,1,1,1,39.0
659,2016-05-28,6,33,34,58,59,12,2,1,1,1,38.0
658,2016-05-25,11,24,41,59,64,15,3,1,3,0,39.8
657,2016-05-21,5,7,9,23,32,26,4,1,3,1,15.2
656,2016-05-18,23,25,39,54,67,11,3,1,2,0,41.6
655,2016-05-14,13,27,47,64,65,9,3,1,2,0,43.2
654,2016-05-11,20,32,52,66,69,23,3,1,0,1,47.8
653,2016-05-07,5,25,26,44,66,9,2,1,1,1,33.2
652,2016-05-04,30,47,57,66,69,3,3,1,1,0,53.8
651,2016-04-30,3,12,16,32,34,14,3,1,1,0,19.4
650,2016-04-27,2,25,33,39,64,17,2,1,1,0,32.6
649,2016-04-23,19,35,46,59,62,13,5,1,2,1,44.2
648,2016-04-20,12,25,30,52,62,8,3,1,0,1,36.2
647,2016-04-16,3,18,25,32,51,3,2,1,1,0,25.8
646,2016-04-13,30,33,35,38,64,22,3,1,0,0,40.0
645,2016-04-09,14,22,23,41,61,9,3,1,3,0,32.2
644,2016-04-06,4,28,49,60,65,25,2,1,0,1,41.2
643,2016-04-02,9,28,30,40,61,3,2,1,1,0,33.6
642,2016-03-30,24,44,53,55,63,19,2,1,1,0,47.8
641,2016-03-26,11,23,42,52,68,6,3,1,2,0,39.2
640,2016-03-23,5,8,15,22,49,25,3,1,1,0,19.8
639,2016-03-19,11,23,43,54,60,3,3,1,3,0,38.2
638,2016-03-16,10,12,13,46,50,21,3,1,1,1,26.2
637,2016-03-12,11,28,50,57,62,23,2,1,1,0,41.6
636,2016-03-09,14,23,32,34,68,3,3,1,1,1,34.2
635,2016-03-05,3,27,34,59,69,19,2,1,2,0,38.4
634,2016-03-02,12,13,44,52,62,6,2,1,1,0,36.6
633,2016-02-27,10,11,21,22,53,18,3,1,2,1,23.4
632,2016-02-24,21,31,64,65,67,5,3,1,2,0,49.6
631,2016-02-20,11,12,15,16,54,25,5,1,1,0,21.6
630,2016-02-17,7,17,27,29,40,25,2,1,3,1,24.0
629,2016-02-13,7,15,18,19,36,20,2,1,2,0,19.0
628,2016-02-10,2,3,40,50,62,5,2,1,2,0,31.4
627,2016-02-06,4,13,31,36,52,8,3,1,2,1,27.2
626,2016-02-03,26,28,31,60,67,23,3,1,2,1,42.4
625,2016-01-30,5,12,16,31,43,18,4,1,3,1,21.4
624,2016-01-27,3,12,40,52,67,21,2,1,2,1,34.8
623,2016-01-23,22,32,34,40,69,19,4,1,0,1,39.4
622,2016-01-20,5,39,44,47,69,24,5,1,2,0,40.8
621,2016-01-16,3,51,52,61,64,6,2,1,2,0,46.2
620,2016-01-13,4,8,19,27,34,10,2,1,1,2,18.4
619,2016-01-09,16,19,32,34,57,13,3,1,1,0,31.6
618,2016-01-06,2,11,47,62,63,17,3,1,3,0,37.0
617,2016-01-02,5,6,15,29,42,10,2,1,2,0,19.4
616,2015-12-30,12,36,38,54,61,22,3,1,1,0,40.2
615,2015-12-26,27,40,44,59,65,20,2,1,1,0,47.0
614,2015-12-23,16,38,55,63,67,25,4,1,1,0,47.8
613,2015-12-19,28,30,41,59,68,10,2,1,2,0,45.2
612,2015-12-16,9,10,32,42,55,6,2,1,0,0,29.6
611,2015-12-12,2,14,19,30,62,22,2,1,2,0,25.4
610,2015-12-09,7,10,16,46,56,1,2,1,1,0,27.0
609,2015-12-05,13,27,33,47,68,13,2,1,2,0,37.6
608,2015-12-02,14,18,19,32,64,9,2,1,1,0,29.4
607,2015-11-28,2,6,47,66,67,2,3,1,3,0,37.6
606,2015-11-25,16,29,53,58,69,21,2,1,2,0,45.0
605,2015-11-21,37,47,50,52,57,21,3,1,2,0,48.6
604,2015-11-18,17,40,41,46,69,6,2,1,2,0,42.6
603,2015-11-14,14,22,37,45,66,5,3,1,1,0,36.8
602,2015-11-11,4,26,32,55,64,18,3,1,0,0,36.2
601,2015-11-07,7,16,25,50,53,15,2,1,2,0,30.2
600,2015-11-04,2,12,17,20,65,17,4,1,2,1,23.2
599,2015-10-31,9,20,25,47,68,7,2,1,1,0,33.8
598,2015-10-28,4,54,56,62,63,10,2,1,0,1,47.8
597,2015-10-24,20,31,56,60,64,2,3,1,1,1,46.2
596,2015-10-21,30,32,42,56,57,11,4,1,0,1,43.4
595,2015-10-17,48,49,57,62,69,19,3,1,0,0,57.0
594,2015-10-14,15,20,29,31,40,1,2,1,2,1,27.0
593,2015-10-10,12,27,29,43,68,1,2,1,2,0,35.8
592,2015-10-07,18,30,40,48,52,9,3,1,0,0,37.6
591,2015-10-03,6,26,33,44,46,4,2,1,0,0,31.0
590,2015-09-30,21,39,40,55,59,17,3,1,1,0,42.8
589,2015-09-26,23,31,42,50,57,5,3,1,2,0,40.6
588,2015-09-23,8,29,41,51,58,5,2,1,2,0,37.4
587,2015-09-19,12,17,26,43,48,24,2,1,2,0,29.2
586,2015-09-16,5,7,24,31,39,7,3,1,3,0,21.2
585,2015-09-12,2,3,13,16,35,27,3,1,3,0,13.8
584,2015-09-09,44,45,47,50,51,8,2,1,1,1,47.4
583,2015-09-05,10,16,18,29,45,19,2,1,1,0,23.6
582,2015-09-02,17,22,30,46,56,16,3,1,1,0,34.2
581,2015-08-29,18,21,25,28,29,16,2,1,1,0,24.2
580,2015-08-26,2,22,32,45,56,12,5,1,1,0,31.4
579,2015-08-22,4,12,14,21,55,7,4,1,0,0,21.2
578,2015-08-19,6,8,43,48,50,7,2,1,1,0,31.0
577,2015-08-15,3,13,17,42,52,24,4,1,3,2,25.4
576,2015-08-12,8,13,29,38,52,28,2,1,2,1,28.0
575,2015-08-08,9,34,48,52,54,15,4,1,0,1,39.4
574,2015-08-05,9,11,14,16,42,19,2,1,1,0,18.4
573,2015-08-01,7,13,24,49,57,15,3,1,2,0,30.0
572,2015-07-29,4,22,27,28,52,35,3,1,0,1,26.6
571,2015-07-25,27,29,34,41,44,2,3,1,2,1,35.0
570,2015-07-22,12,31,43,44,57,11,2,1,2,0,37.4
569,2015-07-18,6,37,39,45,55,33,3,1,1,1,36.4
568,2015-07-15,13,16,34,45,50,11,2,1,1,0,31.6
567,2015-07-11,11,39,46,52,54,3,2,1,1,0,40.4
566,2015-07-08,4,15,25,27,30,18,3,1,0,0,20.2
565,2015-07-04,3,6,14,18,24,21,3,1,1,1,13.0
564,2015-07-01,7,24,26,31,41,25,2,1,3,0,25.8
563,2015-06-27,18,28,35,46,49,27,5,1,0,0,35.2
562,2015-06-24,3,5,10,22,32,7,4,1,2,1,14.4
561,2015-06-20,9,10,16,20,57,15,2,1,0,1,22.4
560,2015-06-17,20,21,22,41,54,7,3,1,1,2,31.6
559,2015-06-13,29,41,48,52,54,29,2,1,2,1,44.8
558,2015-06-10,31,32,48,49,53,25,2,1,2,0,42.6
557,2015-06-06,8,13,18,27,43,15,4,1,2,2,21.8
556,2015-06-03,6,8,13,37,40,11,2,1,2,1,20.8
555,2015-05-30,8,9,25,56,57,22,2,1,0,1,31.0
554,2015-05-27,8,15,34,53,59,23,2,1,2,1,33.8
553,2015-05-23,9,15,17,31,43,16,4,1,3,0,23.0
552,2015-05-20,1,12,28,35,44,25,3,1,0,0,24.0
551,2015-05-16,24,29,38,48,52,32,2,1,1,1,38.2
550,2015-05-13,1,25,29,31,47,7,3,1,3,0,26.6
549,2015-05-09,4,15,17,35,58,17,3,1,1,0,25.8
548,2015-05-06,23,24,27,39,41,30,5,1,2,0,30.8
547,2015-05-02,2,6,11,30,31,33,3,1,3,0,16.0
546,2015-04-29,1,26,34,38,51,6,3,1,0,1,30.0
545,2015-04-25,21,33,35,38,45,12,2,1,0,0,34.4
544,2015-04-22,10,14,25,39,53,18,2,1,1,0,28.2
543,2015-04-18,13,22,23,29,31,17,3,1,4,1,23.6
542,2015-04-15,1,16,21,29,40,30,3,1,1,1,21.4
541,2015-04-11,1,12,32,42,58,12,2,1,0,2,29.0
540,2015-04-08,1,19,45,46,58,29,2,1,1,0,33.8
539,2015-04-04,33,39,40,41,54,28,3,1,1,2,41.4
538,2015-04-01,2,30,33,39,44,1,3,1,1,1,29.6
537,2015-03-28,2,4,6,12,38,17,3,1,1,0,12.4
536,2015-03-25,7,19,23,50,54,14,2,1,3,0,30.6
535,2015-03-21,11,16,30,38,42,7,4,1,1,1,27.4
534,2015-03-18,14,25,30,33,47,8,2,1,1,2,29.8
533,2015-03-14,8,14,39,46,47,18,2,1,1,0,30.8
532,2015-03-11,11,24,31,40,44,27,2,1,2,0,30.0
531,2015-03-07,34,36,38,42,50,33,4,1,0,1,40.0
530,2015-03-04,8,12,15,35,50,32,2,1,0,0,24.0
529,2015-02-28,11,17,25,28,46,12,2,1,2,1,25.4
528,2015-02-25,17,19,21,32,39,8,3,1,2,0,25.6
527,2015-02-21,10,14,18,34,51,26,2,1,0,0,25.4
526,2015-02-18,1,9,29,32,49,22,2,1,1,1,24.0
525,2015-02-14,1,24,44,45,51,28,2,1,0,0,33.0
524,2015-02-11,11,13,25,39,54,19,3,1,2,0,28.4
523,2015-02-07,5,10,21,34,58,33,5,1,1,0,25.6
522,2015-02-04,24,36,51,52,56,22,2,1,0,0,43.8
521,2015-01-31,5,11,16,26,50,34,2,1,2,0,21.6
520,2015-01-28,12,24,35,36,49,1,5,1,0,0,31.2
519,2015-01-24,16,19,20,29,33,10,2,1,2,0,23.4
518,2015-01-21,11,12,15,28,57,23,4,1,1,1,24.6
517,2015-01-17,15,16,23,27,36,9,2,1,1,0,23.4
516,2015-01-14,2,4,10,41,53,22,5,1,3,1,22.0
515,2015-01-10,2,9,19,28,29,19,5,1,3,0,17.4
514,2015-01-07,14,15,47,49,59,10,2,1,2,0,36.8
513,2015-01-03,4,18,43,46,55,25,3,1,1,0,33.2
512,2014-12-31,17,27,37,40,53,35,2,1,3,0,34.8
511,2014-12-27,7,10,11,14,36,15,2,1,2,1,15.6
510,2014-12-24,11,12,46,47,50,22,4,1,2,0,33.2
509,2014-12-20,14,15,19,31,56,5,5,1,2,1,27.0
508,2014-12-17,22,31,38,47,48,15,3,1,2,0,37.2
507,2014-12-13,5,13,28,43,55,33,3,1,3,1,28.8
506,2014-12-10,34,44,48,54,55,10,2,1,0,0,47.0
505,2014-12-06,12,15,22,43,49,14,2,1,1,0,28.2
504,2014-12-03,25,30,32,46,54,26,3,1,0,1,37.4
503,2014-11-29,13,24,30,42,48,27,2,1,1,0,31.4
502,2014-11-26,16,17,22,46,54,35,5,1,1,1,31.0
501,2014-11-22,23,49,53,54,57,35,2,1,2,0,47.2
