CONCURSO,R1,R2,R3,R4,R5,FECHA
18500,8,2,1,0,2,2015-10-13
18499,8,9,4,8,3,2015-10-13
18498,2,8,3,3,5,2015-10-13
18497,5,8,8,0,8,2015-10-12
18496,5,6,3,4,6,2015-10-12
18495,7,7,3,1,0,2015-10-12
18494,1,9,7,0,8,2015-10-11
18493,8,3,7,4,9,2015-10-11
18492,4,4,5,2,1,2015-10-11
18491,4,3,0,0,0,2015-10-10
18490,2,2,6,3,6,2015-10-10
18489,0,0,5,8,7,2015-10-10
18488,1,1,1,9,6,2015-10-09
18487,1,3,4,7,8,2015-10-09
18486,8,3,9,9,5,2015-10-09
18485,5,3,6,7,5,2015-10-08
18484,2,4,4,9,8,2015-10-08
18483,9,1,4,5,7,2015-10-08
18482,1,1,7,5,2,2015-10-07
18481,8,7,3,5,9,2015-10-07
18480,2,0,5,4,5,2015-10-07
18479,7,3,1,7,9,2015-10-06
18478,2,2,8,8,8,2015-10-06
18477,6,8,9,0,6,2015-10-06
18476,5,2,9,8,2,2015-10-05
18475,0,5,8,2,1,2015-10-05
18474,9,7,7,2,1,2015-10-05
18473,3,4,1,8,8,2015-10-04
18472,2,6,9,5,7,2015-10-04
18471,6,7,2,0,0,2015-10-04
18470,4,6,8,1,5,2015-10-03
18469,8,1,9,9,5,2015-10-03
18468,9,1,0,7,8,2015-10-03
18467,6,2,5,9,7,2015-10-02
18466,2,2,4,8,8,2015-10-02
18465,3,8,4,5,2,2015-10-02
18464,4,9,0,5,4,2015-10-01
18463,1,1,0,2,9,2015-10-01
18462,3,2,6,9,8,2015-10-01
18461,8,5,4,1,7,2015-09-30
18460,4,7,9,7,2,2015-09-30
18459,7,3,9,3,5,2015-09-30
18458,0,2,4,3,5,2015-09-29
18457,0,0,9,7,3,2015-09-29
18456,5,2,6,2,1,2015-09-29
18455,7,3,6,3,2,2015-09-28
18454,8,3,6,7,0,2015-09-28
18453,2,2,3,2,9,2015-09-28
18452,7,2,2,2,5,2015-09-27
18451,4,4,7,8,6,2015-09-27
18450,8,8,5,7,1,2015-09-27
18449,3,7,1,7,1,2015-09-26
18448,1,8,3,6,1,2015-09-26
18447,2,1,1,8,2,2015-09-26
18446,1,8,6,0,6,2015-09-25
18445,0,6,8,9,3,2015-09-25
18444,6,3,4,8,5,2015-09-25
18443,4,8,7,5,1,2015-09-24
18442,4,4,2,8,8,2015-09-24
18441,9,9,2,9,8,2015-09-24
18440,3,7,5,9,7,2015-09-23
18439,4,9,8,0,2,2015-09-23
18438,8,1,5,2,2,2015-09-23
18437,1,2,1,8,8,2015-09-22
18436,8,0,2,7,1,2015-09-22
18435,5,0,0,1,3,2015-09-22
18434,7,9,7,5,7,2015-09-21
18433,4,2,9,8,6,2015-09-21
18432,5,2,2,5,9,2015-09-21
18431,5,4,7,7,4,2015-09-20
18430,4,0,2,8,9,2015-09-20
18429,1,0,2,3,7,2015-09-20
18428,2,0,2,4,5,2015-09-19
18427,4,5,6,5,9,2015-09-19
18426,8,9,5,1,3,2015-09-19
18425,0,8,6,7,4,2015-09-18
18424,5,0,2,0,6,2015-09-18
18423,5,7,4,3,5,2015-09-18
18422,3,4,4,1,0,2015-09-17
18421,3,6,4,5,1,2015-09-17
18420,5,5,8,1,6,2015-09-17
18419,2,5,3,2,8,2015-09-16
18418,2,9,6,7,5,2015-09-16
18417,8,7,8,9,6,2015-09-16
18416,8,1,1,8,0,2015-09-15
18415,3,2,0,6,9,2015-09-15
18414,3,3,1,5,4,2015-09-15
18413,2,9,0,3,3,2015-09-14
18412,6,4,0,8,5,2015-09-14
18411,1,1,6,8,1,2015-09-14
18410,6,3,5,0,0,2015-09-13
18409,6,0,2,9,1,2015-09-13
18408,0,9,1,7,5,2015-09-13
18407,6,5,8,2,8,2015-09-12
18406,5,7,2,5,1,2015-09-12
18405,4,9,8,0,4,2015-09-12
18404,2,0,5,0,9,2015-09-11
18403,8,8,5,2,2,2015-09-11
18402,6,5,9,8,7,2015-09-11
18401,1,6,1,2,1,2015-09-10
18400,0,4,9,3,4,2015-09-10
18399,6,5,1,2,2,2015-09-10
18398,4,6,7,5,9,2015-09-09
18397,1,5,9,1,7,2015-09-09
18396,8,6,1,6,4,2015-09-09
18395,7,1,2,8,7,2015-09-08
18394,3,1,7,4,4,2015-09-08
18393,0,5,8,0,8,2015-09-08
18392,1,5,8,2,7,2015-09-07
18391,8,9,5,4,3,2015-09-07
18390,6,8,4,5,8,2015-09-07
18389,0,1,8,5,0,2015-09-06
18388,7,9,2,1,3,2015-09-06
18387,7,0,8,8,2,2015-09-06
18386,6,4,9,5,0,2015-09-05
18385,2,3,7,8,9,2015-09-05
18384,9,8,4,7,2,2015-09-05
18383,3,5,9,6,2,2015-09-04
18382,7,7,9,3,3,2015-09-04
18381,9,2,2,3,4,2015-09-04
18380,7,7,4,8,6,2015-09-03
18379,6,1,6,7,6,2015-09-03
18378,7,3,9,6,4,2015-09-03
18377,9,8,6,2,6,2015-09-02
18376,7,4,6,7,1,2015-09-02
18375,6,3,2,8,1,2015-09-02
18374,9,5,8,5,7,2015-09-01
18373,0,0,4,0,2,2015-09-01
18372,9,7,3,8,2,2015-09-01
18371,9,1,5,3,1,2015-08-31
18370,7,3,1,8,7,2015-08-31
18369,8,2,5,8,2,2015-08-31
18368,2,9,1,2,6,2015-08-30
18367,4,4,7,6,2,2015-08-30
18366,6,6,7,6,8,2015-08-30
18365,9,7,0,5,3,2015-08-29
18364,3,9,2,7,6,2015-08-29
18363,2,8,5,4,8,2015-08-29
18362,6,5,8,4,5,2015-08-28
18361,9,1,0,2,6,2015-08-28
18360,6,6,0,4,0,2015-08-28
18359,5,5,5,4,5,2015-08-27
18358,4,7,3,0,3,2015-08-27
18357,0,2,6,2,6,2015-08-27
18356,0,6,2,7,2,2015-08-26
18355,1,2,1,2,6,2015-08-26
18354,7,6,2,9,2,2015-08-26
18353,5,0,1,6,0,2015-08-25
18352,9,5,4,2,0,2015-08-25
18351,0,6,4,7,5,2015-08-25
18350,0,2,7,8,4,2015-08-24
18349,2,3,9,8,9,2015-08-24
18348,8,1,4,1,6,2015-08-24
18347,6,6,0,8,4,2015-08-23
18346,8,6,3,0,7,2015-08-23
18345,2,7,6,8,0,2015-08-23
18344,1,6,4,8,9,2015-08-22
18343,5,3,2,8,7,2015-08-22
18342,3,7,3,8,6,2015-08-22
18341,6,4,4,3,6,2015-08-21
18340,5,1,9,5,8,2015-08-21
18339,9,8,2,9,2,2015-08-21
18338,6,4,5,2,6,2015-08-20
18337,8,5,4,4,6,2015-08-20
18336,4,5,7,8,3,2015-08-20
18335,8,0,8,0,1,2015-08-19
18334,2,4,4,9,9,2015-08-19
18333,2,3,5,7,4,2015-08-19
18332,9,9,6,7,0,2015-08-18
18331,3,6,5,2,7,2015-08-18
18330,1,2,1,1,9,2015-08-18
18329,0,4,9,1,0,2015-08-17
18328,4,6,9,9,6,2015-08-17
18327,1,3,4,7,0,2015-08-17
18326,7,8,4,7,5,2015-08-16
18325,5,5,4,7,2,2015-08-16
18324,4,6,2,1,5,2015-08-16
18323,1,9,0,2,8,2015-08-15
18322,3,8,3,6,9,2015-08-15
18321,9,3,8,4,7,2015-08-15
18320,6,1,8,9,8,2015-08-14
18319,5,4,1,8,3,2015-08-14
18318,6,5,6,9,4,2015-08-14
18317,9,8,8,0,7,2015-08-13
18316,9,5,0,8,1,2015-08-13
18315,6,8,9,0,2,2015-08-13
18314,3,7,1,3,9,2015-08-12
18313,9,9,4,6,0,2015-08-12
18312,8,5,8,5,3,2015-08-12
18311,2,2,9,3,9,2015-08-11
18310,7,3,7,2,3,2015-08-11
18309,7,7,5,0,9,2015-08-11
18308,6,1,5,0,8,2015-08-10
18307,5,8,2,6,1,2015-08-10
18306,6,6,4,4,9,2015-08-10
18305,6,3,8,4,4,2015-08-09
18304,9,1,2,4,8,2015-08-09
18303,1,0,1,3,5,2015-08-09
18302,3,3,7,4,6,2015-08-08
18301,8,0,1,1,2,2015-08-08
18300,6,4,7,0,2,2015-08-08
18299,9,9,8,6,7,2015-08-07
18298,2,4,6,2,2,2015-08-07
18297,5,3,9,1,0,2015-08-07
18296,7,1,5,0,2,2015-08-06
18295,6,4,1,3,7,2015-08-06
18294,1,2,1,5,0,2015-08-06
18293,0,7,4,1,8,2015-08-05
18292,5,1,4,8,0,2015-08-05
18291,4,9,8,3,7,2015-08-05
18290,7,9,8,6,9,2015-08-04
18289,0,5,8,3,8,2015-08-04
18288,3,5,5,0,2,2015-08-04
18287,2,3,0,2,1,2015-08-03
18286,3,1,7,5,1,2015-08-03
18285,8,6,8,5,9,2015-08-03
18284,9,6,2,5,1,2015-08-02
18283,4,1,8,7,0,2015-08-02
18282,6,4,5,5,5,2015-08-02
18281,5,0,7,3,3,2015-08-01
18280,7,0,8,3,5,2015-08-01
18279,8,2,2,4,0,2015-08-01
18278,5,7,5,8,6,2015-07-31
18277,7,0,5,7,1,2015-07-31
18276,6,2,4,4,9,2015-07-31
18275,0,6,4,7,9,2015-07-30
18274,7,9,6,6,5,2015-07-30
18273,6,1,8,1,3,2015-07-30
18272,0,4,4,2,9,2015-07-29
18271,7,7,3,8,6,2015-07-29
18270,2,9,4,2,6,2015-07-29
18269,0,5,2,2,5,2015-07-28
18268,9,6,0,1,0,2015-07-28
18267,6,0,6,0,9,2015-07-28
18266,3,6,1,0,9,2015-07-27
18265,4,5,2,4,8,2015-07-27
18264,2,5,1,9,3,2015-07-27
18263,6,8,0,8,5,2015-07-26
18262,7,6,6,9,0,2015-07-26
18261,4,8,7,5,7,2015-07-26
18260,3,0,4,1,5,2015-07-25
18259,1,6,1,5,0,2015-07-25
18258,1,6,2,0,5,2015-07-25
18257,1,0,5,3,4,2015-07-24
18256,0,3,7,6,7,2015-07-24
18255,0,0,5,6,6,2015-07-24
18254,8,6,1,1,2,2015-07-23
18253,3,8,2,6,7,2015-07-23
18252,5,6,3,6,5,2015-07-23
18251,3,1,8,1,9,2015-07-22
18250,4,3,9,4,1,2015-07-22
18249,0,8,2,0,8,2015-07-22
18248,1,2,9,3,3,2015-07-21
18247,9,1,5,4,9,2015-07-21
18246,8,4,5,9,0,2015-07-21
18245,7,4,3,0,2,2015-07-20
18244,2,7,9,4,4,2015-07-20
18243,6,7,1,0,4,2015-07-20
18242,0,1,5,5,7,2015-07-19
18241,4,5,7,4,9,2015-07-19
18240,7,1,5,0,4,2015-07-19
18239,7,0,6,5,7,2015-07-18
18238,0,2,1,6,9,2015-07-18
18237,5,6,5,6,3,2015-07-18
18236,9,0,8,6,1,2015-07-17
18235,2,0,6,0,8,2015-07-17
18234,8,8,7,4,1,2015-07-17
18233,1,3,9,7,1,2015-07-16
18232,4,4,1,8,8,2015-07-16
18231,5,2,0,6,0,2015-07-16
18230,0,1,3,1,4,2015-07-15
18229,6,7,0,6,5,2015-07-15
18228,2,1,1,0,5,2015-07-15
18227,5,1,9,0,5,2015-07-14
18226,7,3,8,7,9,2015-07-14
18225,6,8,1,4,6,2015-07-14
18224,5,8,5,9,2,2015-07-13
18223,0,5,9,8,5,2015-07-13
18222,3,6,8,4,9,2015-07-13
18221,0,9,8,8,5,2015-07-12
18220,1,4,0,4,3,2015-07-12
18219,5,1,2,8,1,2015-07-12
18218,3,6,8,4,2,2015-07-11
18217,4,2,1,2,0,2015-07-11
18216,9,8,4,9,6,2015-07-11
18215,7,8,4,7,2,2015-07-10
18214,8,2,0,7,0,2015-07-10
18213,7,5,8,7,6,2015-07-10
18212,2,7,0,0,7,2015-07-09
18211,2,9,7,0,1,2015-07-09
18210,3,7,4,5,3,2015-07-09
18209,6,5,1,5,2,2015-07-08
18208,2,4,9,9,4,2015-07-08
18207,9,8,6,0,0,2015-07-08
18206,0,9,5,3,1,2015-07-07
18205,2,0,0,2,8,2015-07-07
18204,7,6,5,5,7,2015-07-07
18203,8,8,8,8,3,2015-07-06
18202,6,9,0,4,6,2015-07-06
18201,4,9,9,7,1,2015-07-06
18200,6,0,5,4,8,2015-07-05
18199,7,7,2,4,9,2015-07-05
18198,5,9,1,0,9,2015-07-05
18197,2,3,1,5,7,2015-07-04
18196,8,9,9,9,0,2015-07-04
18195,3,4,5,6,6,2015-07-04
18194,8,4,4,8,8,2015-07-03
18193,4,9,2,5,0,2015-07-03
18192,6,9,7,6,6,2015-07-03
18191,0,2,7,0,1,2015-07-02
18190,7,4,4,6,8,2015-07-02
18189,8,1,6,4,7,2015-07-02
18188,5,4,8,3,3,2015-07-01
18187,7,0,6,2,7,2015-07-01
18186,1,7,7,5,1,2015-07-01
18185,7,9,6,6,0,2015-06-30
18184,3,6,1,6,9,2015-06-30
18183,3,3,0,5,6,2015-06-30
18182,9,9,6,7,5,2015-06-29
18181,0,1,6,1,7,2015-06-29
18180,6,4,6,8,6,2015-06-29
18179,0,1,1,6,2,2015-06-28
18178,5,4,8,1,4,2015-06-28
18177,1,8,1,8,6,2015-06-28
18176,8,1,5,1,7,2015-06-27
18175,3,2,7,0,9,2015-06-27
18174,6,1,8,7,8,2015-06-27
18173,1,7,6,1,6,2015-06-26
18172,5,2,3,9,2,2015-06-26
18171,2,6,2,3,1,2015-06-26
18170,2,6,5,0,9,2015-06-25
18169,5,9,7,1,8,2015-06-25
18168,3,3,5,6,5,2015-06-25
18167,4,7,6,0,2,2015-06-24
18166,6,5,3,2,8,2015-06-24
18165,3,3,9,5,6,2015-06-24
18164,7,1,5,6,0,2015-06-23
18163,6,4,4,4,5,2015-06-23
18162,7,4,5,0,3,2015-06-23
18161,9,2,2,7,8,2015-06-22
18160,5,9,1,6,3,2015-06-22
18159,9,4,3,3,0,2015-06-22
18158,9,8,2,6,1,2015-06-21
18157,1,2,8,9,2,2015-06-21
18156,3,1,3,8,2,2015-06-21
18155,8,8,7,0,4,2015-06-20
18154,1,1,8,4,7,2015-06-20
18153,6,6,4,2,5,2015-06-20
18152,2,7,8,3,0,2015-06-19
18151,5,5,3,0,6,2015-06-19
18150,0,7,2,8,7,2015-06-19
18149,9,5,2,4,7,2015-06-18
18148,7,2,7,1,6,2015-06-18
18147,3,0,8,2,3,2015-06-18
18146,3,3,5,2,2,2015-06-17
18145,2,5,0,8,4,2015-06-17
18144,3,5,6,8,0,2015-06-17
18143,3,6,7,6,8,2015-06-16
18142,2,2,7,9,8,2015-06-16
18141,8,7,8,3,4,2015-06-16
18140,2,1,0,5,9,2015-06-15
18139,2,8,7,4,4,2015-06-15
18138,0,0,5,0,6,2015-06-15
18137,3,5,1,7,8,2015-06-14
18136,4,3,6,3,5,2015-06-14
18135,8,6,8,9,0,2015-06-14
18134,3,4,2,9,2,2015-06-13
18133,6,4,7,9,2,2015-06-13
18132,0,9,6,2,6,2015-06-13
18131,1,3,4,9,2,2015-06-12
18130,4,0,2,3,8,2015-06-12
18129,5,5,9,9,1,2015-06-12
18128,7,6,6,9,0,2015-06-11
18127,8,2,1,8,8,2015-06-11
18126,8,0,0,9,7,2015-06-11
18125,7,5,4,3,8,2015-06-10
18124,1,0,5,2,1,2015-06-10
18123,5,1,1,3,6,2015-06-10
18122,9,3,0,6,4,2015-06-09
18121,0,8,6,4,5,2015-06-09
18120,5,4,4,8,3,2015-06-09
18119,0,1,2,5,2,2015-06-08
18118,3,1,4,6,2,2015-06-08
18117,1,5,6,7,0,2015-06-08
18116,9,3,3,4,4,2015-06-07
18115,1,3,1,3,1,2015-06-07
18114,4,0,9,1,9,2015-06-07
18113,4,6,5,5,9,2015-06-06
18112,0,0,3,0,6,2015-06-06
18111,2,9,4,6,6,2015-06-06
18110,8,2,6,2,8,2015-06-05
18109,2,6,6,4,7,2015-06-05
18108,0,4,6,5,2,2015-06-05
18107,3,7,8,7,0,2015-06-04
18106,0,6,9,9,7,2015-06-04
18105,5,9,0,0,4,2015-06-04
18104,7,5,0,0,6,2015-06-03
18103,8,8,4,2,6,2015-06-03
18102,3,7,9,5,6,2015-06-03
18101,5,5,9,0,1,2015-06-02
18100,1,0,7,6,4,2015-06-02
18099,8,8,7,5,7,2015-06-02
18098,4,2,0,7,6,2015-06-01
18097,3,2,8,0,3,2015-06-01
18096,0,6,2,4,4,2015-06-01
18095,4,1,1,5,9,2015-05-31
18094,3,0,3,5,5,2015-05-31
18093,2,8,4,6,4,2015-05-31
18092,7,5,4,1,1,2015-05-30
18091,1,7,4,2,2,2015-05-30
18090,0,4,1,5,3,2015-05-30
18089,1,9,6,9,1,2015-05-29
18088,2,9,2,7,6,2015-05-29
18087,5,0,6,6,7,2015-05-29
18086,4,4,5,1,7,2015-05-28
18085,6,8,2,5,3,2015-05-28
18084,3,4,5,3,7,2015-05-28
18083,6,6,2,7,0,2015-05-27
18082,0,7,8,4,5,2015-05-27
18081,7,1,9,2,9,2015-05-27
18080,4,3,9,7,6,2015-05-26
18079,0,6,3,8,8,2015-05-26
18078,4,6,4,0,0,2015-05-26
18077,0,3,8,0,5,2015-05-25
18076,2,0,9,3,6,2015-05-25
18075,9,9,6,5,5,2015-05-25
18074,1,1,0,7,5,2015-05-24
18073,4,3,4,5,6,2015-05-24
18072,2,8,2,2,1,2015-05-24
18071,8,4,6,5,8,2015-05-23
18070,1,0,7,3,6,2015-05-23
18069,1,1,8,9,2,2015-05-23
18068,7,7,8,1,3,2015-05-22
18067,9,5,9,9,0,2015-05-22
18066,2,4,2,6,0,2015-05-22
18065,5,8,6,9,9,2015-05-21
18064,3,1,1,9,7,2015-05-21
18063,6,2,8,7,4,2015-05-21
18062,5,8,6,4,1,2015-05-20
18061,2,8,3,7,4,2015-05-20
18060,9,3,1,9,0,2015-05-20
18059,2,2,9,2,8,2015-05-19
18058,8,4,9,6,3,2015-05-19
18057,3,8,8,5,9,2015-05-19
18056,1,0,6,2,1,2015-05-18
18055,8,9,1,1,9,2015-05-18
18054,9,1,5,2,5,2015-05-18
18053,1,7,6,1,7,2015-05-17
18052,2,8,0,2,8,2015-05-17
18051,3,6,2,0,1,2015-05-17
18050,0,2,2,8,4,2015-05-16
18049,8,9,2,3,6,2015-05-16
18048,2,9,4,2,9,2015-05-16
18047,0,5,6,0,1,2015-05-15
18046,5,1,0,6,4,2015-05-15
18045,0,9,0,9,3,2015-05-15
18044,9,7,5,1,3,2015-05-14
18043,5,0,4,2,6,2015-05-14
18042,7,3,5,2,1,2015-05-14
18041,1,7,0,6,8,2015-05-13
18040,3,1,2,3,1,2015-05-13
18039,0,5,4,8,8,2015-05-13
18038,2,2,6,0,6,2015-05-12
18037,9,2,3,0,1,2015-05-12
18036,0,9,7,4,5,2015-05-12
18035,1,7,1,3,4,2015-05-11
18034,8,1,0,9,7,2015-05-11
18033,9,5,3,9,2,2015-05-11
18032,8,2,3,3,9,2015-05-10
18031,5,6,1,7,4,2015-05-10
18030,7,9,3,4,0,2015-05-10
18029,2,2,6,0,5,2015-05-09
18028,4,9,7,7,4,2015-05-09
18027,7,7,0,3,6,2015-05-09
18026,5,7,9,4,5,2015-05-08
18025,3,1,7,5,8,2015-05-08
18024,0,8,0,0,0,2015-05-08
18023,0,9,5,2,7,2015-05-07
18022,5,3,1,1,2,2015-05-07
18021,7,3,7,2,6,2015-05-07
18020,5,7,3,1,5,2015-05-06
18019,9,7,8,9,2,2015-05-06
18018,4,0,1,7,7,2015-05-06
18017,4,5,4,0,0,2015-05-05
18016,2,5,9,6,9,2015-05-05
18015,5,9,2,4,2,2015-05-05
18014,9,9,9,2,1,2015-05-04
18013,8,0,3,0,4,2015-05-04
18012,0,4,3,0,7,2015-05-04
18011,0,1,8,2,0,2015-05-03
18010,5,5,3,4,4,2015-05-03
18009,3,8,6,8,5,2015-05-03
18008,2,4,7,0,0,2015-05-02
18007,9,1,9,7,4,2015-05-02
18006,0,9,4,8,6,2015-05-02
18005,3,3,6,6,4,2015-05-01
18004,3,6,7,9,7,2015-05-01
18003,6,7,9,0,8,2015-05-01
18002,8,3,5,6,9,2015-04-30
18001,2,3,0,9,1,2015-04-30
18000,7,6,1,5,9,2015-04-30
17999,2,3,5,1,0,2015-04-29
17998,5,9,4,7,8,2015-04-29
17997,7,6,1,9,9,2015-04-29
17996,8,7,8,2,3,2015-04-28
17995,0,9,2,8,5,2015-04-28
17994,1,9,2,5,4,2015-04-28
17993,7,8,5,8,5,2015-04-27
17992,8,5,6,7,7,2015-04-27
17991,3,6,2,2,4,2015-04-27
17990,1,8,6,0,8,2015-04-26
17989,5,3,1,5,7,2015-04-26
17988,0,7,0,7,7,2015-04-26
17987,1,2,2,7,0,2015-04-25
17986,7,4,4,9,7,2015-04-25
17985,7,7,6,7,1,2015-04-25
17984,4,3,3,2,2,2015-04-24
17983,6,5,8,5,8,2015-04-24
17982,9,8,0,8,9,2015-04-24
17981,0,2,2,3,9,2015-04-23
17980,4,1,0,9,6,2015-04-23
17979,4,8,0,2,0,2015-04-23
17978,6,7,3,5,3,2015-04-22
17977,9,3,2,2,6,2015-04-22
17976,6,2,4,2,8,2015-04-22
17975,1,3,5,2,8,2015-04-21
17974,3,8,3,5,5,2015-04-21
17973,5,1,0,8,3,2015-04-21
17972,8,5,9,3,5,2015-04-20
17971,6,8,2,3,5,2015-04-20
17970,3,8,9,3,1,2015-04-20
17969,6,3,4,8,5,2015-04-19
17968,4,6,7,6,4,2015-04-19
17967,7,7,8,5,6,2015-04-19
17966,5,8,3,2,9,2015-04-18
17965,7,7,6,6,9,2015-04-18
17964,8,4,0,6,2,2015-04-18
17963,8,3,2,3,1,2015-04-17
17962,7,8,4,2,9,2015-04-17
17961,1,9,4,3,1,2015-04-17
17960,7,8,0,8,7,2015-04-16
17959,9,5,1,2,5,2015-04-16
17958,3,6,9,9,4,2015-04-16
17957,4,9,7,4,2,2015-04-15
17956,9,1,8,3,0,2015-04-15
17955,0,9,0,3,2,2015-04-15
17954,9,1,2,2,0,2015-04-14
17953,9,4,7,0,2,2015-04-14
17952,3,6,0,9,9,2015-04-14
17951,3,1,5,6,0,2015-04-13
17950,2,4,5,8,2,2015-04-13
17949,1,9,1,7,6,2015-04-13
17948,3,8,1,9,0,2015-04-12
17947,1,7,4,1,1,2015-04-12
17946,2,5,2,2,5,2015-04-12
17945,4,9,0,4,7,2015-04-11
17944,6,4,2,6,9,2015-04-11
17943,6,3,9,9,9,2015-04-11
17942,0,2,4,8,9,2015-04-10
17941,0,2,3,4,0,2015-04-10
17940,4,3,4,9,4,2015-04-10
17939,0,0,1,1,0,2015-04-09
17938,6,3,5,1,8,2015-04-09
17937,3,5,7,0,6,2015-04-09
17936,2,9,0,0,9,2015-04-08
17935,6,8,4,6,5,2015-04-08
17934,7,2,9,6,2,2015-04-08
17933,6,9,6,3,2,2015-04-07
17932,8,3,7,3,2,2015-04-07
17931,3,3,3,1,7,2015-04-07
17930,5,2,3,9,9,2015-04-06
17929,6,8,7,0,9,2015-04-06
17928,9,0,0,7,2,2015-04-06
17927,1,4,8,8,6,2015-04-05
17926,1,5,6,1,6,2015-04-05
17925,1,3,9,1,1,2015-04-05
17924,0,3,1,5,2,2015-04-04
17923,8,3,9,9,8,2015-04-04
17922,5,4,3,0,6,2015-04-04
17921,0,0,3,6,8,2015-04-03
17920,3,3,6,1,1,2015-04-03
17919,8,6,7,3,7,2015-04-03
17918,1,0,6,6,4,2015-04-02
17917,3,6,8,1,8,2015-04-02
17916,5,4,2,9,2,2015-04-02
17915,9,2,3,9,8,2015-04-01
17914,0,4,1,9,8,2015-04-01
17913,8,5,4,0,1,2015-04-01
17912,9,7,7,3,2,2015-03-31
17911,8,0,5,9,1,2015-03-31
17910,5,7,3,7,7,2015-03-31
17909,4,8,6,8,9,2015-03-30
17908,6,3,0,0,7,2015-03-30
17907,9,1,4,2,4,2015-03-30
17906,2,3,3,6,2,2015-03-29
17905,6,6,0,0,5,2015-03-29
17904,3,4,4,7,3,2015-03-29
17903,2,0,8,3,2,2015-03-28
17902,7,4,5,1,0,2015-03-28
17901,5,5,9,7,8,2015-03-28
17900,8,6,7,1,1,2015-03-27
17899,4,4,9,4,8,2015-03-27
17898,5,6,8,0,8,2015-03-27
17897,8,4,2,8,4,2015-03-26
17896,3,9,4,2,6,2015-03-26
17895,0,9,4,8,9,2015-03-26
17894,9,0,8,5,4,2015-03-25
17893,7,5,1,4,1,2015-03-25
17892,1,2,4,7,7,2015-03-25
17891,7,3,9,6,7,2015-03-24
17890,9,2,0,0,3,2015-03-24
17889,1,3,0,7,5,2015-03-24
17888,8,4,5,4,6,2015-03-23
17887,8,7,4,0,9,2015-03-23
17886,7,8,4,3,9,2015-03-23
17885,6,0,1,9,8,2015-03-22
17884,0,5,4,1,9,2015-03-22
17883,8,2,0,6,7,2015-03-22
17882,0,3,2,8,3,2015-03-21
17881,2,1,2,5,2,2015-03-21
17880,3,2,9,2,0,2015-03-21
17879,9,1,9,8,6,2015-03-20
17878,9,7,4,8,6,2015-03-20
17877,1,4,3,8,2,2015-03-20
17876,9,9,3,7,8,2015-03-19
17875,3,2,4,6,5,2015-03-19
17874,0,1,8,5,2,2015-03-19
17873,4,7,3,4,2,2015-03-18
17872,4,5,3,3,8,2015-03-18
17871,8,9,3,1,7,2015-03-18
17870,4,8,8,2,2,2015-03-17
17869,7,4,5,7,4,2015-03-17
17868,0,4,0,7,5,2015-03-17
17867,5,0,9,2,8,2015-03-16
17866,2,6,6,1,3,2015-03-16
17865,5,4,2,7,4,2015-03-16
17864,8,2,8,6,7,2015-03-15
17863,5,2,3,8,2,2015-03-15
17862,8,7,5,9,9,2015-03-15
17861,6,0,4,6,4,2015-03-14
17860,0,6,1,8,5,2015-03-14
17859,9,3,8,9,0,2015-03-14
17858,1,0,6,9,1,2015-03-13
17857,6,3,4,5,0,2015-03-13
17856,1,0,5,5,2,2015-03-13
17855,5,9,8,2,6,2015-03-12
17854,9,7,8,2,7,2015-03-12
17853,1,8,5,2,2,2015-03-12
17852,1,3,1,6,2,2015-03-11
17851,7,3,6,5,1,2015-03-11
17850,4,1,0,5,3,2015-03-11
17849,9,4,7,6,6,2015-03-10
17848,0,8,1,8,2,2015-03-10
17847,8,4,0,9,8,2015-03-10
17846,3,4,3,4,4,2015-03-09
17845,4,8,5,7,2,2015-03-09
17844,9,0,1,5,3,2015-03-09
17843,5,5,6,7,5,2015-03-08
17842,1,4,4,2,9,2015-03-08
17841,5,3,0,6,1,2015-03-08
17840,6,0,4,1,2,2015-03-07
17839,5,5,0,9,3,2015-03-07
17838,6,4,0,2,2,2015-03-07
17837,0,6,2,5,8,2015-03-06
17836,7,6,8,6,9,2015-03-06
17835,8,4,1,0,9,2015-03-06
17834,1,6,9,4,8,2015-03-05
17833,5,1,5,6,8,2015-03-05
17832,8,3,2,5,4,2015-03-05
17831,5,6,3,7,5,2015-03-04
17830,0,3,1,0,9,2015-03-04
17829,9,1,0,1,8,2015-03-04
17828,9,0,8,2,0,2015-03-03
17827,9,3,0,3,5,2015-03-03
17826,0,9,2,0,0,2015-03-03
17825,8,8,9,0,4,2015-03-02
17824,2,7,1,3,4,2015-03-02
17823,7,4,3,4,3,2015-03-02
17822,0,5,5,5,8,2015-03-01
17821,3,3,5,1,1,2015-03-01
17820,9,1,8,3,0,2015-03-01
17819,9,6,9,7,6,2015-02-28
17818,8,9,9,9,6,2015-02-28
17817,0,0,0,3,7,2015-02-28
17816,5,0,7,2,6,2015-02-27
17815,8,7,5,1,3,2015-02-27
17814,3,1,7,3,5,2015-02-27
17813,4,7,6,8,2,2015-02-26
17812,9,7,2,5,4,2015-02-26
17811,8,7,9,7,1,2015-02-26
17810,2,6,6,9,3,2015-02-25
17809,7,5,3,6,5,2015-02-25
17808,7,7,2,1,0,2015-02-25
17807,6,2,2,3,4,2015-02-24
17806,6,8,6,7,1,2015-02-24
17805,4,3,9,2,1,2015-02-24
17804,0,6,3,6,5,2015-02-23
17803,2,8,8,0,3,2015-02-23
