CONCURSO,ID,F1,F2,F3,F4,F5,F6,FECHA,PRIMOS,REPETIDOS,MEDIA
3191,24490847,12,14,19,33,46,48,2018-07-04,1,2,28.7
3190,25429847,13,14,16,48,49,56,2018-07-01,1,0,32.7
3189,24233220,11,29,33,40,51,55,2018-06-27,2,0,36.5
3188,1138265,1,6,7,17,18,38,2018-06-24,2,1,14.5
3187,14971024,6,9,19,21,37,44,2018-06-20,2,0,22.7
3186,1641522,1,8,13,35,36,51,2018-06-17,1,0,24
3185,3501122,2,3,5,6,12,38,2018-06-13,3,0,11
3184,28589708,16,33,35,39,48,50,2018-06-10,0,0,36.8
3183,25534841,13,15,17,23,47,56,2018-06-06,4,1,28.5
3182,22342910,10,15,33,42,43,44,2018-06-03,1,0,31.2
3181,4660509,2,7,18,48,52,55,2018-05-30,2,0,30.3
3180,16302299,6,23,24,32,41,44,2018-05-27,2,0,28.3
3179,7790950,3,8,34,42,49,54,2018-05-23,1,1,31.7
3178,19874308,8,22,23,28,38,45,2018-05-20,1,1,27.3
3177,23058660,10,32,45,46,53,56,2018-05-16,1,0,40.3
3176,28693859,17,18,33,36,50,54,2018-05-13,1,0,34.7
3175,31748475,26,27,34,47,48,52,2018-05-09,1,1,39
3174,25767435,13,17,26,35,45,56,2018-05-06,2,1,32
3173,20726907,9,13,23,42,44,48,2018-05-02,2,2,29.8
3172,21730913,10,11,12,13,15,23,2018-04-29,3,0,14
3171,11429420,4,16,28,33,34,45,2018-04-25,0,1,26.7
3170,31487170,24,30,33,42,44,47,2018-04-22,1,1,36.7
3169,25338136,12,30,36,40,45,48,2018-04-18,0,0,35.2
3168,21177569,9,18,22,24,50,55,2018-04-15,0,1,29.7
3167,12094847,4,37,38,42,50,54,2018-04-11,1,1,37.5
3166,26105299,13,23,26,33,37,56,2018-04-08,3,0,31.3
3165,28444042,16,25,30,36,51,53,2018-04-04,1,1,35.2
3164,25292399,12,28,29,36,50,56,2018-04-01,1,1,35.2
3163,1710702,1,8,21,28,41,42,2018-03-28,1,1,23.5
3162,19171732,8,13,20,27,48,49,2018-03-25,1,1,27.5
3161,29297195,18,20,25,32,43,55,2018-03-21,1,2,32.2
3160,16708160,7,8,20,24,32,41,2018-03-18,2,0,22
3159,31658675,25,30,34,42,49,56,2018-03-14,0,2,39.3
3158,31272781,23,29,34,49,52,55,2018-03-11,2,1,40.3
3157,23766227,11,18,21,30,34,40,2018-03-07,1,0,25.7
3156,15439383,6,12,22,23,24,39,2018-03-04,1,0,21
3155,10402696,4,9,10,16,35,50,2018-02-28,0,0,20.7
3154,23338169,11,13,28,32,41,51,2018-02-25,3,0,29.3
3153,28152600,16,19,23,40,43,55,2018-02-21,3,0,32.7
3152,29046298,17,26,30,32,48,49,2018-02-18,1,1,33.7
3151,25223473,12,25,30,37,43,53,2018-02-14,3,1,33.3
3150,7569228,3,7,25,28,42,44,2018-02-11,2,0,24.8
3149,14836259,6,8,26,34,35,38,2018-02-07,0,0,24.5
3148,3815707,2,4,7,11,23,46,2018-02-04,4,0,15.5
3147,26687722,14,18,25,35,36,55,2018-01-31,0,1,30.5
3146,11027275,4,13,14,19,30,38,2018-01-28,2,1,19.7
3145,9591843,4,5,10,23,29,35,2018-01-24,3,1,17.7
3144,28590040,16,33,35,42,50,53,2018-01-21,1,0,38.2
3143,16362042,6,24,31,34,40,48,2018-01-17,1,0,30.5
3142,20778910,9,14,15,51,53,54,2018-01-14,1,0,32.7
3141,10243099,4,8,11,23,45,49,2018-01-10,2,1,23.3
3140,28745369,17,19,27,39,41,45,2018-01-07,3,3,31.3
3139,20556469,9,12,17,22,39,41,2018-01-03,2,2,23.3
3138,21707848,9,35,39,43,55,56,2017-12-31,1,1,39.5
3137,14829480,6,8,25,26,27,35,2017-12-27,0,0,21.2
3136,30451043,20,30,38,39,43,53,2017-12-24,2,2,37.2
3135,9015816,3,19,20,43,46,49,2017-12-20,3,0,30
3134,18958096,8,11,30,32,42,52,2017-12-17,1,1,29.2
3133,30587805,21,23,29,31,32,47,2017-12-13,4,1,30.5
3132,21189707,9,18,24,29,30,52,2017-12-10,1,1,27
3131,32334540,33,34,35,40,44,52,2017-12-06,0,1,39.7
3130,3614901,2,3,11,20,23,34,2017-12-03,4,1,15.5
3129,5879860,2,15,32,35,45,54,2017-11-29,1,1,30.5
3128,233955,1,2,17,49,51,56,2017-11-26,2,0,29.3
3127,32435681,37,40,42,44,48,50,2017-11-22,1,1,43.5
3126,10384465,4,8,31,41,47,50,2017-11-19,3,1,30.2
3125,17054111,7,10,20,38,48,50,2017-11-15,1,0,28.8
3124,24730770,12,16,28,46,51,55,2017-11-12,0,1,34.7
3123,31552822,24,38,43,46,50,52,2017-11-08,1,0,42.2
3122,21459916,9,23,25,32,40,54,2017-11-05,1,1,30.5
3121,5569966,2,13,15,20,32,35,2017-11-01,2,0,19.5
3120,446217,1,3,11,12,21,31,2017-10-29,3,2,13.2
3119,1413627,1,7,11,17,41,45,2017-10-25,4,2,20.3
3118,17308592,7,12,17,20,21,22,2017-10-22,2,1,16.5
3117,7255936,3,6,12,41,46,47,2017-10-18,3,0,25.8
3116,6527281,2,28,30,39,43,54,2017-10-15,2,0,32.7
3115,21153315,9,17,41,42,45,49,2017-10-11,2,0,33.8
3114,22197127,10,14,21,35,40,44,2017-10-08,0,2,27.3
3113,22534335,10,18,20,22,26,40,2017-10-04,0,1,22.7
3112,29833551,19,22,25,42,50,55,2017-10-01,1,1,35.5
3111,7769899,3,8,26,35,50,53,2017-09-27,2,1,29.2
3110,20709316,9,13,20,49,52,53,2017-09-24,2,0,32.7
3109,22969130,10,27,31,37,41,48,2017-09-20,3,0,32.3
3108,29835293,19,22,26,30,42,49,2017-09-17,1,0,31.3
3107,20585814,9,12,20,46,50,55,2017-09-13,0,1,32
3106,1849796,1,9,16,28,29,47,2017-09-10,2,1,21.7
3105,17037189,7,10,18,30,33,47,2017-09-06,2,0,24.2
3104,24440978,12,13,36,38,39,45,2017-09-03,1,1,30.5
3103,9781418,4,6,8,11,12,34,2017-08-30,1,1,12.5
3102,1907271,1,9,24,34,46,50,2017-08-27,0,2,27.3
3101,54019,1,2,5,14,15,24,2017-08-23,2,1,10.2
3100,6187442,2,19,29,42,50,53,2017-08-20,4,0,32.5
3099,17022895,7,10,17,18,32,48,2017-08-16,2,0,22
3098,28393756,16,24,25,28,37,44,2017-08-13,1,1,29
3097,27036840,14,25,30,38,40,43,2017-08-09,1,2,31.7
3096,18780421,8,10,23,25,30,47,2017-08-06,2,1,23.8
3095,14227206,5,24,26,29,45,47,2017-08-02,3,1,29.3
3094,30345674,20,25,36,45,46,52,2017-07-30,0,2,37.3
3093,6743877,3,4,10,25,26,52,2017-07-26,1,0,20
3092,29659998,18,32,36,42,47,48,2017-07-23,1,0,37.2
3091,17540866,7,14,16,34,38,53,2017-07-19,2,1,27
3090,6868322,3,4,23,30,38,55,2017-07-16,2,0,25.5
3089,1911482,1,9,25,33,42,43,2017-07-12,1,0,25.5
3088,17993069,7,19,21,28,50,53,2017-07-09,3,0,29.7
3087,29518091,18,25,29,32,37,48,2017-07-05,2,1,31.5
3086,29845242,19,22,29,30,53,55,2017-07-02,3,1,34.7
3085,4634771,2,7,16,19,26,35,2017-06-28,3,0,17.5
3084,27005859,14,24,30,41,51,56,2017-06-25,1,0,36
3083,28678087,17,18,27,32,52,53,2017-06-21,2,0,33.2
3082,347110,1,3,5,14,22,31,2017-06-18,3,0,12.7
3081,18537828,8,9,13,34,36,39,2017-06-14,1,0,23.2
3080,23079780,10,35,41,46,53,56,2017-06-11,2,0,40.2
3079,4705971,2,7,26,37,47,50,2017-06-07,4,1,28.2
3078,14551576,6,7,14,20,36,40,2017-06-04,1,0,20.5
3077,31618600,25,28,30,43,47,53,2017-05-31,3,0,37.7
3076,25536671,13,15,17,27,52,54,2017-05-28,2,1,29.7
3075,6283118,2,21,25,32,48,52,2017-05-24,1,0,30
3074,30054357,19,29,34,36,41,51,2017-05-21,3,1,35
3073,21963183,10,12,21,48,51,56,2017-05-17,0,1,33
3072,22708202,10,20,30,35,39,49,2017-05-14,0,0,30.5
3071,28853134,17,21,26,40,43,52,2017-05-10,2,0,33.2
3070,714528,1,4,10,32,45,47,2017-05-07,1,0,23.2
3069,29740264,19,20,27,30,46,56,2017-05-03,1,2,33
3068,24187591,11,27,30,32,45,55,2017-04-30,1,0,33.3
3067,16714631,7,8,21,24,29,42,2017-04-26,2,1,21.8
3066,3482317,2,3,4,7,40,56,2017-04-23,3,0,18.7
3065,15669580,6,14,21,24,38,41,2017-04-19,1,1,24
3064,9537724,4,5,7,15,21,55,2017-04-16,2,0,17.8
3063,14948672,6,9,16,27,43,53,2017-04-12,2,0,25.7
3062,11059464,4,13,17,23,39,45,2017-04-09,3,1,23.5
3061,19529291,8,16,33,39,43,44,2017-04-05,1,1,30.5
3060,11403864,4,16,22,34,40,48,2017-04-02,0,1,27.3
3059,10034486,4,7,10,24,28,33,2017-03-29,1,1,17.7
3058,1200086,1,6,11,15,33,49,2017-03-26,1,0,19.2
3057,7039758,3,5,14,16,30,53,2017-03-22,3,0,20.2
3056,31396957,24,26,28,31,52,56,2017-03-19,1,1,36.2
3055,8586781,3,14,19,20,31,34,2017-03-15,3,0,20.2
3054,6050398,2,17,30,45,54,56,2017-03-12,2,0,34
3053,23189367,11,12,22,34,43,49,2017-03-08,2,0,28.5
3052,12719329,5,8,27,28,31,40,2017-03-05,2,1,23.2
3051,14810932,6,8,21,32,41,45,2017-03-01,1,0,25.5
3050,5181727,2,10,17,22,23,29,2017-02-26,4,0,17.2
3049,29757218,19,20,33,40,49,50,2017-02-22,1,2,35.2
3048,21005789,9,16,19,37,46,49,2017-02-19,2,1,29.3
3047,16781762,7,9,10,23,32,54,2017-02-15,2,0,22.5
3046,24325218,12,13,14,17,24,53,2017-02-12,3,1,22.2
3045,1277729,1,6,17,50,54,56,2017-02-08,1,1,30.7
3044,30870992,22,23,30,44,48,50,2017-02-05,1,1,36.2
3043,3106032,1,21,22,34,37,46,2017-02-01,1,1,26.8
3042,5302972,2,11,14,25,41,46,2017-01-29,3,1,23.2
3041,13069179,5,10,29,35,38,46,2017-01-25,2,2,27.2
3040,17992867,7,19,21,28,35,46,2017-01-22,2,0,26
3039,3426331,1,32,33,37,42,45,2017-01-18,1,1,31.7
3038,3760951,2,3,32,52,53,54,2017-01-15,3,1,32.7
3037,25096264,12,22,25,28,40,53,2017-01-11,1,1,30
3036,3158107,1,22,23,35,39,44,2017-01-08,1,0,27.3
3035,8329137,3,12,16,26,29,46,2017-01-04,2,1,22
3034,28580355,16,32,35,36,44,50,2017-01-01,0,0,35.5
3033,21428123,9,22,27,39,46,48,2016-12-28,0,0,31.8
3032,31777643,26,29,30,35,52,54,2016-12-25,1,1,37.7
3031,3826213,2,4,7,26,38,47,2016-12-21,3,0,20.7
3030,28385762,16,23,35,37,53,55,2016-12-18,3,0,36.5
3029,9115827,3,20,29,40,49,50,2016-12-14,2,0,31.8
3028,31404729,24,26,30,48,53,56,2016-12-11,1,0,39.5
3027,804674,1,4,18,36,37,55,2016-12-07,1,1,25.2
3026,28633814,17,18,19,27,29,49,2016-12-04,3,1,26.5
3025,17685443,7,15,22,28,40,49,2016-11-30,1,1,26.8
3024,27059429,14,26,28,44,50,51,2016-11-27,0,2,35.5
3023,5678164,2,13,44,51,53,55,2016-11-23,3,1,36.3
3022,26475509,14,16,17,21,30,44,2016-11-20,1,3,23.7
3021,28773773,17,20,21,30,43,46,2016-11-16,2,1,29.5
3020,31724287,25,39,41,43,48,55,2016-11-13,2,1,41.8
3019,16219481,6,21,25,32,40,42,2016-11-09,0,0,27.7
3018,32105704,29,30,43,44,52,55,2016-11-06,2,0,42.2
3017,28194752,16,20,21,23,24,56,2016-11-02,1,1,26.7
3016,15035877,6,9,34,40,46,56,2016-10-30,0,1,31.8
3015,7046716,3,5,14,29,30,56,2016-10-26,3,0,22.8
3014,10945485,4,12,18,25,41,48,2016-10-23,1,0,24.7
3013,27250680,15,16,20,26,28,39,2016-10-19,0,1,24
3012,16317892,6,23,28,32,52,53,2016-10-16,2,1,32.3
3011,21438452,9,22,31,35,37,52,2016-10-12,2,1,31
3010,30944401,22,25,33,42,54,56,2016-10-09,0,1,38.7
3009,23239848,11,13,14,18,22,53,2016-10-05,3,0,21.8
3008,14678999,6,8,9,19,32,34,2016-10-02,1,1,18
3007,31518952,24,32,43,48,50,54,2016-09-28,1,0,41.8
3006,12103188,4,39,44,49,51,56,2016-09-25,0,0,40.5
3005,28448879,16,25,32,40,43,54,2016-09-21,1,1,35
3004,16419677,6,26,30,40,47,49,2016-09-18,1,0,33
3003,10468449,4,9,15,22,33,35,2016-09-14,0,2,19.7
3002,28382489,16,23,33,35,46,55,2016-09-11,1,0,34.7
3001,10140007,4,7,20,26,45,51,2016-09-07,1,1,25.5
3000,31454969,24,28,33,46,50,51,2016-09-04,0,1,38.7
2999,626297,1,4,5,28,30,53,2016-08-31,2,2,20.2
2998,14267322,5,25,28,36,40,48,2016-08-28,1,0,30.3
2997,2182812,1,11,18,42,51,55,2016-08-24,1,0,29.7
2996,29831541,19,22,25,31,43,44,2016-08-21,3,0,30.7
2995,5710191,2,14,18,21,46,49,2016-08-17,1,1,25
2994,14970329,6,9,19,20,32,49,2016-08-14,1,0,22.5
2993,25155910,12,23,30,36,46,53,2016-08-10,2,1,33.3
2992,5102305,2,9,36,45,50,54,2016-08-07,1,0,32.7
2991,22611266,10,19,21,32,44,52,2016-08-03,1,1,29.7
2990,28301028,16,21,37,41,45,46,2016-07-31,2,1,34.3
2989,21514001,9,24,30,41,43,53,2016-07-27,3,2,33.3
2988,20161100,8,33,40,43,44,53,2016-07-24,2,1,36.8
2987,31725336,25,39,44,46,50,55,2016-07-20,0,2,43.2
2986,31215202,23,26,38,47,50,55,2016-07-17,2,1,39.8
2985,7346169,3,6,23,24,39,45,2016-07-13,2,0,23.3
2984,10667006,4,10,19,22,40,49,2016-07-10,1,0,24
2983,7004273,3,5,11,18,36,54,2016-07-06,3,1,21.2
2982,5372834,2,11,22,43,50,55,2016-07-03,3,0,30.5
2981,16147638,6,20,21,39,44,56,2016-06-29,0,1,31
2980,10353700,4,8,23,29,44,55,2016-06-26,2,0,27.2
2979,21894500,10,12,14,17,47,52,2016-06-22,2,0,25.3
2978,6138133,2,18,42,45,48,54,2016-06-19,1,0,34.8
2977,1964186,1,10,12,19,31,56,2016-06-15,2,0,21.5
2976,17739693,7,16,17,25,37,54,2016-06-12,3,1,26
2975,26950806,14,23,25,29,41,43,2016-06-08,4,1,29.2
2974,15471441,6,12,29,30,39,55,2016-06-05,1,0,28.5
2973,13126764,5,11,15,17,47,48,2016-06-01,4,0,23.8
2972,31933673,27,31,35,40,44,54,2016-05-29,1,1,38.5
2971,16909176,7,9,23,40,49,52,2016-05-25,2,1,30
2970,13369312,5,12,38,40,47,56,2016-05-22,2,0,33
2969,5140901,2,10,13,22,35,44,2016-05-18,2,2,21
2968,25494846,13,14,27,30,41,44,2016-05-15,2,0,28.2
2967,14647254,6,7,28,29,36,48,2016-05-11,2,0,25.7
2966,511392,1,3,16,22,31,46,2016-05-08,2,1,19.8
2965,4492592,2,6,26,31,35,52,2016-05-04,2,1,25.3
2964,4276029,2,5,30,36,42,55,2016-05-01,2,1,28.3
2963,23597892,11,16,19,35,42,46,2016-04-27,2,1,28.2
2962,1985958,1,10,14,16,34,48,2016-04-24,0,1,20.5
2961,21040529,9,16,25,38,46,56,2016-04-20,0,1,31.7
2960,28212912,16,20,24,26,40,44,2016-04-17,0,0,28.3
2959,22574686,10,18,27,36,42,49,2016-04-13,0,0,30.3
2958,3117364,1,21,24,39,40,51,2016-04-10,0,0,29.3
2957,7486423,3,7,14,23,33,46,2016-04-06,3,1,21
2956,15740419,6,15,17,23,35,54,2016-04-03,2,0,25
2955,10389722,4,8,34,40,50,56,2016-03-30,0,0,32
2954,28928262,17,23,24,26,36,51,2016-03-27,2,0,29.5
2953,19076606,8,12,25,30,34,42,2016-03-23,0,0,25.2
2952,1980954,1,10,13,28,29,40,2016-03-20,2,0,20.2
2951,28270267,16,21,25,27,47,54,2016-03-16,1,0,31.7
2950,9696701,4,5,20,24,32,42,2016-03-13,1,0,21.2
2949,28766559,17,19,38,43,51,55,2016-03-09,3,0,37.2
2948,13938994,5,18,29,41,48,49,2016-03-06,3,0,31.7
2947,5879701,2,15,32,34,52,56,2016-03-02,1,1,31.8
2946,5500048,2,12,21,30,33,54,2016-02-28,1,1,25.3
2945,16205079,6,21,22,34,41,52,2016-02-24,1,2,29.3
2944,16648442,7,8,13,41,52,53,2016-02-21,4,1,29
2943,10191055,4,7,32,35,49,56,2016-02-17,1,1,30.5
2942,2773824,1,16,22,41,42,49,2016-02-14,1,0,28.5
2941,31364076,24,25,26,38,47,56,2016-02-10,1,1,36
2940,32280445,31,38,40,41,46,53,2016-02-07,3,1,41.5
2939,21662113,9,30,39,40,48,54,2016-02-03,0,1,36.7
2938,25054581,12,21,26,30,38,43,2016-01-31,1,1,28.3
2937,2607643,1,14,29,30,31,56,2016-01-27,2,1,26.8
2936,28087327,16,18,24,25,30,49,2016-01-24,0,0,27
2935,25953183,13,20,23,38,44,51,2016-01-20,2,1,31.5
2934,15212162,6,11,12,19,32,38,2016-01-17,2,0,19.7
2933,14399529,5,31,35,43,46,55,2016-01-13,3,0,35.8
2932,30356957,20,26,28,39,49,51,2016-01-10,0,1,35.5
2931,6245219,2,20,29,35,37,47,2016-01-06,4,0,28.3
2930,13479336,5,13,30,32,44,54,2016-01-03,2,1,29.7
2929,12401920,5,7,11,36,47,55,2015-12-30,4,0,26.8
2928,6186838,2,19,29,37,50,54,2015-12-27,4,1,31.8
2927,4718796,2,7,30,40,43,53,2015-12-23,4,0,29.2
2926,16326874,6,23,31,38,45,51,2015-12-20,2,1,32.3
2925,13553535,5,14,21,31,41,48,2015-12-16,3,1,26.7
2924,26454281,14,15,29,35,42,56,2015-12-13,1,1,31.8
2923,27253915,15,16,20,36,43,54,2015-12-09,1,0,30.7
2922,10683867,4,10,21,29,51,56,2015-12-06,1,1,28.5
2921,1191528,1,6,10,24,30,53,2015-12-02,1,0,20.7
2920,28081210,16,18,22,41,44,49,2015-11-29,1,0,31.7
2919,23544330,11,15,26,32,35,47,2015-11-25,2,0,27.7
2918,19747508,8,19,31,38,46,48,2015-11-22,2,1,31.7
2917,23381178,11,14,16,46,50,51,2015-11-18,1,0,31.3
2916,10262844,4,8,13,15,19,24,2015-11-15,2,0,13.8
2915,14340422,5,28,29,30,40,52,2015-11-11,2,0,30.7
2914,7616450,3,8,9,27,37,44,2015-11-08,2,1,21.3
2913,18934457,8,11,24,25,33,56,2015-11-04,1,1,26.2
2912,10990816,4,12,25,34,43,47,2015-11-01,2,0,27.5
2911,9432356,3,30,31,45,53,54,2015-10-28,3,0,36
2910,26417389,14,15,21,28,35,39,2015-10-25,0,1,25.3
2909,5608586,2,13,19,27,28,46,2015-10-21,3,0,22.5
2908,28694493,17,18,33,41,44,54,2015-10-18,2,1,34.5
2907,8989191,3,18,29,32,34,38,2015-10-14,2,1,25.7
2906,19405735,8,15,23,38,45,56,2015-10-11,1,0,30.8
2905,26496931,14,16,19,34,40,50,2015-10-07,1,0,28.8
2904,4564644,2,7,10,21,51,53,2015-10-04,3,1,24
2903,21318692,9,20,25,27,45,51,2015-09-30,0,1,29.5
2902,9385613,3,27,35,40,47,49,2015-09-27,2,0,33.5
2901,2746917,1,16,18,50,54,56,2015-09-23,0,0,32.5
2900,30428094,20,29,32,36,46,47,2015-09-20,2,0,35
2899,16645441,7,8,13,28,37,38,2015-09-16,3,2,21.8
2898,29408000,18,22,28,37,45,56,2015-09-13,1,1,34.3
2897,26690334,14,18,26,29,47,48,2015-09-09,2,1,30.3
2896,2927878,1,18,22,31,33,44,2015-09-06,1,0,24.8
2895,14869338,6,9,10,15,21,37,2015-09-02,1,3,16.3
2894,14709719,6,8,11,21,37,54,2015-08-30,2,0,22.8
2893,22204393,10,14,22,45,50,56,2015-08-26,0,0,32.8
2892,8751173,3,15,33,35,36,46,2015-08-23,1,1,28
2891,12224441,5,6,14,27,36,55,2015-08-19,1,0,23.8
2890,20322657,9,10,24,35,38,47,2015-08-16,1,1,27.2
2889,6583661,2,31,37,40,47,48,2015-08-12,4,0,34.2
2888,10247856,4,8,11,39,43,53,2015-08-09,3,1,26.3
2887,10440918,4,9,13,14,38,40,2015-08-05,1,1,19.7
2886,13431461,5,13,20,22,48,56,2015-08-02,2,0,27.3
2885,9769090,4,6,7,16,31,46,2015-07-29,2,1,18.3
2884,14860214,6,8,36,42,52,53,2015-07-26,1,1,32.8
2883,9942872,4,6,22,33,39,55,2015-07-22,0,1,26.5
2882,7878366,3,9,16,20,40,55,2015-07-19,1,1,23.8
2881,26845081,14,20,44,48,49,51,2015-07-15,0,0,37.7
2880,1741212,1,8,27,35,38,45,2015-07-12,0,0,25.7
2879,30504316,20,36,43,47,49,52,2015-07-08,2,0,41.2
2878,22565127,10,18,25,29,38,51,2015-07-05,1,0,28.5
2877,32040652,28,32,34,36,43,49,2015-07-01,1,2,37
2876,27105619,14,28,29,36,45,50,2015-06-28,1,0,33.7
2875,31682878,25,32,35,39,41,53,2015-06-24,2,0,37.5
2874,235446,1,2,18,21,26,46,2015-06-21,1,0,19
2873,15485441,6,12,35,43,50,55,2015-06-17,1,0,33.5
2872,7768820,3,8,26,31,40,49,2015-06-14,2,1,26.2
2871,20237080,9,10,14,15,26,52,2015-06-10,0,0,21
2870,9159086,3,21,27,28,35,55,2015-06-07,1,1,28.2
2869,22800208,10,22,28,30,43,56,2015-06-03,1,1,31.5
2868,17556487,7,14,18,28,29,33,2015-05-31,2,2,21.5
2867,26680818,14,18,24,27,32,56,2015-05-27,0,0,28.5
2866,410858,1,3,8,28,29,45,2015-05-24,2,2,19
2865,198026,1,2,14,22,31,45,2015-05-20,2,1,19.2
2864,1664410,1,8,15,39,42,50,2015-05-17,0,0,25.8
2863,27147487,14,30,33,41,44,49,2015-05-13,1,1,35.2
2862,13495104,5,13,42,44,46,48,2015-05-10,2,1,33
2861,20229988,9,10,13,21,38,43,2015-05-06,2,0,22.3
2860,11910919,4,25,26,34,39,51,2015-05-03,0,2,29.8
2859,9714523,4,5,23,24,26,38,2015-04-29,2,0,20
2858,9336176,3,25,36,50,53,55,2015-04-26,2,2,37
2857,3569855,2,3,8,20,51,55,2015-04-22,2,0,23.2
2856,13532567,5,14,18,33,38,54,2015-04-19,1,0,27
2855,24951378,12,19,28,34,42,53,2015-04-15,2,1,31.3
2854,16843852,7,9,15,23,42,44,2015-04-12,2,0,23.3
2853,32410373,35,41,43,48,49,52,2015-04-08,2,0,44.7
2852,13588112,5,14,29,30,46,55,2015-04-05,2,0,29.8
2851,16599549,7,8,10,17,26,48,2015-04-01,2,0,19.3
2850,23663714,11,16,41,43,53,56,2015-03-29,4,2,36.7
2849,25677491,13,16,24,41,44,54,2015-03-25,2,1,32
2848,17278000,7,12,14,18,34,41,2015-03-22,2,0,21
2847,14313961,5,26,39,46,52,53,2015-03-18,2,1,36.8
2846,21743394,10,11,12,39,48,51,2015-03-15,1,1,28.5
2845,15460100,6,12,25,46,47,49,2015-03-11,1,1,30.8
2844,22937050,10,26,28,34,46,55,2015-03-08,0,0,33.2
2843,23553924,11,15,29,31,36,42,2015-03-04,3,2,27.3
2842,28683728,17,18,29,31,32,39,2015-03-01,3,0,27.7
2841,14384132,5,30,33,45,47,48,2015-02-25,2,1,34.7
2840,27129094,14,29,31,45,51,55,2015-02-22,2,1,37.5
2839,1175295,1,6,9,22,29,50,2015-02-18,1,0,19.5
2838,9544641,4,5,7,26,32,53,2015-02-15,3,0,21.2
2837,31007162,22,28,29,41,43,49,2015-02-11,3,2,35.3
2836,25536834,13,15,17,28,35,43,2015-02-08,3,0,25.2
2835,16374423,6,24,40,47,48,51,2015-02-04,1,1,36
2834,31182532,23,25,34,37,39,51,2015-02-01,2,1,34.8
2833,2877618,1,17,27,34,42,52,2015-01-28,1,1,28.8
2832,9054959,3,19,29,31,34,37,2015-01-25,5,0,25.5
2831,16669859,7,8,15,36,46,54,2015-01-21,1,0,27.7
2830,124462,1,2,9,12,37,47,2015-01-18,3,1,18
2829,21942730,10,12,19,21,32,43,2015-01-14,2,1,22.8
2828,31161415,23,25,26,32,41,48,2015-01-11,2,0,32.5
2827,7157664,3,5,37,43,44,52,2015-01-07,4,0,30.7
2826,4590093,2,7,12,18,41,54,2015-01-04,3,1,22.3
2825,28968470,17,23,51,53,54,56,2014-12-31,3,2,42.3
2824,25926258,13,19,33,37,53,56,2014-12-28,4,1,35.2
2823,3385531,1,29,32,33,42,44,2014-12-24,1,1,30.2
2822,10196648,4,7,35,42,48,49,2014-12-21,1,2,30.8
2821,16814495,7,9,12,42,44,51,2014-12-17,1,0,27.5
2820,22994555,10,28,34,35,39,55,2014-12-14,0,2,33.5
2819,5237141,2,10,25,33,39,52,2014-12-10,1,1,26.8
2818,15047200,6,10,11,15,40,49,2014-12-07,1,1,21.8
2817,13659816,5,15,22,28,41,51,2014-12-03,2,1,27
2816,22356019,10,16,17,24,28,55,2014-11-30,1,0,25
2815,6473092,2,26,27,33,39,41,2014-11-26,2,2,28
2814,6333560,2,22,26,32,49,51,2014-11-23,1,0,30.3
2813,7527331,3,7,18,29,54,56,2014-11-19,3,1,27.8
2812,13536634,5,14,19,23,37,54,2014-11-16,4,1,25.3
2811,9920680,4,6,19,26,29,36,2014-11-12,2,0,20
2810,27008588,14,24,31,49,54,56,2014-11-09,1,0,38
2809,32402809,35,38,39,42,46,50,2014-11-05,0,0,41.7
2808,7261039,3,6,13,20,21,44,2014-11-02,2,3,17.8
2807,8487659,3,13,20,33,49,54,2014-10-29,2,0,28.7
2806,15409772,6,12,18,19,29,36,2014-10-26,2,0,20
2805,2794219,1,16,27,30,37,44,2014-10-22,1,1,25.8
2804,15977363,6,17,27,38,46,52,2014-10-19,1,0,31
2803,10590085,4,10,11,48,49,51,2014-10-15,1,0,28.8
2802,1558049,1,7,31,36,47,54,2014-10-12,3,2,29.3
2801,10026282,4,7,10,12,31,35,2014-10-08,2,1,16.5
2800,22814340,10,22,33,45,54,56,2014-10-05,0,1,36.7
2799,18093994,7,20,31,37,50,56,2014-10-01,3,2,33.5
2798,4951131,2,9,11,20,44,56,2014-09-28,2,0,23.7
2797,1251703,1,6,15,21,25,38,2014-09-24,0,2,17.7
2796,9827146,4,6,10,38,52,53,2014-09-21,1,1,27.2
2795,19153623,8,13,18,21,30,38,2014-09-17,1,1,21.3
2794,11904917,4,24,38,40,53,56,2014-09-14,1,2,35.8
2793,27901822,15,30,37,40,51,56,2014-09-10,1,1,38.2
2792,3515847,2,3,5,23,28,51,2014-09-07,4,1,18.7
2791,26874701,14,21,28,30,34,45,2014-09-03,0,0,28.7
2790,7222533,3,6,10,22,25,27,2014-08-31,1,1,15.5
2789,24488883,12,14,19,27,40,42,2014-08-27,1,1,25.7
2788,15500091,6,13,14,29,36,54,2014-08-24,2,2,25.3
2787,26040051,13,21,35,36,37,53,2014-08-20,3,0,32.5
2786,21794581,10,11,17,29,42,46,2014-08-17,3,0,25.8
2785,7204725,3,6,9,18,19,52,2014-08-13,2,3,17.8
2784,7165407,3,6,7,11,18,36,2014-08-10,3,0,13.5
2783,13260343,5,12,14,39,50,56,2014-08-06,1,0,29.3
2782,18000288,7,19,22,32,48,49,2014-08-03,2,1,29.5
2781,24623148,12,15,24,38,45,49,2014-07-30,0,1,30.5
2780,11566850,4,18,23,45,47,53,2014-07-27,3,0,31.7
2779,3159588,1,22,24,25,26,29,2014-07-23,1,0,21.2
2778,19938634,8,23,28,41,49,53,2014-07-20,3,0,33.7
