CONCURSO,F1,F2,F3,F4,F5,F6,F7,FECHA,PRIMOS,REPETIDOS,MEDIA
1010,19,23,26,31,35,36,24,2020-02-01,3,0,28.3
1009,1,5,12,24,29,37,10,2020-01-28,3,2,18
1008,24,30,34,37,38,39,23,2020-01-25,1,0,33.7
1007,4,16,26,28,31,33,2,2020-01-21,1,1,23
1006,3,10,18,21,26,27,28,2020-01-18,1,1,17.5
1005,4,14,15,21,28,37,32,2020-01-14,1,1,19.8
1004,4,11,24,25,26,39,20,2020-01-11,1,2,21.5
1003,2,4,10,28,33,39,3,2020-01-07,1,1,19.3
1002,13,14,21,30,31,33,22,2020-01-04,2,2,23.7
1001,10,14,16,29,33,35,31,2019-12-31,1,1,22.8
1000,2,4,5,14,34,39,36,2019-12-28,2,2,16.3
999,15,26,34,37,38,39,10,2019-12-24,1,1,31.5
998,6,10,11,26,27,29,21,2019-12-21,2,0,18.2
997,1,8,13,14,20,28,19,2019-12-17,1,1,14
996,5,12,14,32,34,39,19,2019-12-14,1,0,22.7
995,8,10,11,15,25,38,29,2019-12-10,1,1,17.8
994,3,7,14,19,22,38,33,2019-12-07,3,0,17.2
993,1,4,11,12,27,36,24,2019-12-03,1,1,15.2
992,1,2,3,6,18,34,11,2019-11-30,2,1,10.7
991,6,19,22,27,37,38,2,2019-11-26,2,2,24.8
990,2,8,13,27,36,37,3,2019-11-23,3,2,20.5
989,7,8,11,26,36,38,3,2019-11-19,2,1,21
988,1,4,7,23,25,27,8,2019-11-16,2,1,14.5
987,2,4,11,14,22,33,21,2019-11-12,2,1,14.3
986,1,17,25,30,32,33,21,2019-11-09,1,1,23
985,7,9,13,17,24,34,26,2019-11-05,3,0,17.3
984,4,5,10,15,26,27,7,2019-11-02,1,0,14.5
983,1,11,13,28,33,36,2,2019-10-29,2,0,20.3
982,2,4,8,10,14,16,30,2019-10-26,1,0,9
981,6,9,21,25,31,35,4,2019-10-22,1,1,21.2
980,1,9,12,15,33,34,23,2019-10-19,0,1,17.3
979,4,15,17,18,23,36,13,2019-10-15,2,1,18.8
978,18,19,28,29,31,33,27,2019-10-12,3,0,26.3
977,8,10,13,15,32,34,37,2019-10-08,1,1,18.7
976,5,7,10,11,27,30,16,2019-10-05,3,1,15
975,3,10,14,23,26,33,13,2019-10-01,2,2,18.2
974,12,14,18,22,23,30,31,2019-09-28,1,2,19.8
973,1,10,12,18,20,24,34,2019-09-24,0,2,14.2
972,3,10,13,18,26,34,33,2019-09-21,2,2,17.3
971,3,12,13,17,25,37,10,2019-09-17,4,1,17.8
970,5,17,20,28,30,36,25,2019-09-14,2,2,22.7
969,17,22,26,27,36,38,39,2019-09-10,1,2,27.7
968,6,21,22,30,32,38,8,2019-09-07,0,1,24.8
967,1,15,33,35,38,39,32,2019-09-03,0,1,26.8
966,2,8,15,30,32,37,31,2019-08-31,2,0,20.7
965,1,9,11,14,20,22,7,2019-08-27,1,0,12.8
964,5,6,12,16,36,37,26,2019-08-24,2,2,18.7
963,16,17,19,25,26,37,30,2019-08-20,3,0,23.3
962,5,6,27,29,34,35,26,2019-08-17,2,1,22.7
961,7,8,15,25,31,35,11,2019-08-13,2,0,20.2
960,9,14,17,30,36,37,11,2019-08-10,2,0,23.8
959,4,6,7,15,16,25,34,2019-08-06,1,0,12.2
958,8,10,17,18,36,39,33,2019-08-03,1,0,21.3
957,23,24,25,26,28,30,19,2019-07-30,1,1,26
956,13,15,26,32,38,39,9,2019-07-27,1,1,27.2
955,2,7,14,15,30,36,28,2019-07-23,2,0,17.3
954,3,11,21,23,24,38,35,2019-07-20,3,1,20
953,20,26,29,31,37,38,22,2019-07-16,3,1,30.2
952,1,4,10,26,27,33,7,2019-07-13,0,2,16.8
951,1,3,4,12,17,32,16,2019-07-09,2,2,11.5
950,7,12,17,21,24,37,14,2019-07-06,3,2,19.7
949,17,20,22,24,29,31,11,2019-07-02,3,1,23.8
948,1,8,12,17,18,23,31,2019-06-29,2,0,13.2
947,4,6,9,16,27,33,24,2019-06-25,0,1,15.8
946,6,8,18,21,23,32,4,2019-06-22,1,2,18
945,1,8,23,24,29,37,38,2019-06-18,3,0,20.3
944,2,25,27,31,33,38,9,2019-06-15,2,0,26
943,4,6,11,23,28,35,22,2019-06-11,2,1,17.8
942,2,3,6,9,21,34,31,2019-06-08,2,0,12.5
941,1,7,12,25,29,35,15,2019-06-04,2,1,18.2
940,2,7,14,19,24,37,5,2019-06-01,4,0,17.2
939,5,13,21,22,23,36,8,2019-05-28,3,0,20
938,3,6,17,24,25,33,5,2019-05-25,2,0,18
937,8,10,14,22,29,36,7,2019-05-21,1,1,19.8
936,2,4,11,22,26,35,31,2019-05-18,2,2,16.7
935,8,22,23,24,35,37,17,2019-05-14,2,1,24.8
934,8,9,11,16,21,32,31,2019-05-11,1,1,16.2
933,2,6,11,26,37,38,21,2019-05-07,3,1,20
932,12,13,26,29,35,39,15,2019-05-04,2,2,25.7
931,9,13,16,19,30,39,12,2019-04-30,2,0,21
930,2,7,17,22,32,36,27,2019-04-27,3,1,19.3
929,10,12,18,28,32,37,19,2019-04-23,1,2,22.8
928,9,12,26,28,31,36,20,2019-04-20,1,0,23.7
927,4,10,13,14,16,25,6,2019-04-16,1,2,13.7
926,4,10,30,37,38,39,35,2019-04-13,1,2,26.3
925,2,3,28,33,38,39,5,2019-04-09,2,0,23.8
924,4,5,8,15,34,35,32,2019-04-06,1,0,16.8
923,1,9,19,23,25,29,30,2019-04-02,3,1,17.7
922,11,13,23,30,31,33,37,2019-03-30,4,0,23.5
921,1,2,4,6,20,28,18,2019-03-26,1,2,10.2
920,2,7,8,9,24,28,22,2019-03-23,2,1,13
919,9,13,19,27,33,36,7,2019-03-19,2,0,22.8
918,2,5,8,25,35,38,39,2019-03-16,2,0,18.8
917,4,6,13,14,21,32,22,2019-03-12,1,2,15
916,1,6,10,18,32,37,27,2019-03-09,1,0,17.3
915,9,16,17,20,24,39,13,2019-03-05,1,0,20.8
914,7,8,11,14,26,38,18,2019-03-02,2,1,17.3
913,5,6,7,9,25,32,27,2019-02-26,2,1,14
912,7,8,15,16,24,28,18,2019-02-23,1,0,16.3
911,6,9,10,11,13,21,15,2019-02-19,2,2,11.7
910,10,20,21,25,35,39,3,2019-02-16,0,1,25
909,5,6,11,20,28,29,17,2019-02-12,3,2,16.5
908,2,12,13,20,23,29,10,2019-02-09,4,1,16.5
907,8,9,17,20,25,30,37,2019-02-05,1,3,18.2
906,7,8,10,19,20,30,29,2019-02-02,2,1,15.7
905,2,19,23,28,29,35,12,2019-01-29,4,2,22.7
904,2,5,12,14,25,29,30,2019-01-26,3,1,14.5
903,9,10,12,21,27,38,26,2019-01-22,0,1,19.5
902,4,5,6,14,21,35,32,2019-01-19,1,1,14.2
901,9,11,13,14,23,30,6,2019-01-15,3,0,16.7
900,17,18,25,27,34,36,1,2019-01-12,1,2,26.2
899,8,18,24,26,27,39,35,2019-01-08,0,3,23.7
898,16,20,24,26,27,29,1,2019-01-05,1,0,23.7
897,4,5,6,8,14,32,38,2019-01-01,1,1,11.5
896,10,16,28,29,32,33,36,2018-12-29,1,0,24.7
895,6,8,22,24,30,34,5,2018-12-25,0,2,20.7
894,2,4,5,8,15,34,13,2018-12-22,2,0,11.3
893,1,22,25,27,29,33,23,2018-12-18,1,1,22.8
892,4,15,21,23,25,32,26,2018-12-15,1,1,20
891,2,8,21,22,30,34,9,2018-12-11,1,2,19.5
890,2,9,10,19,26,30,14,2018-12-08,2,1,16
889,6,9,12,25,33,37,26,2018-12-04,1,0,20.3
888,7,19,21,28,38,39,6,2018-12-01,2,1,25.3
887,8,15,19,32,35,37,17,2018-11-27,2,1,24.3
886,10,12,23,28,35,36,19,2018-11-24,1,0,24
885,1,8,14,15,18,38,31,2018-11-20,0,2,15.7
884,1,3,15,22,24,27,16,2018-11-17,1,3,15.3
883,3,13,15,24,30,32,16,2018-11-13,2,1,19.5
882,1,9,11,22,26,32,6,2018-11-10,1,1,16.8
881,15,16,21,22,27,29,19,2018-11-06,1,0,21.7
880,5,19,25,34,35,39,31,2018-11-03,2,2,26.2
879,15,21,29,34,38,39,32,2018-10-30,1,1,29.3
878,11,14,16,29,36,37,25,2018-10-27,3,2,23.8
877,13,14,28,31,33,37,6,2018-10-23,3,2,26
876,18,24,25,28,31,38,9,2018-10-20,1,0,27.3
875,8,16,20,21,26,36,6,2018-10-16,0,1,21.2
874,15,20,24,29,31,39,4,2018-10-13,2,0,26.3
873,9,13,19,26,32,37,6,2018-10-09,3,2,22.7
872,1,8,13,14,19,35,38,2018-10-06,2,0,15
871,3,7,10,17,18,20,8,2018-10-02,3,1,12.5
870,10,14,24,26,29,30,32,2018-09-29,1,2,22.2
869,7,13,16,26,29,39,14,2018-09-25,3,1,21.7
868,6,9,14,15,16,30,7,2018-09-22,0,2,15
867,1,6,9,11,21,31,5,2018-09-18,2,0,13.2
866,3,13,19,29,30,38,18,2018-09-15,4,1,22
865,6,10,11,35,37,38,14,2018-09-11,2,1,22.8
864,3,4,7,25,31,35,11,2018-09-08,3,1,17.5
863,4,14,24,32,34,39,10,2018-09-04,0,1,24.5
862,2,13,25,27,29,39,15,2018-09-01,3,2,22.5
861,2,4,6,21,27,31,25,2018-08-28,2,1,15.2
860,1,7,12,25,31,34,13,2018-08-25,2,1,18.3
859,9,14,24,26,31,37,13,2018-08-21,2,3,23.5
858,7,9,22,26,27,37,35,2018-08-18,2,0,21.3
857,11,14,18,23,24,30,27,2018-08-14,2,1,20
856,6,21,23,26,29,31,3,2018-08-11,3,0,22.7
855,2,10,18,19,30,37,31,2018-08-07,3,1,19.3
854,8,12,15,22,25,37,17,2018-08-04,1,2,19.8
853,3,15,16,18,25,34,1,2018-07-31,1,0,18.5
852,6,9,10,17,23,37,14,2018-07-28,3,1,17
851,2,5,16,23,35,36,29,2018-07-24,3,0,19.5
850,6,7,9,13,14,26,12,2018-07-21,2,1,12.5
849,1,4,7,11,25,39,24,2018-07-17,2,1,14.5
848,2,11,14,15,19,26,9,2018-07-14,3,2,14.5
847,2,18,26,31,33,35,5,2018-07-10,2,4,24.2
846,2,26,28,31,33,37,21,2018-07-07,3,1,26.2
845,2,3,4,11,15,29,19,2018-07-03,4,1,10.7
844,1,9,11,14,32,38,24,2018-06-30,1,0,17.5
843,15,17,23,25,35,39,3,2018-06-26,2,1,25.7
842,2,3,12,14,28,39,17,2018-06-23,2,0,16.3
841,1,8,18,22,26,34,29,2018-06-19,0,1,18.2
840,8,21,24,30,32,38,28,2018-06-16,0,0,25.5
839,6,11,18,20,31,35,26,2018-06-12,2,1,20.2
838,5,6,12,13,15,21,38,2018-06-09,2,0,12
837,4,16,19,29,32,35,11,2018-06-05,2,2,22.5
836,3,8,13,19,28,32,27,2018-06-02,3,2,17.2
835,3,12,15,23,32,36,8,2018-05-29,2,1,20.2
834,7,12,13,16,30,39,22,2018-05-26,2,2,19.5
833,3,9,25,30,36,39,19,2018-05-22,1,1,23.7
832,4,12,13,23,24,25,29,2018-05-19,2,0,16.8
831,6,7,11,27,32,33,34,2018-05-15,2,1,19.3
830,16,18,26,27,29,38,6,2018-05-12,1,2,25.7
829,2,11,18,19,27,30,23,2018-05-08,3,0,17.8
828,1,5,6,24,28,39,16,2018-05-05,1,2,17.2
827,1,14,18,21,29,39,5,2018-05-01,1,0,20.3
826,3,7,12,16,17,19,20,2018-04-28,4,2,12.3
825,3,9,12,15,21,36,33,2018-04-24,1,2,16
824,3,16,18,31,36,38,37,2018-04-21,2,2,23.7
823,9,16,22,25,30,31,33,2018-04-17,1,2,22.2
822,2,4,9,19,22,37,26,2018-04-14,3,1,15.5
821,2,8,28,32,36,39,5,2018-04-10,1,2,24.2
820,2,3,8,16,20,30,31,2018-04-07,2,1,13.2
819,6,11,19,26,30,37,22,2018-04-03,3,0,21.5
818,3,5,23,28,33,34,2,2018-03-31,3,0,21
817,2,6,11,18,27,32,5,2018-03-27,2,0,16
816,14,22,25,26,29,36,3,2018-03-24,1,2,25.3
815,1,12,14,26,28,30,32,2018-03-20,0,0,18.5
814,3,13,16,24,29,37,26,2018-03-17,4,2,20.3
813,1,3,11,16,20,22,29,2018-03-13,2,2,12.2
812,3,22,25,28,30,36,10,2018-03-10,1,1,24
811,5,7,13,26,30,33,31,2018-03-06,3,0,19
810,10,17,28,34,36,38,26,2018-03-03,1,2,27.2
809,3,13,17,27,36,37,29,2018-02-27,4,1,22.2
808,8,12,13,15,24,26,16,2018-02-24,1,2,16.3
807,12,26,29,33,37,38,5,2018-02-20,2,1,29.2
806,4,9,24,25,34,38,39,2018-02-17,0,2,22.3
805,8,9,14,19,27,34,39,2018-02-13,1,1,18.5
804,5,19,23,28,29,39,35,2018-02-10,4,2,23.8
803,2,5,21,27,28,36,31,2018-02-06,2,2,19.8
802,2,4,8,33,34,36,26,2018-02-03,1,0,19.5
801,10,12,15,19,20,21,29,2018-01-30,1,1,16.2
800,7,8,12,23,26,29,3,2018-01-27,3,2,17.5
799,12,18,23,24,28,32,15,2018-01-23,1,0,22.8
798,9,14,15,26,34,37,23,2018-01-20,1,1,22.5
797,8,15,23,25,30,36,33,2018-01-16,1,1,22.8
796,11,13,16,27,36,39,29,2018-01-13,2,2,23.7
795,2,10,13,35,36,38,17,2018-01-09,2,0,22.3
794,5,14,20,26,30,37,24,2018-01-06,2,1,22
793,2,6,8,14,19,29,5,2018-01-02,3,1,13
792,5,7,8,9,27,28,16,2017-12-30,2,1,14
791,3,8,20,25,31,34,22,2017-12-26,2,1,20.2
790,3,4,5,10,17,29,25,2017-12-23,4,0,11.3
789,2,6,7,11,26,31,18,2017-12-19,4,3,13.8
788,2,6,15,24,31,36,37,2017-12-16,2,0,19
787,5,12,18,33,34,38,11,2017-12-12,1,0,23.3
786,9,10,14,20,23,36,5,2017-12-09,1,1,18.7
785,1,4,5,12,17,36,26,2017-12-05,2,1,12.5
784,12,15,23,33,37,39,6,2017-12-02,2,0,26.5
783,4,10,22,27,30,35,19,2017-11-28,0,1,21.3
782,5,6,20,22,24,26,3,2017-11-25,1,1,17.2
781,1,7,10,14,22,36,17,2017-11-21,1,0,15
780,3,15,20,24,31,39,10,2017-11-18,2,1,22
779,10,18,19,21,32,39,35,2017-11-14,1,3,23.2
778,10,16,18,19,23,38,8,2017-11-11,2,1,20.7
777,7,13,23,24,32,34,12,2017-11-07,3,1,22.2
776,7,16,21,29,38,39,12,2017-11-04,2,0,25
775,4,11,17,23,30,36,31,2017-10-31,3,0,20.2
774,2,3,13,15,33,34,19,2017-10-28,3,2,16.7
773,10,11,15,16,34,38,8,2017-10-24,1,1,20.7
772,4,19,23,26,30,34,17,2017-10-21,2,2,22.7
771,5,12,18,23,26,38,3,2017-10-17,2,2,20.3
770,7,12,20,25,26,29,3,2017-10-14,2,0,19.8
769,1,4,9,14,16,36,3,2017-10-10,0,1,13.3
768,16,22,26,32,33,38,31,2017-10-07,0,0,27.8
767,6,9,13,20,35,37,32,2017-10-03,2,1,20
766,6,21,22,26,27,34,30,2017-09-30,0,1,22.7
765,9,13,26,28,33,38,7,2017-09-26,1,1,24.5
764,15,20,21,24,32,33,14,2017-09-23,0,2,24.2
763,12,21,25,27,29,32,38,2017-09-19,1,1,24.3
762,4,7,13,23,25,33,21,2017-09-16,3,2,17.5
761,2,13,19,25,37,38,15,2017-09-12,4,0,22.3
760,1,4,7,15,23,29,20,2017-09-09,3,1,13.2
759,1,8,9,11,30,35,34,2017-09-05,1,1,15.7
758,6,8,10,25,36,39,11,2017-09-02,0,3,20.7
757,3,10,15,18,36,39,38,2017-08-29,1,0,20.2
756,1,13,22,31,32,34,10,2017-08-26,2,0,22.2
755,5,9,12,19,28,33,29,2017-08-22,2,1,17.7
754,4,6,10,11,16,19,32,2017-08-19,2,1,11
753,2,5,7,16,18,38,33,2017-08-15,3,1,14.3
752,5,22,26,29,33,34,13,2017-08-12,2,3,24.8
751,15,23,26,27,33,34,14,2017-08-08,1,0,26.3
750,14,16,24,32,36,37,2,2017-08-05,1,0,26.5
749,6,9,11,27,28,38,8,2017-08-01,1,1,19.8
748,2,3,7,8,11,16,30,2017-07-29,4,2,7.8
747,4,8,11,22,36,37,10,2017-07-25,2,2,19.7
746,9,11,19,27,33,37,7,2017-07-22,3,0,22.7
745,14,15,21,25,36,39,34,2017-07-18,0,0,25
744,2,4,7,10,11,18,20,2017-07-15,3,0,8.7
743,12,20,23,27,31,39,25,2017-07-11,2,1,25.3
742,2,6,7,13,16,23,26,2017-07-08,4,1,11.2
741,2,8,22,30,34,36,39,2017-07-04,1,0,22
740,3,13,15,27,33,39,16,2017-07-01,2,0,21.7
739,17,20,22,29,31,34,15,2017-06-27,3,0,25.5
738,2,7,14,16,23,27,35,2017-06-24,3,1,14.8
737,8,16,20,28,30,34,39,2017-06-20,0,0,22.7
736,2,4,11,14,25,37,31,2017-06-17,3,1,15.5
735,5,16,21,30,32,37,13,2017-06-13,2,1,23.5
734,2,3,13,26,30,31,34,2017-06-10,4,3,17.5
733,2,5,6,13,28,31,27,2017-06-06,4,1,14.2
732,4,10,13,23,36,39,7,2017-06-03,2,1,20.8
731,1,6,28,29,36,38,2,2017-05-30,1,3,23
730,1,17,25,27,28,38,3,2017-05-27,1,1,22.7
729,9,14,17,18,30,35,19,2017-05-23,1,1,20.5
728,8,9,16,29,36,37,19,2017-05-20,2,0,22.5
727,1,4,12,21,31,38,20,2017-05-16,1,1,17.8
726,11,16,24,33,37,38,4,2017-05-13,2,1,26.5
725,2,11,17,20,28,34,31,2017-05-09,3,2,18.7
724,11,16,24,32,34,35,38,2017-05-06,1,1,25.3
723,2,11,20,25,26,38,22,2017-05-02,2,1,20.3
722,9,13,16,20,22,34,31,2017-04-29,1,1,19
721,8,17,22,27,31,38,3,2017-04-25,2,1,23.8
720,2,5,16,18,21,27,35,2017-04-22,2,0,14.8
719,7,15,28,29,34,37,20,2017-04-18,3,0,25
718,2,4,9,12,19,21,32,2017-04-15,2,0,11.2
717,22,25,26,29,33,38,5,2017-04-11,1,1,28.8
716,1,15,25,30,34,36,9,2017-04-08,0,2,23.5
715,2,11,15,18,19,25,12,2017-04-04,3,1,15
714,15,17,23,24,26,27,2,2017-04-01,2,1,22
713,2,6,11,24,32,35,22,2017-03-28,2,3,18.3
712,1,6,9,25,32,35,4,2017-03-25,0,1,18
711,6,13,14,18,24,26,5,2017-03-21,1,0,16.8
710,8,17,23,27,33,38,1,2017-03-18,2,1,24.3
709,14,21,22,23,25,32,17,2017-03-14,1,2,22.8
708,5,17,20,21,28,32,3,2017-03-11,2,1,20.5
707,9,18,21,23,24,38,31,2017-03-07,1,1,22.2
706,4,26,32,34,38,39,7,2017-03-04,0,2,28.8
705,2,7,8,16,32,38,21,2017-02-28,2,0,17.2
704,6,13,20,27,28,35,15,2017-02-25,1,1,21.5
703,1,8,9,13,36,37,22,2017-02-21,2,1,17.3
702,2,8,12,22,23,30,11,2017-02-18,2,0,16.2
701,11,24,26,27,35,38,23,2017-02-14,1,0,26.8
700,2,5,8,18,25,31,22,2017-02-11,3,1,14.8
699,5,6,20,26,28,37,35,2017-02-07,2,2,20.3
698,5,9,20,33,34,39,18,2017-02-04,1,1,23.3
697,3,4,11,36,38,39,5,2017-01-31,2,2,21.8
696,4,5,22,23,24,36,30,2017-01-28,2,0,19
695,6,13,15,28,31,34,17,2017-01-24,2,1,21.2
694,8,11,15,20,36,37,31,2017-01-21,2,1,21.2
693,16,18,22,25,32,37,30,2017-01-17,1,1,25
692,3,15,26,27,35,37,30,2017-01-14,2,0,23.8
691,1,2,6,13,29,32,36,2017-01-10,3,0,13.8
690,16,17,18,23,30,34,4,2017-01-07,2,2,23
689,11,18,22,28,30,38,9,2017-01-03,1,1,24.5
688,1,3,10,11,29,39,26,2016-12-31,3,0,15.5
687,21,22,26,30,35,36,16,2016-12-27,0,1,28.3
686,2,10,24,30,38,39,7,2016-12-24,1,1,23.8
685,7,22,24,25,28,29,2,2016-12-20,2,1,22.5
684,2,6,15,20,22,30,23,2016-12-17,1,1,15.8
683,8,12,19,30,31,39,25,2016-12-13,2,1,23.2
682,7,13,17,23,28,31,30,2016-12-10,5,1,19.8
681,8,15,23,24,25,32,34,2016-12-06,1,0,21.2
680,1,7,14,17,33,35,34,2016-12-03,2,1,17.8
679,4,6,9,16,35,36,38,2016-11-29,0,0,17.7
678,1,12,13,26,38,39,20,2016-11-26,1,2,21.5
677,1,4,6,12,16,20,37,2016-11-22,0,1,9.8
676,1,7,10,11,18,19,28,2016-11-19,3,1,11
675,1,13,15,26,32,39,10,2016-11-15,1,1,21
674,7,23,31,35,37,39,20,2016-11-12,4,0,28.7
673,18,24,28,29,34,38,14,2016-11-08,1,1,28.5
672,1,11,12,22,33,34,27,2016-11-05,1,1,18.8
671,7,10,12,27,32,39,15,2016-11-01,1,1,21.2
670,9,10,19,21,28,33,3,2016-10-29,1,0,20
669,5,11,16,20,30,34,27,2016-10-25,2,0,19.3
668,2,18,19,26,28,31,15,2016-10-22,3,1,20.7
667,4,8,15,21,26,32,37,2016-10-18,0,0,17.7
666,13,17,20,25,35,38,10,2016-10-15,2,1,24.7
665,4,6,21,25,34,36,9,2016-10-11,0,2,21
664,4,5,7,14,21,26,8,2016-10-08,2,1,12.8
663,8,19,20,25,26,39,36,2016-10-04,1,1,22.8
662,3,8,11,16,18,34,15,2016-10-01,2,1,15
661,12,13,16,20,21,22,33,2016-09-27,1,0,17.3
660,4,8,18,25,27,28,14,2016-09-24,0,1,18.3
659,6,13,21,27,32,36,29,2016-09-20,1,2,22.5
658,4,14,16,18,27,36,30,2016-09-17,0,0,19.2
657,7,11,17,31,34,38,5,2016-09-13,4,1,23
656,5,6,7,18,36,39,14,2016-09-10,2,2,18.5
655,7,15,19,26,36,38,14,2016-09-06,2,1,23.5
654,2,23,27,28,36,37,5,2016-09-03,3,2,25.5
653,11,16,26,27,35,36,8,2016-08-30,1,0,25.2
652,3,7,10,17,28,37,22,2016-08-27,4,1,17
651,3,24,25,27,34,35,22,2016-08-23,1,1,24.7
650,1,4,10,25,30,33,8,2016-08-20,0,0,17.2
649,13,15,29,31,32,36,23,2016-08-16,3,1,26
648,4,12,21,30,33,36,10,2016-08-13,0,1,22.7
647,1,10,26,29,33,38,20,2016-08-09,1,1,22.8
646,10,12,13,18,27,36,8,2016-08-06,1,0,19.3
645,1,15,17,29,30,35,20,2016-08-02,2,0,21.2
644,2,5,11,16,27,32,10,2016-07-30,3,2,15.5
643,11,14,16,28,38,39,37,2016-07-26,1,0,24.3
642,13,18,21,31,33,36,25,2016-07-23,2,0,25.3
641,11,24,25,27,30,34,36,2016-07-19,1,0,25.2
640,4,14,17,22,26,29,30,2016-07-16,2,0,18.7
639,6,7,11,27,37,39,12,2016-07-12,3,1,21.2
638,2,6,14,21,31,35,32,2016-07-09,2,0,18.2
637,3,4,8,26,29,33,2,2016-07-05,2,2,17.2
636,1,7,8,10,22,33,28,2016-07-02,1,1,13.5
635,5,8,11,14,17,28,26,2016-06-28,3,0,13.8
634,10,15,22,27,31,32,17,2016-06-25,1,1,22.8
633,3,8,12,29,32,33,5,2016-06-21,2,3,19.5
632,3,4,22,24,29,32,23,2016-06-18,2,0,19
631,2,5,7,15,19,23,28,2016-06-14,5,0,11.8
630,8,9,13,14,21,30,29,2016-06-11,1,1,15.8
629,7,8,18,19,23,31,2,2016-06-07,4,1,17.7
628,4,15,16,21,23,26,6,2016-06-04,1,1,17.5
627,13,16,24,28,37,39,5,2016-05-31,2,0,26.2
626,2,4,8,20,27,31,30,2016-05-28,2,1,15.3
625,5,9,14,18,20,25,1,2016-05-24,1,0,15.2
624,4,28,29,33,34,38,15,2016-05-21,1,0,27.7
623,10,11,15,16,32,35,30,2016-05-17,1,1,19.8
622,4,22,23,31,32,38,36,2016-05-14,2,1,25
621,7,11,14,16,17,23,22,2016-05-10,4,1,14.7
620,4,6,14,26,36,37,30,2016-05-07,1,1,20.5
619,1,13,15,26,29,34,24,2016-05-03,2,0,19.7
618,3,6,12,20,23,37,19,2016-04-30,3,1,16.8
617,4,5,6,13,31,32,30,2016-04-26,3,2,15.2
616,1,2,5,13,18,20,30,2016-04-23,3,1,9.8
615,5,8,14,22,26,28,12,2016-04-19,1,1,17.2
614,7,12,13,14,21,29,8,2016-04-16,3,0,16
613,3,4,19,27,36,37,34,2016-04-12,3,1,21
612,1,8,18,20,22,37,3,2016-04-09,1,0,17.7
611,23,26,28,31,32,36,24,2016-04-05,2,0,29.3
610,4,8,9,12,21,24,7,2016-04-02,0,3,13
609,9,21,24,28,31,36,33,2016-03-29,1,2,24.8
608,8,10,12,21,22,31,15,2016-03-26,1,2,17.3
607,9,21,28,30,31,38,34,2016-03-22,1,1,26.2
606,1,15,23,26,29,30,10,2016-03-19,2,1,20.7
605,12,15,21,22,35,36,10,2016-03-15,0,2,23.5
604,6,20,24,35,36,37,15,2016-03-12,1,2,26.3
603,6,7,9,22,28,35,5,2016-03-08,1,1,17.8
602,10,12,16,28,32,38,20,2016-03-05,0,1,22.7
601,8,24,25,26,30,32,35,2016-03-01,0,1,24.2
600,2,3,9,29,30,38,14,2016-02-27,3,0,18.5
599,7,15,22,27,37,39,21,2016-02-23,2,2,24.5
598,5,7,13,27,28,30,4,2016-02-20,3,1,18.3
597,3,4,8,12,27,38,24,2016-02-16,1,2,15.3
596,2,3,15,27,30,35,33,2016-02-13,2,2,18.7
595,2,5,15,18,21,22,6,2016-02-09,2,2,13.8
594,4,6,11,18,19,22,12,2016-02-06,2,1,13.3
593,14,19,21,25,34,35,28,2016-02-02,1,1,24.7
592,2,3,7,22,25,30,6,2016-01-30,3,0,14.8
591,6,17,20,24,26,28,3,2016-01-26,1,1,20.2
590,1,10,19,24,32,35,36,2016-01-23,1,1,20.2
589,10,12,20,23,31,36,15,2016-01-19,2,1,22
588,11,13,27,29,30,31,34,2016-01-16,4,1,23.5
587,2,10,13,26,35,39,7,2016-01-12,2,1,20.8
586,7,17,28,34,37,39,6,2016-01-09,3,1,27
585,5,6,13,31,33,39,11,2016-01-05,3,1,21.2
584,8,10,19,29,37,39,31,2016-01-02,3,2,23.7
583,1,6,8,10,27,34,29,2015-12-29,0,1,14.3
582,7,11,15,18,34,35,6,2015-12-26,2,1,20
581,9,11,22,29,31,33,32,2015-12-22,3,0,22.5
580,5,18,19,20,27,35,33,2015-12-19,2,3,20.7
579,11,14,15,19,27,35,17,2015-12-15,2,1,20.2
578,2,4,15,22,25,38,30,2015-12-12,1,1,17.7
577,15,17,23,28,30,35,22,2015-12-08,2,3,24.7
576,1,4,17,19,30,35,22,2015-12-05,2,2,17.7
575,4,5,10,19,22,37,2,2015-12-01,3,1,16.2
574,6,22,24,25,26,28,12,2015-11-28,0,2,21.8
573,6,18,19,20,25,36,26,2015-11-24,1,0,20.7
572,2,11,14,16,29,32,7,2015-11-21,3,2,17.3
571,6,11,16,20,22,31,35,2015-11-17,2,1,17.7
570,4,6,12,24,37,38,27,2015-11-14,1,1,20.2
569,5,8,10,11,12,39,3,2015-11-10,2,1,14.2
568,11,20,25,26,31,35,27,2015-11-07,2,0,24.7
567,1,7,10,15,19,39,28,2015-11-03,2,0,15.2
566,2,6,22,25,26,33,7,2015-10-31,1,1,19
565,1,3,12,16,20,22,8,2015-10-27,1,1,12.3
564,2,4,17,20,24,33,8,2015-10-24,2,0,16.7
563,5,12,21,23,34,38,9,2015-10-20,2,1,22.2
562,9,13,24,25,29,38,30,2015-10-17,2,1,23
561,1,11,24,26,32,33,12,2015-10-13,1,1,21.2
560,6,10,14,15,29,33,17,2015-10-10,1,0,17.8
559,27,30,32,35,36,38,15,2015-10-06,0,1,33
558,7,14,16,25,31,38,4,2015-10-03,2,1,21.8
557,1,3,16,26,33,34,8,2015-09-29,1,1,18.8
