NPRODUCTO,CONCURSO,R1,R2,R3,R4,R5,FECHA,PRIMOS
60,22140,4,8,8,7,4,2018-06-17,1
60,22139,6,5,0,6,6,2018-06-17,1
60,22138,9,7,8,8,2,2018-06-17,2
60,22137,9,1,2,4,0,2018-06-16,1
60,22136,8,2,5,0,6,2018-06-16,2
60,22135,4,7,8,6,0,2018-06-16,1
60,22134,2,3,0,5,0,2018-06-16,3
60,22133,8,6,3,2,5,2018-06-16,3
60,22132,4,1,0,0,6,2018-06-15,0
60,22131,1,9,8,5,7,2018-06-15,2
60,22130,2,2,5,7,7,2018-06-15,5
60,22129,1,2,5,8,1,2018-06-15,2
60,22128,9,4,8,1,5,2018-06-15,1
60,22127,6,6,8,1,2,2018-06-14,1
60,22126,5,0,0,3,0,2018-06-14,2
60,22125,0,2,7,2,1,2018-06-14,3
60,22124,7,6,1,2,7,2018-06-14,3
60,22123,4,6,1,4,7,2018-06-14,1
60,22122,2,6,2,2,5,2018-06-13,4
60,22121,9,7,5,7,4,2018-06-13,3
60,22120,6,6,3,4,0,2018-06-13,1
60,22119,2,7,7,0,1,2018-06-13,3
60,22118,9,0,1,5,5,2018-06-13,2
60,22117,3,6,1,0,4,2018-06-12,1
60,22116,7,7,1,9,4,2018-06-12,2
60,22115,7,9,3,7,3,2018-06-12,4
60,22114,9,8,7,9,0,2018-06-12,1
60,22113,5,4,3,3,8,2018-06-12,3
60,22112,0,3,7,4,3,2018-06-11,3
60,22111,8,6,5,1,5,2018-06-11,2
60,22110,8,6,1,9,3,2018-06-11,1
60,22109,4,1,6,6,5,2018-06-11,1
60,22108,6,4,4,0,9,2018-06-11,0
60,22107,8,9,6,7,2,2018-06-10,2
60,22106,4,3,6,3,6,2018-06-10,2
60,22105,1,6,0,7,9,2018-06-10,1
60,22104,8,4,4,4,7,2018-06-10,1
60,22103,4,1,7,8,2,2018-06-10,2
60,22102,0,7,0,7,2,2018-06-09,3
60,22101,9,3,4,9,5,2018-06-09,2
60,22100,9,3,1,9,3,2018-06-09,2
60,22099,3,0,7,8,0,2018-06-09,2
60,22098,5,6,4,5,6,2018-06-09,2
60,22097,2,4,9,7,2,2018-06-08,3
60,22096,4,2,6,7,0,2018-06-08,2
60,22095,1,1,2,9,2,2018-06-08,2
60,22094,2,2,3,8,7,2018-06-08,4
60,22093,8,3,2,3,0,2018-06-08,3
60,22092,9,0,8,0,4,2018-06-07,0
60,22091,4,9,7,3,8,2018-06-07,2
60,22090,6,5,8,9,1,2018-06-07,1
60,22089,6,9,3,0,3,2018-06-07,2
60,22088,3,7,6,9,3,2018-06-07,3
60,22087,2,2,6,8,8,2018-06-06,2
60,22086,6,7,6,5,1,2018-06-06,2
60,22085,2,8,3,7,1,2018-06-06,3
60,22084,3,0,8,6,5,2018-06-06,2
60,22083,3,3,6,4,7,2018-06-06,3
60,22082,9,7,6,3,3,2018-06-05,3
60,22081,5,9,0,5,6,2018-06-05,2
60,22080,4,1,3,2,4,2018-06-05,2
60,22079,5,3,2,4,7,2018-06-05,4
60,22078,2,7,7,1,1,2018-06-05,3
60,22077,6,4,8,4,5,2018-06-04,1
60,22076,0,5,1,2,1,2018-06-04,2
60,22075,2,4,2,6,1,2018-06-04,2
60,22074,4,0,5,3,3,2018-06-04,3
60,22073,2,5,3,6,6,2018-06-04,3
60,22072,3,1,1,8,6,2018-06-03,1
60,22071,2,9,7,8,4,2018-06-03,2
60,22070,2,5,3,8,3,2018-06-03,4
60,22069,1,4,6,7,6,2018-06-03,1
60,22068,5,9,4,8,2,2018-06-03,2
60,22067,9,1,1,9,4,2018-06-02,0
60,22066,7,6,5,4,0,2018-06-02,2
60,22065,4,7,8,7,4,2018-06-02,2
60,22064,0,5,3,5,0,2018-06-02,3
60,22063,1,3,5,1,6,2018-06-02,2
60,22062,8,4,1,4,6,2018-06-01,0
60,22061,0,5,5,8,4,2018-06-01,2
60,22060,7,4,9,2,4,2018-06-01,2
60,22059,8,7,8,7,4,2018-06-01,2
60,22058,9,1,4,4,8,2018-06-01,0
60,22057,7,3,6,8,5,2018-05-31,3
60,22056,9,5,8,4,6,2018-05-31,1
60,22055,8,4,8,1,1,2018-05-31,0
60,22054,2,0,7,4,5,2018-05-31,3
60,22053,4,9,4,3,5,2018-05-31,2
60,22052,9,3,2,1,4,2018-05-30,2
60,22051,8,4,7,2,9,2018-05-30,2
60,22050,2,6,3,9,9,2018-05-30,2
60,22049,5,2,3,2,3,2018-05-30,5
60,22048,4,7,9,1,3,2018-05-30,2
60,22047,6,1,6,7,8,2018-05-29,1
60,22046,5,6,3,8,2,2018-05-29,3
60,22045,3,0,3,2,8,2018-05-29,3
60,22044,8,6,7,6,8,2018-05-29,1
60,22043,0,0,1,1,3,2018-05-29,1
60,22042,2,3,7,6,2,2018-05-28,4
60,22041,3,0,8,8,5,2018-05-28,2
60,22040,3,0,6,6,3,2018-05-28,2
60,22039,4,8,1,3,2,2018-05-28,2
60,22038,8,2,8,5,8,2018-05-28,2
60,22037,2,9,3,5,5,2018-05-27,4
60,22036,3,8,6,0,2,2018-05-27,2
60,22035,2,8,8,0,3,2018-05-27,2
60,22034,4,4,8,7,2,2018-05-27,2
60,22033,2,7,3,8,1,2018-05-27,3
60,22032,4,7,1,6,8,2018-05-26,1
60,22031,4,4,5,2,6,2018-05-26,2
60,22030,3,7,3,0,1,2018-05-26,3
60,22029,1,9,0,4,1,2018-05-26,0
60,22028,2,7,9,3,8,2018-05-26,3
60,22027,0,3,4,6,2,2018-05-25,2
60,22026,7,8,5,7,0,2018-05-25,3
60,22025,5,1,9,1,6,2018-05-25,1
60,22024,9,7,7,3,5,2018-05-25,4
60,22023,8,6,5,8,0,2018-05-25,1
60,22022,5,0,7,3,3,2018-05-24,4
60,22021,7,4,5,5,4,2018-05-24,3
60,22020,8,9,5,6,6,2018-05-24,1
60,22019,1,6,2,8,8,2018-05-24,1
60,22018,6,3,5,2,0,2018-05-24,3
60,22017,3,8,8,1,3,2018-05-23,2
60,22016,2,4,5,4,7,2018-05-23,3
60,22015,4,0,0,9,8,2018-05-23,0
60,22014,4,4,2,4,0,2018-05-23,1
60,22013,1,0,9,0,6,2018-05-23,0
60,22012,5,8,1,7,3,2018-05-22,3
60,22011,7,5,6,8,5,2018-05-22,3
60,22010,4,8,7,0,9,2018-05-22,1
60,22009,0,9,0,3,2,2018-05-22,2
60,22008,6,2,8,6,8,2018-05-22,1
60,22007,0,7,9,1,3,2018-05-21,2
60,22006,9,9,8,1,3,2018-05-21,1
60,22005,7,2,4,0,9,2018-05-21,2
60,22004,6,2,3,8,7,2018-05-21,3
60,22003,1,3,8,0,8,2018-05-21,1
60,22002,0,5,7,2,1,2018-05-20,3
60,22001,7,2,7,5,0,2018-05-20,4
60,22000,5,9,3,2,5,2018-05-20,4
60,21999,1,6,4,6,1,2018-05-20,0
60,21998,4,9,0,6,3,2018-05-20,1
60,21997,7,5,2,7,4,2018-05-19,4
60,21996,3,0,6,6,6,2018-05-19,1
60,21995,6,4,0,1,6,2018-05-19,0
60,21994,5,8,1,6,9,2018-05-19,1
60,21993,4,0,2,3,5,2018-05-19,3
60,21992,5,4,0,5,9,2018-05-18,2
60,21991,5,3,2,7,4,2018-05-18,4
60,21990,7,1,3,1,7,2018-05-18,3
60,21989,2,6,1,3,9,2018-05-18,2
60,21988,6,8,6,0,0,2018-05-18,0
60,21987,3,4,9,5,5,2018-05-17,3
60,21986,5,9,7,4,8,2018-05-17,2
60,21985,7,7,4,9,5,2018-05-17,3
60,21984,0,5,4,2,3,2018-05-17,3
60,21983,5,9,8,8,8,2018-05-17,1
60,21982,7,6,0,3,4,2018-05-16,2
60,21981,0,9,3,2,0,2018-05-16,2
60,21980,6,5,5,2,8,2018-05-16,3
60,21979,6,5,2,9,3,2018-05-16,3
60,21978,3,0,0,6,3,2018-05-16,2
60,21977,7,5,0,3,0,2018-05-15,3
60,21976,1,7,4,5,1,2018-05-15,2
60,21975,9,2,1,9,2,2018-05-15,2
60,21974,7,7,3,1,3,2018-05-15,4
60,21973,1,4,9,5,8,2018-05-15,1
60,21972,0,6,5,3,6,2018-05-14,2
60,21971,3,1,1,8,4,2018-05-14,1
60,21970,8,8,2,3,7,2018-05-14,3
60,21969,8,6,1,1,5,2018-05-14,1
60,21968,9,5,3,4,6,2018-05-14,2
60,21967,0,1,8,5,6,2018-05-13,1
60,21966,0,0,5,1,2,2018-05-13,2
60,21965,5,1,3,0,7,2018-05-13,3
60,21964,5,5,3,7,5,2018-05-13,5
60,21963,9,5,7,0,0,2018-05-13,2
60,21962,2,9,7,6,9,2018-05-12,2
60,21961,5,1,9,1,4,2018-05-12,1
60,21960,6,7,3,2,4,2018-05-12,3
60,21959,1,4,2,5,4,2018-05-12,2
60,21958,3,8,9,7,7,2018-05-12,3
60,21957,1,6,2,6,9,2018-05-11,1
60,21956,3,9,6,4,6,2018-05-11,1
60,21955,8,3,5,9,1,2018-05-11,2
60,21954,2,4,2,5,4,2018-05-11,3
60,21953,8,2,3,1,8,2018-05-11,2
60,21952,4,0,2,2,8,2018-05-10,2
60,21951,4,2,5,2,7,2018-05-10,4
60,21950,8,5,8,9,6,2018-05-10,1
60,21949,8,2,7,6,7,2018-05-10,3
60,21948,6,8,2,3,0,2018-05-10,2
60,21947,1,0,2,3,0,2018-05-09,2
60,21946,5,3,8,1,5,2018-05-09,3
60,21945,1,7,5,7,4,2018-05-09,3
60,21944,6,6,4,8,9,2018-05-09,0
60,21943,0,0,7,0,1,2018-05-09,1
60,21942,4,7,0,6,8,2018-05-08,1
60,21941,4,3,9,8,5,2018-05-08,2
60,21940,5,0,1,0,5,2018-05-08,2
60,21939,5,2,7,0,2,2018-05-08,4
60,21938,0,3,7,9,1,2018-05-08,2
60,21937,4,7,5,7,9,2018-05-07,3
60,21936,4,4,0,2,4,2018-05-07,1
60,21935,7,8,4,7,9,2018-05-07,2
60,21934,0,4,2,7,7,2018-05-07,3
60,21933,0,2,4,6,8,2018-05-07,1
60,21932,2,4,7,6,0,2018-05-06,2
60,21931,4,5,4,8,0,2018-05-06,1
60,21930,7,6,1,7,5,2018-05-06,3
60,21929,5,2,2,3,7,2018-05-06,5
60,21928,5,6,2,4,4,2018-05-06,2
60,21927,8,5,0,9,2,2018-05-05,2
60,21926,3,7,0,3,9,2018-05-05,3
60,21925,3,9,6,9,0,2018-05-05,1
60,21924,8,5,0,4,9,2018-05-05,1
60,21923,4,5,5,3,9,2018-05-05,3
60,21922,8,9,4,8,6,2018-05-04,0
60,21921,1,1,4,8,7,2018-05-04,1
60,21920,0,1,0,3,7,2018-05-04,2
60,21919,2,8,9,8,8,2018-05-04,1
60,21918,8,3,0,6,0,2018-05-04,1
60,21917,9,7,0,0,2,2018-05-03,2
60,21916,4,9,7,1,4,2018-05-03,1
60,21915,7,5,5,8,6,2018-05-03,3
60,21914,6,6,8,7,9,2018-05-03,1
60,21913,9,0,4,5,6,2018-05-03,1
60,21912,6,1,0,4,5,2018-05-02,1
60,21911,4,5,1,6,2,2018-05-02,2
60,21910,7,1,8,3,1,2018-05-02,2
60,21909,0,1,2,4,9,2018-05-02,1
60,21908,5,8,6,6,7,2018-05-02,2
60,21907,6,3,0,4,6,2018-05-01,1
60,21906,5,6,7,4,0,2018-05-01,2
60,21905,9,9,7,5,4,2018-05-01,2
60,21904,2,5,0,1,5,2018-05-01,3
60,21903,8,1,0,1,0,2018-05-01,0
60,21902,8,0,0,6,4,2018-04-30,0
60,21901,7,8,1,8,9,2018-04-30,1
60,21900,4,8,8,6,4,2018-04-30,0
60,21899,9,5,2,9,4,2018-04-30,2
60,21898,8,2,3,6,9,2018-04-30,2
60,21897,5,4,1,8,5,2018-04-29,2
60,21896,3,5,6,4,5,2018-04-29,3
60,21895,3,2,6,0,1,2018-04-29,2
60,21894,2,1,3,7,1,2018-04-29,3
60,21893,6,9,0,0,1,2018-04-29,0
60,21892,2,1,7,6,7,2018-04-28,3
60,21891,3,8,8,2,6,2018-04-28,2
60,21890,6,3,1,4,5,2018-04-28,2
60,21889,9,8,6,6,3,2018-04-28,1
60,21888,8,1,5,7,0,2018-04-28,2
60,21887,5,6,3,7,3,2018-04-27,4
60,21886,0,7,8,7,5,2018-04-27,3
60,21885,5,9,3,3,8,2018-04-27,3
60,21884,4,4,0,7,0,2018-04-27,1
60,21883,0,7,3,7,3,2018-04-27,4
60,21882,2,9,1,3,0,2018-04-26,2
60,21881,3,4,3,5,2,2018-04-26,4
60,21880,7,2,8,7,9,2018-04-26,3
60,21879,5,7,5,8,9,2018-04-26,3
60,21878,4,4,9,8,9,2018-04-26,0
60,21877,9,0,5,1,0,2018-04-25,1
60,21876,7,1,3,1,3,2018-04-25,3
60,21875,2,5,7,0,5,2018-04-25,4
60,21874,5,4,0,7,5,2018-04-25,3
60,21873,0,7,1,7,3,2018-04-25,3
60,21872,8,1,5,8,4,2018-04-24,1
60,21871,3,6,6,3,1,2018-04-24,2
60,21870,0,9,7,4,0,2018-04-24,1
60,21869,3,2,1,2,1,2018-04-24,3
60,21868,4,1,3,5,7,2018-04-24,3
60,21867,1,8,1,9,3,2018-04-23,1
60,21866,3,3,3,2,8,2018-04-23,4
60,21865,8,7,5,9,8,2018-04-23,2
60,21864,3,8,2,2,7,2018-04-23,4
60,21863,2,4,6,3,4,2018-04-23,2
60,21862,4,9,0,2,0,2018-04-22,1
60,21861,5,9,7,9,1,2018-04-22,2
60,21860,3,1,5,0,3,2018-04-22,3
60,21859,0,3,4,0,5,2018-04-22,2
60,21858,6,7,5,1,4,2018-04-22,2
60,21857,4,7,8,9,2,2018-04-21,2
60,21856,5,4,1,7,9,2018-04-21,2
60,21855,7,7,3,3,4,2018-04-21,4
60,21854,1,5,3,3,6,2018-04-21,3
60,21853,3,8,5,7,3,2018-04-21,4
60,21852,4,3,2,6,6,2018-04-20,2
60,21851,3,8,0,6,1,2018-04-20,1
60,21850,3,5,5,9,5,2018-04-20,4
60,21849,9,8,7,0,1,2018-04-20,1
60,21848,1,5,1,0,3,2018-04-20,2
60,21847,0,3,0,3,2,2018-04-19,3
60,21846,0,6,0,7,6,2018-04-19,1
60,21845,1,2,1,3,1,2018-04-19,2
60,21844,9,4,6,8,4,2018-04-19,0
60,21843,7,4,8,7,0,2018-04-19,2
60,21842,5,9,2,5,1,2018-04-18,3
60,21841,9,5,9,9,1,2018-04-18,1
60,21840,2,6,1,9,0,2018-04-18,1
60,21839,6,3,6,9,4,2018-04-18,1
60,21838,2,6,9,4,4,2018-04-18,1
60,21837,0,4,8,8,3,2018-04-17,1
60,21836,1,0,1,3,4,2018-04-17,1
60,21835,3,0,7,5,3,2018-04-17,4
60,21834,6,9,0,8,5,2018-04-17,1
60,21833,1,7,7,2,4,2018-04-17,3
60,21832,5,5,3,4,4,2018-04-16,3
60,21831,8,2,7,7,8,2018-04-16,3
60,21830,2,9,4,4,3,2018-04-16,2
60,21829,0,5,1,9,1,2018-04-16,1
60,21828,3,9,5,3,7,2018-04-16,4
60,21827,1,5,3,9,8,2018-04-15,2
60,21826,8,0,7,6,6,2018-04-15,1
60,21825,6,9,3,1,9,2018-04-15,1
60,21824,1,7,4,8,8,2018-04-15,1
60,21823,5,2,2,7,2,2018-04-15,5
60,21822,4,5,5,1,4,2018-04-14,2
60,21821,5,2,9,5,4,2018-04-14,3
60,21820,5,2,0,2,8,2018-04-14,3
60,21819,0,6,7,4,8,2018-04-14,1
60,21818,1,0,9,0,7,2018-04-14,1
60,21817,4,0,7,2,1,2018-04-13,2
60,21816,3,1,7,5,3,2018-04-13,4
60,21815,7,2,8,9,1,2018-04-13,2
60,21814,9,5,9,8,6,2018-04-13,1
60,21813,4,5,7,1,4,2018-04-13,2
60,21812,2,0,0,9,5,2018-04-12,2
60,21811,6,5,2,3,5,2018-04-12,4
60,21810,9,3,2,1,4,2018-04-12,2
60,21809,0,8,4,1,0,2018-04-12,0
60,21808,9,7,5,0,6,2018-04-12,2
60,21807,8,5,5,9,3,2018-04-11,3
60,21806,5,9,3,5,8,2018-04-11,3
60,21805,2,5,6,8,3,2018-04-11,3
60,21804,8,6,6,6,1,2018-04-11,0
60,21803,0,1,5,8,3,2018-04-11,2
60,21802,7,5,9,2,7,2018-04-10,4
60,21801,6,0,8,9,5,2018-04-10,1
60,21800,6,0,1,1,0,2018-04-10,0
60,21799,1,8,1,5,5,2018-04-10,2
60,21798,7,7,1,4,0,2018-04-10,2
60,21797,4,6,9,0,7,2018-04-09,1
60,21796,6,3,9,0,0,2018-04-09,1
60,21795,2,5,0,1,2,2018-04-09,3
60,21794,3,2,0,1,4,2018-04-09,2
60,21793,7,6,7,6,5,2018-04-09,3
60,21792,5,6,3,6,1,2018-04-08,2
60,21791,5,0,9,1,0,2018-04-08,1
60,21790,3,1,1,1,0,2018-04-08,1
60,21789,9,9,8,3,3,2018-04-08,2
60,21788,1,2,4,1,2,2018-04-08,2
60,21787,8,3,8,2,1,2018-04-07,2
60,21786,3,7,9,8,2,2018-04-07,3
60,21785,5,1,6,2,0,2018-04-07,2
60,21784,1,4,2,0,9,2018-04-07,1
60,21783,5,8,9,0,0,2018-04-07,1
60,21782,1,9,3,5,6,2018-04-06,2
60,21781,5,7,4,0,2,2018-04-06,3
60,21780,9,4,6,0,9,2018-04-06,0
60,21779,1,6,7,8,3,2018-04-06,2
60,21778,5,3,2,8,1,2018-04-06,3
60,21777,4,6,7,7,4,2018-04-05,2
60,21776,6,4,2,9,7,2018-04-05,2
60,21775,8,5,0,8,7,2018-04-05,2
60,21774,2,9,8,2,6,2018-04-05,2
60,21773,2,0,4,0,0,2018-04-05,1
60,21772,8,7,6,5,4,2018-04-04,2
60,21771,3,0,1,5,3,2018-04-04,3
60,21770,9,7,1,4,7,2018-04-04,2
60,21769,5,0,4,8,3,2018-04-04,2
60,21768,6,6,0,5,5,2018-04-04,2
60,21767,6,7,6,6,8,2018-04-03,1
60,21766,2,5,8,8,9,2018-04-03,2
60,21765,2,7,8,0,2,2018-04-03,3
60,21764,8,4,4,9,0,2018-04-03,0
60,21763,2,4,3,6,8,2018-04-03,2
60,21762,2,7,8,9,1,2018-04-02,2
60,21761,9,6,8,0,0,2018-04-02,0
60,21760,0,9,8,4,9,2018-04-02,0
60,21759,0,7,9,1,8,2018-04-02,1
60,21758,0,9,9,0,6,2018-04-02,0
60,21757,6,5,9,9,8,2018-04-01,1
60,21756,7,0,6,3,9,2018-04-01,2
60,21755,4,6,7,2,2,2018-04-01,3
60,21754,4,7,5,5,6,2018-04-01,3
60,21753,3,7,9,9,2,2018-04-01,3
60,21752,3,8,9,9,4,2018-03-31,1
60,21751,7,9,1,0,9,2018-03-31,1
60,21750,4,6,7,5,9,2018-03-31,2
60,21749,0,5,0,0,2,2018-03-31,2
60,21748,9,3,8,4,7,2018-03-31,2
60,21747,6,6,7,4,1,2018-03-30,1
60,21746,1,4,5,8,9,2018-03-30,1
60,21745,0,2,2,2,5,2018-03-30,4
60,21744,2,0,6,5,8,2018-03-30,2
60,21743,3,0,9,5,2,2018-03-30,3
60,21742,2,7,2,6,5,2018-03-29,4
60,21741,2,3,7,2,5,2018-03-29,5
60,21740,7,1,7,0,3,2018-03-29,3
60,21739,9,0,8,8,0,2018-03-29,0
60,21738,9,2,7,5,9,2018-03-29,3
60,21737,8,1,5,9,0,2018-03-28,1
60,21736,7,1,2,8,7,2018-03-28,3
60,21735,4,7,6,3,0,2018-03-28,2
60,21734,1,5,2,8,7,2018-03-28,3
60,21733,1,7,5,8,0,2018-03-28,2
60,21732,3,0,5,9,5,2018-03-27,3
60,21731,7,3,1,6,0,2018-03-27,2
60,21730,7,6,0,1,2,2018-03-27,2
60,21729,7,3,4,3,9,2018-03-27,3
60,21728,9,3,6,2,5,2018-03-27,3
60,21727,7,1,3,1,4,2018-03-26,2
60,21726,7,6,9,8,9,2018-03-26,1
60,21725,0,0,3,1,3,2018-03-26,2
60,21724,8,5,7,8,2,2018-03-26,3
60,21723,1,8,7,8,0,2018-03-26,1
60,21722,6,7,0,4,8,2018-03-25,1
60,21721,1,0,7,2,8,2018-03-25,2
60,21720,4,0,5,2,4,2018-03-25,2
60,21719,4,1,8,3,9,2018-03-25,1
60,21718,9,2,3,1,9,2018-03-25,2
60,21717,6,8,0,5,6,2018-03-24,1
60,21716,8,2,4,5,0,2018-03-24,2
60,21715,1,1,8,1,3,2018-03-24,1
60,21714,4,5,5,3,7,2018-03-24,4
60,21713,4,7,8,8,1,2018-03-24,1
60,21712,6,3,7,0,3,2018-03-23,3
60,21711,8,4,1,1,5,2018-03-23,1
60,21710,3,3,9,2,0,2018-03-23,3
60,21709,2,7,5,4,7,2018-03-23,4
60,21708,7,0,4,6,4,2018-03-23,1
60,21707,8,2,4,0,4,2018-03-22,1
60,21706,6,6,7,9,4,2018-03-22,1
60,21705,3,1,4,9,4,2018-03-22,1
60,21704,2,9,7,7,9,2018-03-22,3
60,21703,6,0,7,4,9,2018-03-22,1
60,21702,7,2,2,6,9,2018-03-21,3
60,21701,4,2,3,2,3,2018-03-21,4
60,21700,1,5,0,7,1,2018-03-21,2
60,21699,6,7,1,1,7,2018-03-21,2
60,21698,2,4,9,5,1,2018-03-21,2
60,21697,9,0,9,8,1,2018-03-20,0
60,21696,4,7,7,3,9,2018-03-20,3
60,21695,3,7,0,9,2,2018-03-20,3
60,21694,7,9,2,1,8,2018-03-20,2
60,21693,3,0,1,5,4,2018-03-20,2
60,21692,3,5,1,5,5,2018-03-19,4
60,21691,5,6,9,7,3,2018-03-19,3
60,21690,1,2,4,2,5,2018-03-19,3
60,21689,5,2,5,8,5,2018-03-19,4
60,21688,7,6,2,6,4,2018-03-19,2
60,21687,8,1,7,1,9,2018-03-18,1
60,21686,3,6,5,0,0,2018-03-18,2
60,21685,5,7,8,0,4,2018-03-18,2
60,21684,2,7,8,0,1,2018-03-18,2
60,21683,8,6,9,5,5,2018-03-18,2
60,21682,2,0,9,9,3,2018-03-17,2
60,21681,0,3,6,8,6,2018-03-17,1
60,21680,2,4,4,1,0,2018-03-17,1
60,21679,5,4,9,3,9,2018-03-17,2
60,21678,8,0,6,5,3,2018-03-17,2
60,21677,1,0,0,3,4,2018-03-16,1
60,21676,5,8,6,1,4,2018-03-16,1
60,21675,7,7,9,2,4,2018-03-16,3
60,21674,3,5,4,1,8,2018-03-16,2
60,21673,0,9,7,2,0,2018-03-16,2
60,21672,5,9,0,6,0,2018-03-15,1
60,21671,4,2,3,1,5,2018-03-15,3
60,21670,5,2,2,6,3,2018-03-15,4
60,21669,6,5,2,6,3,2018-03-15,3
60,21668,4,9,0,3,2,2018-03-15,2
60,21667,3,8,3,9,4,2018-03-14,2
60,21666,0,1,3,0,6,2018-03-14,1
60,21665,7,3,3,0,1,2018-03-14,3
60,21664,0,1,1,0,4,2018-03-14,0
60,21663,1,2,7,3,3,2018-03-14,4
60,21662,6,0,2,5,9,2018-03-13,2
60,21661,6,5,0,7,6,2018-03-13,2
60,21660,9,6,0,7,3,2018-03-13,2
60,21659,3,8,4,0,8,2018-03-13,1
60,21658,9,3,2,3,3,2018-03-13,4
60,21657,5,7,9,8,0,2018-03-12,2
60,21656,1,2,4,9,6,2018-03-12,1
60,21655,3,8,4,1,9,2018-03-12,1
60,21654,5,5,5,0,6,2018-03-12,3
60,21653,5,5,0,8,0,2018-03-12,2
60,21652,2,3,1,8,3,2018-03-11,3
60,21651,4,9,7,7,3,2018-03-11,3
60,21650,3,6,9,6,7,2018-03-11,2
60,21649,5,3,4,7,7,2018-03-11,4
60,21648,6,7,7,5,3,2018-03-11,4
60,21647,5,6,4,7,9,2018-03-10,2
60,21646,4,3,7,9,3,2018-03-10,3
60,21645,1,5,9,0,0,2018-03-10,1
60,21644,5,6,2,0,0,2018-03-10,2
60,21643,4,1,6,5,6,2018-03-10,1
60,21642,4,5,0,4,5,2018-03-09,2
60,21641,0,4,8,4,4,2018-03-09,0
60,21640,4,3,7,9,9,2018-03-09,2
60,21639,1,7,5,6,7,2018-03-09,3
60,21638,1,1,4,4,2,2018-03-09,1
60,21637,3,1,4,8,8,2018-03-08,1
60,21636,0,4,4,0,5,2018-03-08,1
60,21635,3,9,5,7,4,2018-03-08,3
60,21634,0,0,2,9,1,2018-03-08,1
60,21633,5,3,2,7,6,2018-03-08,4
60,21632,9,2,0,9,9,2018-03-07,1
60,21631,1,0,1,6,8,2018-03-07,0
60,21630,3,4,4,4,8,2018-03-07,1
60,21629,7,5,7,1,3,2018-03-07,4
60,21628,9,7,4,9,4,2018-03-07,1
60,21627,3,3,9,0,1,2018-03-06,2
60,21626,4,6,8,7,6,2018-03-06,1
60,21625,1,9,5,0,1,2018-03-06,1
60,21624,0,7,7,3,8,2018-03-06,3
60,21623,5,3,9,9,2,2018-03-06,3
60,21622,8,4,9,6,5,2018-03-05,1
60,21621,0,0,0,9,1,2018-03-05,0
60,21620,1,5,6,8,7,2018-03-05,2
60,21619,4,7,4,0,5,2018-03-05,2
60,21618,3,9,5,3,4,2018-03-05,3
60,21617,9,2,8,3,6,2018-03-04,2
60,21616,0,6,9,1,2,2018-03-04,1
60,21615,0,9,6,5,5,2018-03-04,2
60,21614,6,4,5,9,0,2018-03-04,1
60,21613,5,9,2,8,6,2018-03-04,2
60,21612,6,1,8,8,9,2018-03-03,0
60,21611,0,8,8,4,3,2018-03-03,1
60,21610,1,6,6,2,9,2018-03-03,1
60,21609,8,3,4,8,4,2018-03-03,1
60,21608,1,2,4,4,0,2018-03-03,1
60,21607,5,5,7,0,1,2018-03-02,3
60,21606,2,9,7,4,2,2018-03-02,3
60,21605,8,5,4,8,0,2018-03-02,1
60,21604,4,1,8,6,2,2018-03-02,1
60,21603,1,3,4,6,2,2018-03-02,2
60,21602,6,1,3,9,4,2018-03-01,1
60,21601,3,7,9,0,6,2018-03-01,2
60,21600,2,7,5,1,6,2018-03-01,3
60,21599,1,7,8,6,1,2018-03-01,1
60,21598,4,9,1,5,5,2018-03-01,2
60,21597,9,5,3,6,6,2018-02-28,2
60,21596,9,9,9,7,9,2018-02-28,1
60,21595,7,5,7,0,1,2018-02-28,3
60,21594,6,8,8,2,1,2018-02-28,1
60,21593,9,1,4,2,9,2018-02-28,1
60,21592,1,7,1,9,8,2018-02-27,1
60,21591,8,1,6,9,0,2018-02-27,0
60,21590,6,9,1,7,7,2018-02-27,2
60,21589,0,0,4,1,5,2018-02-27,1
60,21588,7,7,1,8,8,2018-02-27,2
60,21587,2,0,7,4,5,2018-02-26,3
60,21586,5,0,6,5,7,2018-02-26,3
60,21585,3,6,1,7,2,2018-02-26,3
60,21584,2,9,8,6,1,2018-02-26,1
60,21583,2,5,3,9,6,2018-02-26,3
60,21582,0,8,9,8,5,2018-02-25,1
60,21581,9,7,2,7,6,2018-02-25,3
60,21580,7,3,6,2,3,2018-02-25,4
60,21579,0,9,2,3,0,2018-02-25,2
60,21578,5,8,9,8,2,2018-02-25,2
60,21577,6,8,6,6,7,2018-02-24,1
60,21576,2,3,3,3,2,2018-02-24,5
60,21575,7,9,3,6,6,2018-02-24,2
60,21574,4,6,3,2,2,2018-02-24,3
60,21573,8,2,2,9,5,2018-02-24,3
60,21572,8,8,0,0,1,2018-02-23,0
60,21571,0,2,2,5,3,2018-02-23,4
60,21570,6,2,4,8,9,2018-02-23,1
60,21569,8,7,4,0,3,2018-02-23,2
60,21568,8,8,2,1,1,2018-02-23,1
60,21567,0,4,8,0,6,2018-02-22,0
60,21566,3,9,2,4,3,2018-02-22,3
60,21565,0,2,9,3,8,2018-02-22,2
60,21564,0,3,9,3,0,2018-02-22,2
60,21563,2,2,7,5,7,2018-02-22,5
60,21562,8,7,9,7,3,2018-02-21,3
60,21561,4,0,8,7,5,2018-02-21,2
60,21560,3,7,3,9,7,2018-02-21,4
