NPRODUCTO,CONCURSO,R1,R2,R3,R4,R5,FECHA,PRIMOS
60,12939,4,7,4,9,1,2010-04-13,1
60,12938,8,6,3,5,0,2010-04-12,2
60,12937,4,4,0,4,7,2010-04-12,1
60,12936,1,7,5,3,9,2010-04-11,3
60,12935,3,1,1,6,0,2010-04-11,1
60,12934,7,1,9,9,5,2010-04-10,2
60,12933,4,1,7,8,4,2010-04-10,1
60,12932,5,9,1,9,5,2010-04-09,2
60,12931,9,5,9,3,1,2010-04-09,2
60,12930,0,0,7,6,0,2010-04-08,1
60,12929,3,3,7,7,7,2010-04-08,5
60,12928,8,2,8,4,8,2010-04-07,1
60,12927,9,9,0,2,0,2010-04-07,1
60,12926,5,7,7,1,3,2010-04-06,4
60,12925,1,1,5,8,7,2010-04-06,2
60,12924,0,2,9,1,2,2010-04-05,2
60,12923,8,0,5,1,5,2010-04-05,2
60,12922,5,7,8,6,8,2010-04-04,2
60,12921,7,0,4,7,0,2010-04-04,2
60,12920,2,7,0,0,8,2010-04-03,2
60,12919,8,6,8,5,0,2010-04-03,1
60,12918,4,5,0,6,9,2010-04-02,1
60,12917,2,4,7,4,7,2010-04-02,3
60,12916,3,4,9,1,5,2010-04-01,2
60,12915,8,3,0,8,6,2010-04-01,1
60,12914,5,2,1,8,8,2010-03-31,2
60,12913,7,8,8,4,4,2010-03-31,1
60,12912,9,2,5,9,5,2010-03-30,3
60,12911,6,8,8,7,9,2010-03-30,1
60,12910,4,1,0,3,9,2010-03-29,1
60,12909,7,1,6,7,2,2010-03-29,3
60,12908,2,5,0,4,8,2010-03-28,2
60,12907,5,1,2,0,1,2010-03-28,2
60,12906,1,4,4,9,1,2010-03-27,0
60,12905,8,1,3,9,7,2010-03-27,2
60,12904,9,5,5,2,0,2010-03-26,3
60,12903,5,1,6,2,9,2010-03-26,2
60,12902,2,8,6,9,8,2010-03-25,1
60,12901,7,7,3,7,7,2010-03-25,5
60,12900,2,5,5,6,7,2010-03-24,4
60,12899,2,0,7,2,8,2010-03-24,3
60,12898,0,3,2,9,2,2010-03-23,3
60,12897,1,8,4,1,5,2010-03-23,1
60,12896,0,0,8,1,4,2010-03-22,0
60,12895,5,2,0,0,7,2010-03-22,3
60,12894,9,4,9,2,0,2010-03-21,1
60,12893,9,9,5,3,1,2010-03-21,2
60,12892,4,8,8,6,7,2010-03-20,1
60,12891,4,4,0,9,7,2010-03-20,1
60,12890,7,3,0,1,6,2010-03-19,2
60,12889,8,3,2,8,7,2010-03-19,3
60,12888,8,6,9,2,6,2010-03-18,1
60,12887,7,7,3,5,7,2010-03-18,5
60,12886,0,7,1,3,5,2010-03-17,3
60,12885,5,4,8,5,9,2010-03-17,2
60,12884,3,5,4,5,1,2010-03-16,3
60,12883,7,4,3,9,2,2010-03-16,3
60,12882,3,9,2,5,4,2010-03-15,3
60,12881,4,7,0,5,3,2010-03-15,3
60,12880,3,9,5,8,7,2010-03-14,3
60,12879,0,1,5,4,3,2010-03-14,2
60,12878,3,6,4,1,1,2010-03-13,1
60,12877,8,8,1,8,2,2010-03-13,1
60,12876,5,1,9,5,2,2010-03-12,3
60,12875,9,2,3,4,6,2010-03-12,2
60,12874,8,0,0,1,4,2010-03-11,0
60,12873,5,9,0,9,7,2010-03-11,2
60,12872,4,5,6,4,2,2010-03-10,2
60,12871,8,3,6,6,1,2010-03-10,1
60,12870,0,9,3,0,2,2010-03-09,2
60,12869,4,5,3,1,1,2010-03-09,2
60,12868,3,6,2,0,8,2010-03-08,2
60,12867,0,9,3,9,0,2010-03-08,1
60,12866,8,1,8,7,4,2010-03-07,1
60,12865,3,0,2,9,5,2010-03-07,3
60,12864,7,0,1,3,5,2010-03-06,3
60,12863,0,3,7,4,3,2010-03-06,3
60,12862,3,6,3,8,7,2010-03-05,3
60,12861,6,1,0,7,8,2010-03-05,1
60,12860,5,9,2,0,6,2010-03-04,2
60,12859,8,7,4,8,1,2010-03-04,1
60,12858,0,2,6,6,2,2010-03-03,2
60,12857,3,1,6,8,7,2010-03-03,2
60,12856,9,5,2,8,9,2010-03-02,2
60,12855,9,7,1,4,7,2010-03-02,2
60,12854,8,9,6,5,8,2010-03-01,1
60,12853,5,7,6,6,5,2010-03-01,3
60,12852,0,3,0,1,3,2010-02-28,2
60,12851,2,4,4,3,2,2010-02-28,3
60,12850,2,0,7,7,0,2010-02-27,3
60,12849,6,8,4,5,1,2010-02-27,1
60,12848,1,4,0,3,5,2010-02-26,2
60,12847,4,8,7,7,4,2010-02-26,2
60,12846,2,0,2,3,6,2010-02-25,3
60,12845,7,1,5,9,2,2010-02-25,3
60,12844,1,7,4,9,2,2010-02-24,2
60,12843,2,0,1,6,8,2010-02-24,1
60,12842,4,8,8,8,8,2010-02-23,0
60,12841,1,1,0,4,1,2010-02-23,0
60,12840,1,3,2,3,8,2010-02-22,3
60,12839,5,8,2,1,9,2010-02-22,2
60,12838,2,9,5,9,0,2010-02-21,2
60,12837,6,3,3,4,1,2010-02-21,2
60,12836,7,9,6,1,3,2010-02-20,2
60,12835,1,2,9,0,4,2010-02-20,1
60,12834,9,0,7,0,0,2010-02-19,1
60,12833,2,0,7,9,6,2010-02-19,2
60,12832,5,1,1,7,8,2010-02-18,2
60,12831,2,3,9,4,5,2010-02-18,3
60,12830,2,6,6,8,9,2010-02-17,1
60,12829,7,0,0,3,1,2010-02-17,2
60,12828,1,4,1,6,0,2010-02-16,0
60,12827,9,7,0,2,5,2010-02-16,3
60,12826,9,1,5,4,3,2010-02-15,2
60,12825,5,9,7,8,3,2010-02-15,3
60,12824,2,0,3,3,2,2010-02-14,4
60,12823,9,3,1,5,3,2010-02-14,3
60,12822,3,5,5,3,4,2010-02-13,4
60,12821,3,3,4,1,1,2010-02-13,2
60,12820,7,5,1,3,3,2010-02-12,4
60,12819,2,8,5,2,8,2010-02-12,3
60,12818,1,5,6,7,8,2010-02-11,2
60,12817,5,1,3,4,9,2010-02-11,2
60,12816,3,7,4,5,5,2010-02-10,4
60,12815,0,1,8,3,8,2010-02-10,1
60,12814,8,8,3,5,8,2010-02-09,2
60,12813,1,5,9,2,6,2010-02-09,2
60,12812,0,9,8,7,3,2010-02-08,2
60,12811,9,2,2,4,8,2010-02-08,2
60,12810,9,9,1,5,2,2010-02-07,2
60,12809,3,0,4,8,0,2010-02-07,1
60,12808,7,5,9,9,1,2010-02-06,2
60,12807,9,0,8,8,0,2010-02-06,0
60,12806,8,4,8,8,2,2010-02-05,1
60,12805,5,9,2,6,0,2010-02-05,2
60,12804,6,1,6,7,2,2010-02-04,2
60,12803,1,1,3,4,7,2010-02-04,2
60,12802,6,5,0,1,6,2010-02-03,1
60,12801,1,5,7,0,7,2010-02-03,3
60,12800,5,0,9,5,2,2010-02-02,3
60,12799,3,2,3,6,8,2010-02-02,3
60,12798,6,1,4,2,5,2010-02-01,2
60,12797,4,6,1,3,1,2010-02-01,1
60,12796,7,8,3,2,7,2010-01-31,4
60,12795,1,0,7,3,6,2010-01-31,2
60,12794,8,5,2,4,3,2010-01-30,3
60,12793,2,1,9,3,7,2010-01-30,3
60,12792,5,5,1,2,7,2010-01-29,4
60,12791,7,5,4,0,5,2010-01-29,3
60,12790,8,0,2,0,6,2010-01-28,1
60,12789,6,0,0,2,2,2010-01-28,2
60,12788,8,1,1,7,1,2010-01-27,1
60,12787,3,2,4,9,2,2010-01-27,3
60,12786,4,5,2,0,5,2010-01-26,3
60,12785,0,2,5,0,4,2010-01-26,2
60,12784,5,5,3,6,9,2010-01-25,3
60,12783,5,1,0,2,4,2010-01-25,2
60,12782,1,2,6,7,7,2010-01-24,3
60,12781,8,0,0,7,4,2010-01-24,1
60,12780,3,1,2,0,7,2010-01-23,3
60,12779,9,0,5,2,9,2010-01-23,2
60,12778,1,1,3,1,0,2010-01-22,1
60,12777,6,5,0,8,8,2010-01-22,1
60,12776,4,4,9,9,2,2010-01-21,1
60,12775,6,1,6,9,6,2010-01-21,0
60,12774,3,5,4,3,0,2010-01-20,3
60,12773,9,1,5,2,5,2010-01-20,3
60,12772,3,9,8,8,7,2010-01-19,2
60,12771,5,1,7,3,2,2010-01-19,4
60,12770,1,7,0,3,3,2010-01-18,3
60,12769,6,7,5,1,3,2010-01-18,3
60,12768,6,7,3,8,7,2010-01-17,3
60,12767,7,9,7,7,0,2010-01-17,3
60,12766,4,3,8,9,1,2010-01-16,1
60,12765,3,9,3,3,4,2010-01-16,3
60,12764,2,0,2,2,5,2010-01-15,4
60,12763,7,8,5,2,4,2010-01-15,3
60,12762,7,0,2,2,3,2010-01-14,4
60,12761,4,0,7,8,1,2010-01-14,1
60,12760,2,0,6,6,8,2010-01-13,1
60,12759,5,9,6,8,2,2010-01-13,2
60,12758,4,5,0,7,6,2010-01-12,2
60,12757,0,9,4,5,9,2010-01-12,1
60,12756,7,7,7,9,7,2010-01-11,4
60,12755,2,8,4,9,2,2010-01-11,2
60,12754,9,9,5,0,1,2010-01-10,1
60,12753,8,3,5,1,6,2010-01-10,2
60,12752,8,5,3,2,1,2010-01-09,3
60,12751,3,9,9,3,0,2010-01-09,2
60,12750,9,0,5,1,4,2010-01-08,1
60,12749,9,1,3,5,9,2010-01-08,2
60,12748,4,7,6,5,4,2010-01-07,2
60,12747,1,4,0,1,6,2010-01-07,0
60,12746,2,2,3,8,4,2010-01-06,3
60,12745,0,4,4,6,4,2010-01-06,0
60,12744,1,4,2,6,3,2010-01-05,2
60,12743,3,7,9,3,4,2010-01-05,3
60,12742,0,1,5,7,7,2010-01-04,3
60,12741,3,2,8,8,2,2010-01-04,3
60,12740,6,1,1,9,8,2010-01-03,0
60,12739,4,7,7,1,9,2010-01-03,2
60,12738,7,6,1,3,6,2010-01-02,2
60,12737,2,8,7,5,1,2010-01-02,3
60,12736,6,6,2,4,9,2010-01-01,1
60,12735,8,9,3,4,5,2010-01-01,2
60,12734,8,0,9,8,6,2009-12-31,0
60,12733,7,1,0,5,8,2009-12-31,2
60,12732,7,1,2,1,9,2009-12-30,2
60,12731,6,6,8,2,4,2009-12-30,1
60,12730,4,7,3,9,4,2009-12-29,2
60,12729,3,1,7,6,0,2009-12-29,2
60,12728,4,5,0,6,2,2009-12-28,2
60,12727,4,1,2,3,2,2009-12-28,3
60,12726,4,0,5,9,1,2009-12-27,1
60,12725,9,5,6,8,2,2009-12-27,2
60,12724,0,2,0,2,5,2009-12-26,3
60,12723,3,4,1,3,6,2009-12-26,2
60,12722,2,5,9,7,4,2009-12-25,3
60,12721,7,5,8,0,8,2009-12-25,2
60,12720,0,2,3,2,0,2009-12-24,3
60,12719,2,0,2,5,1,2009-12-24,3
60,12718,9,3,2,2,6,2009-12-23,3
60,12717,2,2,0,7,2,2009-12-23,4
60,12716,4,3,3,5,5,2009-12-22,4
60,12715,8,1,5,9,1,2009-12-22,1
60,12714,5,3,0,7,1,2009-12-21,3
60,12713,6,8,2,3,7,2009-12-21,3
60,12712,5,5,3,5,8,2009-12-20,4
60,12711,3,9,9,7,9,2009-12-20,2
60,12710,1,0,3,6,7,2009-12-19,2
60,12709,9,6,0,7,6,2009-12-19,1
60,12708,1,1,2,2,9,2009-12-18,2
60,12707,9,3,7,6,5,2009-12-18,3
60,12706,4,1,1,5,3,2009-12-17,2
60,12705,6,1,5,5,0,2009-12-17,2
60,12704,9,5,5,0,2,2009-12-16,3
60,12703,1,7,4,1,4,2009-12-16,1
60,12702,1,8,1,4,3,2009-12-15,1
60,12701,1,9,6,9,2,2009-12-15,1
60,12700,7,2,5,8,0,2009-12-14,3
60,12699,4,5,1,5,6,2009-12-14,2
60,12698,3,0,9,0,0,2009-12-13,1
60,12697,8,3,6,8,3,2009-12-13,2
60,12696,8,8,5,6,0,2009-12-12,1
60,12695,8,6,8,0,8,2009-12-12,0
60,12694,2,4,2,2,1,2009-12-11,3
60,12693,3,6,7,1,7,2009-12-11,3
60,12692,7,6,1,6,9,2009-12-10,1
60,12691,8,2,7,3,9,2009-12-10,3
60,12690,8,3,8,4,1,2009-12-09,1
60,12689,5,8,4,8,7,2009-12-09,2
60,12688,1,3,1,0,7,2009-12-08,2
60,12687,6,0,6,4,5,2009-12-08,1
60,12686,2,0,4,6,3,2009-12-07,2
60,12685,9,1,5,3,4,2009-12-07,2
60,12684,8,9,8,5,2,2009-12-06,2
60,12683,5,7,7,8,7,2009-12-06,4
60,12682,8,9,2,1,2,2009-12-05,2
60,12681,1,3,3,5,5,2009-12-05,4
60,12680,1,0,9,1,4,2009-12-04,0
60,12679,9,4,0,9,4,2009-12-04,0
60,12678,2,6,6,9,9,2009-12-03,1
60,12677,8,3,7,5,3,2009-12-03,4
60,12676,9,0,5,2,1,2009-12-02,2
60,12675,9,9,8,4,6,2009-12-02,0
60,12674,3,1,1,5,0,2009-12-01,2
60,12673,2,5,0,7,0,2009-12-01,3
60,12672,1,7,7,0,9,2009-11-30,2
60,12671,6,3,2,2,8,2009-11-30,3
60,12670,5,5,9,9,8,2009-11-29,2
60,12669,0,2,2,8,7,2009-11-29,3
60,12668,3,9,9,7,1,2009-11-28,2
60,12667,3,8,5,5,7,2009-11-28,4
60,12666,5,2,4,8,2,2009-11-27,3
60,12665,2,5,6,4,2,2009-11-27,3
60,12664,3,6,9,1,0,2009-11-26,1
60,12663,8,2,2,7,4,2009-11-26,3
60,12662,1,4,4,4,6,2009-11-25,0
60,12661,5,8,5,5,6,2009-11-25,3
60,12660,4,8,9,3,2,2009-11-24,2
60,12659,5,2,0,5,1,2009-11-24,3
60,12658,3,1,5,3,0,2009-11-23,3
60,12657,7,6,1,2,4,2009-11-23,2
60,12656,6,0,5,6,4,2009-11-22,1
60,12655,2,3,7,2,1,2009-11-22,4
60,12654,7,1,0,9,8,2009-11-21,1
60,12653,7,0,0,4,3,2009-11-21,2
60,12652,4,6,6,7,5,2009-11-20,2
60,12651,5,0,7,3,4,2009-11-20,3
60,12650,6,8,0,1,1,2009-11-19,0
60,12649,1,3,1,9,7,2009-11-19,2
60,12648,3,1,2,3,3,2009-11-18,4
60,12647,4,4,0,3,1,2009-11-18,1
60,12646,3,9,2,0,5,2009-11-17,3
60,12645,3,3,5,4,7,2009-11-17,4
60,12644,4,0,9,1,0,2009-11-16,0
60,12643,9,2,2,6,8,2009-11-16,2
60,12642,9,6,8,3,9,2009-11-15,1
60,12641,8,5,6,8,6,2009-11-15,1
60,12640,7,6,3,0,5,2009-11-14,3
60,12639,9,3,8,2,1,2009-11-14,2
60,12638,7,5,1,9,6,2009-11-13,2
60,12637,9,8,0,7,0,2009-11-13,1
60,12636,7,0,2,7,3,2009-11-12,4
60,12635,7,5,3,8,9,2009-11-12,3
60,12634,7,4,6,4,8,2009-11-11,1
60,12633,1,8,8,2,7,2009-11-11,2
60,12632,5,4,8,6,2,2009-11-10,2
60,12631,8,1,7,4,4,2009-11-10,1
60,12630,5,7,9,9,8,2009-11-09,2
60,12629,3,2,2,6,2,2009-11-09,4
60,12628,8,1,5,3,2,2009-11-08,3
60,12627,9,6,2,1,0,2009-11-08,1
60,12626,4,7,6,1,6,2009-11-07,1
60,12625,6,1,0,3,3,2009-11-07,2
60,12624,8,5,8,3,0,2009-11-06,2
60,12623,0,0,4,2,3,2009-11-06,2
60,12622,8,0,0,5,9,2009-11-05,1
60,12621,6,9,8,6,0,2009-11-05,0
60,12620,0,8,8,8,1,2009-11-04,0
60,12619,3,2,0,6,1,2009-11-04,2
60,12618,5,5,0,8,7,2009-11-03,3
60,12617,7,9,7,6,9,2009-11-03,2
60,12616,1,7,6,5,3,2009-11-02,3
60,12615,6,4,4,3,6,2009-11-02,1
60,12614,4,6,8,7,3,2009-11-01,2
60,12613,9,3,3,6,3,2009-11-01,3
60,12612,0,8,5,0,5,2009-10-31,2
60,12611,9,7,2,5,4,2009-10-31,3
60,12610,8,0,1,3,2,2009-10-30,2
60,12609,8,8,8,7,8,2009-10-30,1
60,12608,5,4,4,7,1,2009-10-29,2
60,12607,2,6,8,1,6,2009-10-29,1
60,12606,9,6,9,5,5,2009-10-28,2
60,12605,5,6,8,4,9,2009-10-28,1
60,12604,3,3,8,9,0,2009-10-27,2
60,12603,9,4,3,9,5,2009-10-27,2
60,12602,1,3,4,1,9,2009-10-26,1
60,12601,4,8,3,6,2,2009-10-26,2
60,12600,7,9,7,2,9,2009-10-25,3
60,12599,0,0,8,0,8,2009-10-25,0
60,12598,9,1,5,8,9,2009-10-24,1
60,12597,3,6,4,6,3,2009-10-24,2
60,12596,5,2,2,7,5,2009-10-23,5
60,12595,8,3,7,0,2,2009-10-23,3
60,12594,8,6,7,8,6,2009-10-22,1
60,12593,8,9,7,6,1,2009-10-22,1
60,12592,8,7,3,2,7,2009-10-21,4
60,12591,9,1,1,6,6,2009-10-21,0
60,12590,3,5,9,2,6,2009-10-20,3
60,12589,9,2,1,0,4,2009-10-20,1
60,12588,4,1,7,2,1,2009-10-19,2
60,12587,7,1,2,2,2,2009-10-19,4
60,12586,1,0,2,4,9,2009-10-18,1
60,12585,1,8,3,5,4,2009-10-18,2
60,12584,9,3,3,0,3,2009-10-17,3
60,12583,4,7,0,1,1,2009-10-17,1
60,12582,2,2,2,9,8,2009-10-16,3
60,12581,2,8,8,2,3,2009-10-16,3
60,12580,7,0,2,8,8,2009-10-15,2
60,12579,8,3,0,2,8,2009-10-15,2
60,12578,6,8,3,1,2,2009-10-14,2
60,12577,3,3,5,3,9,2009-10-14,4
60,12576,0,5,7,6,1,2009-10-13,2
60,12575,6,0,9,5,1,2009-10-13,1
60,12574,3,9,4,8,4,2009-10-12,1
60,12573,4,1,3,6,4,2009-10-12,1
60,12572,6,2,3,1,0,2009-10-11,2
60,12571,2,3,4,9,2,2009-10-11,3
60,12570,6,9,6,2,7,2009-10-10,2
60,12569,4,1,0,6,6,2009-10-10,0
60,12568,8,2,4,7,5,2009-10-09,3
60,12567,5,1,0,5,9,2009-10-09,2
60,12566,1,0,8,9,5,2009-10-08,1
60,12565,2,2,3,0,9,2009-10-08,3
60,12564,6,3,8,6,8,2009-10-07,1
60,12563,0,1,2,5,1,2009-10-07,2
60,12562,6,4,3,9,2,2009-10-06,2
60,12561,3,5,7,7,7,2009-10-06,5
60,12560,1,6,8,8,8,2009-10-05,0
60,12559,4,2,1,2,6,2009-10-05,2
60,12558,9,3,8,7,9,2009-10-04,2
60,12557,0,9,0,5,8,2009-10-04,1
60,12556,4,9,4,3,3,2009-10-03,2
60,12555,7,7,5,8,0,2009-10-03,3
60,12554,7,7,9,8,9,2009-10-02,2
60,12553,5,1,9,9,4,2009-10-02,1
60,12552,2,8,4,4,2,2009-10-01,2
60,12551,9,6,3,0,7,2009-10-01,2
60,12550,0,6,5,0,8,2009-09-30,1
60,12549,6,9,2,4,7,2009-09-30,2
60,12548,2,4,2,8,7,2009-09-29,3
60,12547,7,4,4,3,7,2009-09-29,3
60,12546,1,6,2,4,7,2009-09-28,2
60,12545,6,5,9,3,2,2009-09-28,3
60,12544,5,9,6,1,3,2009-09-27,2
60,12543,2,9,8,6,2,2009-09-27,2
60,12542,1,1,3,9,9,2009-09-26,1
60,12541,5,1,2,8,8,2009-09-26,2
60,12540,9,1,7,1,6,2009-09-25,1
60,12539,4,4,2,3,8,2009-09-25,2
60,12538,2,1,4,6,5,2009-09-24,2
60,12537,4,1,6,2,6,2009-09-24,1
60,12536,1,4,0,5,4,2009-09-23,1
60,12535,7,0,5,2,0,2009-09-23,3
60,12534,4,5,7,5,2,2009-09-22,4
60,12533,3,6,0,3,1,2009-09-22,2
60,12532,2,1,6,8,4,2009-09-21,1
60,12531,2,9,1,3,4,2009-09-21,2
60,12530,2,4,5,4,6,2009-09-20,2
60,12529,1,8,6,3,7,2009-09-20,2
60,12528,1,9,2,0,2,2009-09-19,2
60,12527,1,7,0,6,4,2009-09-19,1
60,12526,0,4,5,2,2,2009-09-18,3
60,12525,7,9,9,7,2,2009-09-18,3
60,12524,1,7,0,0,5,2009-09-17,2
60,12523,6,5,3,8,8,2009-09-17,2
60,12522,5,5,5,3,4,2009-09-16,4
60,12521,5,8,8,3,4,2009-09-16,2
60,12520,9,4,5,2,3,2009-09-15,3
60,12519,3,1,7,4,4,2009-09-15,2
60,12518,7,6,8,4,6,2009-09-14,1
60,12517,6,2,3,5,7,2009-09-14,4
60,12516,3,4,9,0,1,2009-09-13,1
60,12515,8,7,3,5,3,2009-09-13,4
60,12514,6,6,5,8,0,2009-09-12,1
60,12513,9,1,6,7,0,2009-09-12,1
60,12512,8,9,9,1,9,2009-09-11,0
60,12511,5,4,3,3,0,2009-09-11,3
60,12510,8,8,1,9,7,2009-09-10,1
60,12509,7,0,0,8,7,2009-09-10,2
60,12508,5,0,6,5,3,2009-09-09,3
60,12507,3,3,1,3,1,2009-09-09,3
60,12506,3,9,2,1,0,2009-09-08,2
60,12505,2,6,7,4,0,2009-09-08,2
60,12504,8,8,4,2,8,2009-09-07,1
60,12503,5,5,9,3,1,2009-09-07,3
60,12502,4,1,8,9,6,2009-09-06,0
60,12501,8,1,0,4,3,2009-09-06,1
60,12500,7,7,7,9,6,2009-09-05,3
60,12499,2,9,3,6,0,2009-09-05,2
60,12498,4,6,3,6,5,2009-09-04,2
60,12497,2,0,3,2,0,2009-09-04,3
60,12496,4,8,7,9,2,2009-09-03,2
60,12495,0,7,1,8,0,2009-09-03,1
60,12494,7,6,7,0,2,2009-09-02,3
60,12493,9,3,3,3,5,2009-09-02,4
60,12492,0,5,8,5,3,2009-09-01,3
60,12491,1,5,8,0,1,2009-09-01,1
60,12490,1,1,0,3,6,2009-08-31,1
60,12489,0,3,6,0,7,2009-08-31,2
60,12488,7,4,1,7,1,2009-08-30,2
60,12487,1,4,6,2,4,2009-08-30,1
60,12486,0,9,8,2,0,2009-08-29,1
60,12485,1,1,1,0,4,2009-08-29,0
60,12484,1,8,9,7,3,2009-08-28,2
60,12483,3,0,3,6,4,2009-08-28,2
60,12482,3,1,5,9,7,2009-08-27,3
60,12481,9,2,4,0,5,2009-08-27,2
60,12480,8,3,2,5,0,2009-08-26,3
60,12479,0,4,9,2,4,2009-08-26,1
60,12478,7,9,4,0,0,2009-08-25,1
60,12477,9,1,4,2,5,2009-08-25,2
60,12476,6,8,4,1,1,2009-08-24,0
60,12475,8,2,2,0,7,2009-08-24,3
60,12474,8,9,8,8,7,2009-08-23,1
60,12473,1,9,4,4,9,2009-08-23,0
60,12472,2,7,3,9,3,2009-08-22,4
60,12471,4,5,4,9,8,2009-08-22,1
60,12470,1,7,6,5,4,2009-08-21,2
60,12469,1,3,7,1,7,2009-08-21,3
60,12468,1,8,7,6,3,2009-08-20,2
60,12467,6,3,0,8,6,2009-08-20,1
60,12466,0,6,6,0,5,2009-08-19,1
60,12465,7,9,6,6,2,2009-08-19,2
60,12464,9,8,7,4,9,2009-08-18,1
60,12463,2,8,7,7,9,2009-08-18,3
60,12462,3,9,9,5,4,2009-08-17,2
60,12461,8,9,3,4,9,2009-08-17,1
60,12460,2,8,4,6,3,2009-08-16,2
60,12459,8,4,5,3,9,2009-08-16,2
60,12458,8,0,7,0,1,2009-08-15,1
60,12457,0,0,6,4,9,2009-08-15,0
60,12456,2,4,6,9,1,2009-08-14,1
60,12455,3,8,4,9,2,2009-08-14,2
60,12454,9,7,6,9,5,2009-08-13,2
60,12453,6,2,5,6,2,2009-08-13,3
60,12452,1,4,8,4,2,2009-08-12,1
60,12451,7,9,8,0,9,2009-08-12,1
60,12450,6,2,1,0,7,2009-08-11,2
60,12449,4,7,6,2,5,2009-08-11,3
60,12448,2,9,5,0,7,2009-08-10,3
60,12447,9,2,6,0,2,2009-08-10,2
60,12446,4,9,9,6,2,2009-08-09,1
60,12445,5,0,8,2,0,2009-08-09,2
60,12444,3,2,7,5,3,2009-08-08,5
60,12443,8,4,7,0,5,2009-08-08,2
60,12442,0,5,5,2,8,2009-08-07,3
60,12441,1,2,0,5,7,2009-08-07,3
60,12440,2,0,0,9,4,2009-08-06,1
60,12439,4,8,2,7,6,2009-08-06,2
60,12438,3,2,4,8,2,2009-08-05,3
60,12437,4,7,9,8,6,2009-08-05,1
60,12436,9,0,2,6,2,2009-08-04,2
60,12435,0,7,9,0,4,2009-08-04,1
60,12434,9,6,8,2,1,2009-08-03,1
60,12433,5,9,1,0,2,2009-08-03,2
60,12432,9,5,0,5,6,2009-08-02,2
60,12431,5,7,0,0,2,2009-08-02,3
60,12430,3,8,6,3,3,2009-08-01,3
60,12429,2,6,6,4,5,2009-08-01,2
60,12428,2,0,6,1,9,2009-07-31,1
60,12427,8,8,4,7,5,2009-07-31,2
60,12426,8,3,8,8,0,2009-07-30,1
60,12425,0,5,3,4,1,2009-07-30,2
60,12424,0,1,8,7,6,2009-07-29,1
60,12423,2,9,0,9,2,2009-07-29,2
60,12422,3,9,4,6,7,2009-07-28,2
60,12421,8,1,6,0,7,2009-07-28,1
60,12420,0,0,4,0,0,2009-07-27,0
60,12419,4,5,7,6,3,2009-07-27,3
60,12418,4,8,1,5,6,2009-07-26,1
60,12417,9,5,2,3,5,2009-07-26,4
60,12416,5,0,4,8,5,2009-07-25,2
60,12415,8,1,5,5,9,2009-07-25,2
60,12414,6,6,4,0,6,2009-07-24,0
60,12413,7,8,8,8,5,2009-07-24,2
60,12412,6,7,5,3,4,2009-07-23,3
60,12411,5,9,9,2,9,2009-07-23,2
60,12410,4,2,9,9,7,2009-07-22,2
60,12409,8,2,2,6,5,2009-07-22,3
60,12408,8,9,4,8,9,2009-07-21,0
60,12407,3,2,6,6,1,2009-07-21,2
60,12406,5,5,2,4,8,2009-07-20,3
60,12405,8,2,9,8,9,2009-07-20,1
60,12404,0,5,3,3,6,2009-07-19,3
60,12403,7,6,6,5,9,2009-07-19,2
60,12402,9,1,9,5,7,2009-07-18,2
60,12401,6,0,9,0,4,2009-07-18,0
60,12400,7,9,0,0,2,2009-07-17,2
60,12399,8,8,2,0,9,2009-07-17,1
60,12398,1,6,5,9,0,2009-07-16,1
60,12397,6,0,5,2,0,2009-07-16,2
60,12396,9,4,0,5,8,2009-07-15,1
60,12395,3,4,2,9,3,2009-07-15,3
60,12394,6,9,3,9,0,2009-07-14,1
60,12393,5,2,8,6,6,2009-07-14,2
60,12392,9,4,6,5,0,2009-07-13,1
60,12391,0,7,0,6,2,2009-07-13,2
60,12390,8,1,3,1,7,2009-07-12,2
60,12389,7,0,6,5,5,2009-07-12,3
60,12388,0,7,8,4,3,2009-07-11,2
60,12387,7,5,1,0,6,2009-07-11,2
60,12386,5,0,9,2,0,2009-07-10,2
60,12385,0,6,7,7,3,2009-07-10,3
60,12384,1,8,8,8,9,2009-07-09,0
60,12383,9,7,6,3,9,2009-07-09,2
60,12382,5,8,8,6,7,2009-07-08,2
60,12381,2,1,8,4,6,2009-07-08,1
60,12380,1,7,3,9,2,2009-07-07,3
60,12379,8,3,7,4,8,2009-07-07,2
60,12378,8,1,5,0,2,2009-07-06,2
60,12377,1,4,8,8,3,2009-07-06,1
60,12376,0,0,0,0,1,2009-07-05,0
60,12375,1,5,0,8,1,2009-07-05,1
60,12374,1,1,6,5,7,2009-07-04,2
60,12373,5,3,8,9,3,2009-07-04,3
60,12372,1,3,6,3,8,2009-07-03,2
60,12371,3,0,1,2,6,2009-07-03,2
60,12370,7,5,0,2,1,2009-07-02,3
60,12369,4,2,8,1,9,2009-07-02,1
60,12368,5,3,0,0,1,2009-07-01,2
60,12367,6,5,9,0,6,2009-07-01,1
60,12366,0,0,9,9,6,2009-06-30,0
60,12365,8,1,3,0,8,2009-06-30,1
60,12364,7,7,0,2,4,2009-06-29,3
60,12363,9,3,5,9,9,2009-06-29,2
60,12362,4,7,7,3,9,2009-06-28,3
60,12361,7,1,8,4,5,2009-06-28,2
60,12360,6,4,2,9,7,2009-06-27,2
60,12359,1,2,7,5,6,2009-06-27,3
